diet_pattern,food_group,outcome,impact_median_year,my_sum,my_prop
Veg,pf_poultry_tot,CED (mJ),-653.5167152305787,-2264.7271396927936,28.85631137529562
Veg,pf_redm,CED (mJ),0,-2264.7271396927936,-0
Veg,pf_redm_tot,CED (mJ),-1742.7838334834166,-2264.7271396927936,76.95336903675832
Veg,pf_seafood,CED (mJ),-1484.7650312154522,-2264.7271396927936,65.56043795266471
Veg,sat_fat,CED (mJ),-296.8513394155717,-2264.7271396927936,13.107598448077903
Veg,veg_dg,CED (mJ),15.761639387845413,-2264.7271396927936,-0.6959619599023065
Veg,veg_oth,CED (mJ),3.146374200570483,-2264.7271396927936,-0.13892950481430993
Veg,veg_ro,CED (mJ),170.1368528251779,-2264.7271396927936,-7.51246584382155
Veg,veg_sta,CED (mJ),116.56686363933082,-2264.7271396927936,-5.147059952447204
Veg,dairy_tot,CVD (deaths),0,344129.99195613543,0
Veg,fruit_exc_juice,CVD (deaths),39346.7270002041,344129.99195613543,11.433681434316668
Veg,gr_whole,CVD (deaths),50128.7648128309,344129.99195613543,14.566810793759752
