subgroup_id,type,CancerSites,year,Sex,age_gp,race_gp,count,population,crude_rate,crude_SE
26,Incidence,meningiomas: meningiomas,2013,Male,Age_over65,Non-hispanic White,0,18558474,0,0
27,Incidence,meningiomas: meningiomas,2013,Female,Age_over65,Non-hispanic Black,0,2891576,0,0
28,Incidence,meningiomas: meningiomas,2013,Male,Age_over65,Non-hispanic Black,0,1919228,0,0
29,Incidence,meningiomas: meningiomas,2013,Female,Age_over65,Hispanic,0,2510902,0,0
30,Incidence,meningiomas: meningiomas,2013,Male,Age_over65,Hispanic,0,1887534,0,0
31,Incidence,meningiomas: meningiomas,2013,Female,Age_over65,Other,0,1690385,0,0
32,Incidence,meningiomas: meningiomas,2013,Male,Age_over65,Other,0,1298968,0,0
1,Incidence,Oral Cavity and Pharynx,2013,Female,Age_2044,Non-hispanic White,567,30550277,1.855942,0.174563
2,Incidence,Oral Cavity and Pharynx,2013,Male,Age_2044,Non-hispanic White,1052,31183864,3.373556,0.2328299
3,Incidence,Oral Cavity and Pharynx,2013,Female,Age_2044,Non-hispanic Black,92,7484062,1.229288,0.2971802
4,Incidence,Oral Cavity and Pharynx,2013,Male,Age_2044,Non-hispanic Black,138,7008437,1.969057,0.3977933
5,Incidence,Oral Cavity and Pharynx,2013,Female,Age_2044,Hispanic,84,10080086,0.8333183,0.2188365
6,Incidence,Oral Cavity and Pharynx,2013,Male,Age_2044,Hispanic,133,10901784,1.219979,0.2608427
7,Incidence,Oral Cavity and Pharynx,2013,Female,Age_2044,Other,66,4197423,1.572407,0.4524619
8,Incidence,Oral Cavity and Pharynx,2013,Male,Age_2044,Other,108,3915593,2.758203,0.6413034
9,Incidence,Oral Cavity and Pharynx,2013,Female,Age_4554,Non-hispanic White,1380,14730259,9.368498,0.3533949
10,Incidence,Oral Cavity and Pharynx,2013,Male,Age_4554,Non-hispanic White,4218,14537841,29.01391,0.6268194
11,Incidence,Oral Cavity and Pharynx,2013,Female,Age_4554,Non-hispanic Black,232,2885488,8.040236,0.7450517
12,Incidence,Oral Cavity and Pharynx,2013,Male,Age_4554,Non-hispanic Black,531,2549908,20.82425,1.276794
13,Incidence,Oral Cavity and Pharynx,2013,Female,Age_4554,Hispanic,111,3000571,3.699302,0.526665
14,Incidence,Oral Cavity and Pharynx,2013,Male,Age_4554,Hispanic,300,3044817,9.852812,0.853371
15,Incidence,Oral Cavity and Pharynx,2013,Female,Age_4554,Other,93,1439250,6.461724,1.011646
16,Incidence,Oral Cavity and Pharynx,2013,Male,Age_4554,Other,216,1277639,16.90615,2.215253
17,Incidence,Oral Cavity and Pharynx,2013,Female,Age_5564,Non-hispanic White,2328,14661527,15.8783,0.466646
18,Incidence,Oral Cavity and Pharynx,2013,Male,Age_5564,Non-hispanic White,7978,13984098,57.0505,0.9051237
19,Incidence,Oral Cavity and Pharynx,2013,Female,Age_5564,Non-hispanic Black,321,2394848,13.40379,1.063552
20,Incidence,Oral Cavity and Pharynx,2013,Male,Age_5564,Non-hispanic Black,894,2000803,44.6821,2.129421
21,Incidence,Oral Cavity and Pharynx,2013,Female,Age_5564,Hispanic,157,1971488,7.963547,0.9570101
22,Incidence,Oral Cavity and Pharynx,2013,Male,Age_5564,Hispanic,463,1826230,25.35277,1.754317
23,Incidence,Oral Cavity and Pharynx,2013,Female,Age_5564,Other,111,1178370,9.419766,1.363553
24,Incidence,Oral Cavity and Pharynx,2013,Male,Age_5564,Other,307,987955,31.07427,3.877597
25,Incidence,Oral Cavity and Pharynx,2013,Female,Age_over65,Non-hispanic White,4962,19540158,25.39386,0.8203679
26,Incidence,Oral Cavity and Pharynx,2013,Male,Age_over65,Non-hispanic White,10425,15565987,66.97296,1.455084
27,Incidence,Oral Cavity and Pharynx,2013,Female,Age_over65,Non-hispanic Black,365,2329909,15.66584,1.861387
28,Incidence,Oral Cavity and Pharynx,2013,Male,Age_over65,Non-hispanic Black,750,1542829,48.61198,3.781147
29,Incidence,Oral Cavity and Pharynx,2013,Female,Age_over65,Hispanic,293,1892809,15.47961,2.123385
30,Incidence,Oral Cavity and Pharynx,2013,Male,Age_over65,Hispanic,553,1423816,38.83928,3.934606
31,Incidence,Oral Cavity and Pharynx,2013,Female,Age_over65,Other,171,1154945,14.80591,2.784052
32,Incidence,Oral Cavity and Pharynx,2013,Male,Age_over65,Other,313,891473,35.11041,5.312473
1,Incidence,Larynx,2013,Female,Age_2044,Non-hispanic White,31,30550277,0.1014807,0.0399723
2,Incidence,Larynx,2013,Female,Age_2044,Non-hispanic Black,0,7484062,0,0
3,Incidence,Larynx,2013,Female,Age_2044,Hispanic,0,10080086,0,0
4,Incidence,Larynx,2013,Female,Age_2044,Other,0,4197423,0,0
5,Incidence,Larynx,2013,Male,Age_2044,Non-hispanic White,114,31183864,0.3655813,0.07667
6,Incidence,Larynx,2013,Male,Age_2044,Non-hispanic Black,21,7008437,0.2996473,0.1548403
7,Incidence,Larynx,2013,Male,Age_2044,Hispanic,0,10901784,0,0
8,Incidence,Larynx,2013,Male,Age_2044,Other,0,3915593,0,0
9,Incidence,Larynx,2013,Female,Age_4554,Non-hispanic White,352,14730259,2.389659,0.1781007
10,Incidence,Larynx,2013,Female,Age_4554,Non-hispanic Black,59,2885488,2.044726,0.3757848
11,Incidence,Larynx,2013,Female,Age_4554,Hispanic,16,3000571,0.5332209,0.2055833
12,Incidence,Larynx,2013,Female,Age_4554,Other,0,1439250,0,0
13,Incidence,Larynx,2013,Male,Age_4554,Non-hispanic White,1056,14537841,7.263831,0.3129053
14,Incidence,Larynx,2013,Male,Age_4554,Non-hispanic Black,190,2549908,7.451284,0.76302
15,Incidence,Larynx,2013,Male,Age_4554,Hispanic,101,3044817,3.317124,0.5022628
16,Incidence,Larynx,2013,Male,Age_4554,Other,18,1277639,1.408857,0.5145607
17,Incidence,Larynx,2013,Female,Age_5564,Non-hispanic White,573,14661527,3.908194,0.2307788
18,Incidence,Larynx,2013,Female,Age_5564,Non-hispanic Black,132,2394848,5.511842,0.6807149
19,Incidence,Larynx,2013,Female,Age_5564,Hispanic,16,1971488,0.8115762,0.2821269
20,Incidence,Larynx,2013,Female,Age_5564,Other,0,1178370,0,0
21,Incidence,Larynx,2013,Male,Age_5564,Non-hispanic White,2320,13984098,16.59027,0.4894837
22,Incidence,Larynx,2013,Male,Age_5564,Non-hispanic Black,492,2000803,24.59015,1.589952
23,Incidence,Larynx,2013,Male,Age_5564,Hispanic,168,1826230,9.199302,1.083833
24,Incidence,Larynx,2013,Male,Age_5564,Other,25,987955,2.530488,0.734459
25,Incidence,Larynx,2013,Female,Age_over65,Non-hispanic White,977,19540158,4.999934,0.3503821
26,Incidence,Larynx,2013,Female,Age_over65,Non-hispanic Black,110,2329909,4.721219,0.9014441
27,Incidence,Larynx,2013,Female,Age_over65,Hispanic,17,1892809,0.8981478,0.3922204
28,Incidence,Larynx,2013,Female,Age_over65,Other,0,1154945,0,0
29,Incidence,Larynx,2013,Male,Age_over65,Non-hispanic White,3975,15565987,25.53646,0.906991
30,Incidence,Larynx,2013,Male,Age_over65,Non-hispanic Black,547,1542829,35.45434,3.374537
31,Incidence,Larynx,2013,Male,Age_over65,Hispanic,343,1423816,24.0902,3.087893
32,Incidence,Larynx,2013,Male,Age_over65,Other,58,891473,6.506106,1.80955
1,Incidence,Prostate,2013,Female,Age_2044,Non-hispanic White,0,0,0,0
2,Incidence,Prostate,2013,Female,Age_2044,Non-hispanic Black,0,0,0,0
3,Incidence,Prostate,2013,Female,Age_2044,Hispanic,0,0,0,0
4,Incidence,Prostate,2013,Female,Age_2044,Other,0,0,0,0
5,Incidence,Prostate,2013,Male,Age_2044,Non-hispanic White,83,24590616,0.335737828,0.181976616
6,Incidence,Prostate,2013,Male,Age_2044,Non-hispanic Black,43,5220310,0.818342206,0.641165137
7,Incidence,Prostate,2013,Male,Age_2044,Hispanic,13,8486895,0.150820765,0.234399423
8,Incidence,Prostate,2013,Male,Age_2044,Other,0,3112684,0,0
9,Incidence,Prostate,2013,Female,Age_4554,Non-hispanic White,0,0,0,0
10,Incidence,Prostate,2013,Female,Age_4554,Non-hispanic Black,0,0,0,0
11,Incidence,Prostate,2013,Female,Age_4554,Hispanic,0,0,0,0
12,Incidence,Prostate,2013,Female,Age_4554,Other,0,0,0,0
13,Incidence,Prostate,2013,Male,Age_4554,Non-hispanic White,1562,14537841,10.7416225,0.945290446
14,Incidence,Prostate,2013,Male,Age_4554,Non-hispanic Black,579,2549908,22.714545,3.330152512
15,Incidence,Prostate,2013,Male,Age_4554,Hispanic,212,3044817,6.973161277,2.606676579
16,Incidence,Prostate,2013,Male,Age_4554,Other,51,1277639,3.982345561,3.370711327
17,Incidence,Prostate,2013,Female,Age_5564,Non-hispanic White,0,0,0,0
18,Incidence,Prostate,2013,Female,Age_5564,Non-hispanic Black,0,0,0,0
19,Incidence,Prostate,2013,Female,Age_5564,Hispanic,0,0,0,0
20,Incidence,Prostate,2013,Female,Age_5564,Other,0,0,0,0
21,Incidence,Prostate,2013,Male,Age_5564,Non-hispanic White,6256,13984098,44.73652859,2.016696215
22,Incidence,Prostate,2013,Male,Age_5564,Non-hispanic Black,1670,2000803,83.44649623,7.331933975
23,Incidence,Prostate,2013,Male,Age_5564,Hispanic,620,1826230,33.94972156,7.176245689
24,Incidence,Prostate,2013,Male,Age_5564,Other,211,987955,21.36129682,7.966174126
25,Incidence,Prostate,2013,Female,Age_over65,Non-hispanic White,0,0,0,0
26,Incidence,Prostate,2013,Female,Age_over65,Non-hispanic Black,0,0,0,0
27,Incidence,Prostate,2013,Female,Age_over65,Hispanic,0,0,0,0
28,Incidence,Prostate,2013,Female,Age_over65,Other,0,0,0,0
29,Incidence,Prostate,2013,Male,Age_over65,Non-hispanic White,11812,15565987,75.88545461,3.747937679
30,Incidence,Prostate,2013,Male,Age_over65,Non-hispanic Black,1931,1542829,125.1622831,15.0124073
31,Incidence,Prostate,2013,Male,Age_over65,Hispanic,1120,1423816,78.66184956,16.20096207
32,Incidence,Prostate,2013,Male,Age_over65,Other,449,891473,50.41543603,19.17938614
1,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_2044,Non-hispanic White,45934,30550277,150.3554,1.570703
2,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_2044,Non-hispanic White,26136,31183864,83.81258,1.16307
3,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_2044,Non-hispanic Black,8461,7484062,113.0536,2.820399
4,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_2044,Non-hispanic Black,4335,7008437,61.85403,2.179037
5,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_2044,Hispanic,10129,10080086,100.4853,3.223777
6,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_2044,Hispanic,5516,10901784,50.59723,1.926054
7,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_2044,Other,4592,4197423,109.4005,5.322167
8,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_2044,Other,2029,3915593,51.81846,3.981421
9,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_4554,Non-hispanic White,79051,14730259,536.6572,2.68568
10,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_4554,Non-hispanic White,59479,14537841,409.1323,2.351029
11,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_4554,Non-hispanic Black,14212,2885488,492.5337,5.834854
12,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_4554,Non-hispanic Black,11897,2549908,466.5659,6.039968
13,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_4554,Hispanic,11368,3000571,378.8613,7.991186
14,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_4554,Hispanic,7323,3044817,240.5071,6.093561
15,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_4554,Other,5739,1439250,398.7494,10.72018
16,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_4554,Other,3005,1277639,235.1994,9.323429
17,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_5564,Non-hispanic White,130496,14661527,890.0574,3.496775
18,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_5564,Non-hispanic White,145383,13984098,1039.631,3.881191
19,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_5564,Non-hispanic Black,21322,2394848,890.3279,8.685925
20,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_5564,Non-hispanic Black,26934,2000803,1346.16,11.75503
21,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_5564,Hispanic,12988,1971488,658.7917,13.3133
22,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_5564,Hispanic,12931,1826230,708.0707,14.37417
23,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_5564,Other,7099,1178370,602.4423,15.0544
24,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_5564,Other,5994,987955,606.7078,16.95202
25,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_over65,Non-hispanic White,321201,19540158,1643.799,6.587643
26,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_over65,Non-hispanic White,356437,15565987,2289.845,8.86622
27,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_over65,Non-hispanic Black,35223,2329909,1511.776,18.29511
28,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_over65,Non-hispanic Black,36295,1542829,2352.497,27.81429
29,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_over65,Hispanic,23335,1892809,1232.824,29.56068
30,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_over65,Hispanic,24740,1423816,1737.584,38.21698
31,Incidence,All Invasive Cancer Sites Combined,2013,Female,Age_over65,Other,12229,1154945,1058.838,33.25156
32,Incidence,All Invasive Cancer Sites Combined,2013,Male,Age_over65,Other,12755,891473,1430.778,44.10983
