subgroup,Foodgroup,N,Mean_Intake,SE_Intake,sigma_u_wgt,Food_label,Food_desc,pro_gro
38,veg_exc_sta,158,0.98,0.07,0.49,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6627254797210321
39,veg_exc_sta,184,1,0.05,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6828580287367484
40,veg_exc_sta,84,1.24,0.12,0.58,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6589900890473696
41,veg_exc_sta,310,1.1,0.06,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6566598920066063
42,veg_exc_sta,95,1.37,0.12,0.62,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7170995705660326
43,veg_exc_sta,85,1.01,0.06,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7511001311888872
44,veg_exc_sta,44,1.33,0.14,0.63,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.8406289973467843
45,veg_exc_sta,334,0.95,0.05,0.47,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6777383407497837
46,veg_exc_sta,82,0.93,0.08,0.46,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6919788609903867
47,veg_exc_sta,58,0.76,0.08,0.4,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6496181425365524
48,veg_exc_sta,36,1.17,0.17,0.56,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.8406460214608779
1,veg_oth,381,0.52,0.03,0.24,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.629670723675308
2,veg_oth,282,0.37,0.03,0.18,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.4932562566310717
3,veg_oth,337,0.48,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6390473228662884
4,veg_oth,234,0.62,0.04,0.29,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6655099090066342
5,veg_oth,354,0.45,0.03,0.21,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5352647171716833
6,veg_oth,240,0.34,0.03,0.17,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.44639302860425456
7,veg_oth,290,0.48,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5311142035399354
8,veg_oth,235,0.48,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.48569934960486305
9,veg_oth,237,0.52,0.03,0.24,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6530927822322385
10,veg_oth,199,0.47,0.05,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5354763387829742
11,veg_oth,252,0.61,0.03,0.27,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6395116641024245
12,veg_oth,141,0.5,0.04,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7342061430696738
13,veg_oth,215,0.47,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5634057494626968
14,veg_oth,155,0.41,0.03,0.19,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.4815542871910465
15,veg_oth,198,0.5,0.03,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6009787455422291
16,veg_oth,134,0.57,0.05,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6073372741779685
17,veg_oth,245,0.56,0.05,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5854623492314622
18,veg_oth,201,0.46,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6176198922672986
19,veg_oth,236,0.54,0.05,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7679765818457338
20,veg_oth,138,0.62,0.06,0.28,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7126160685843693
21,veg_oth,234,0.58,0.05,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.4653855584210392
22,veg_oth,161,0.42,0.03,0.2,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5577389551636907
23,veg_oth,198,0.51,0.04,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5835059192395157
24,veg_oth,162,0.62,0.04,0.28,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6567538464578913
25,veg_oth,269,0.57,0.06,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6396452245994936
26,veg_oth,243,0.46,0.03,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6668017180248992
27,veg_oth,297,0.53,0.06,0.24,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7094927571845346
28,veg_oth,136,0.63,0.07,0.29,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7953997782687241
29,veg_oth,291,0.51,0.03,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5659355730667779
30,veg_oth,238,0.47,0.04,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5581216393406736
31,veg_oth,263,0.55,0.04,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6445141558388667
32,veg_oth,132,0.57,0.09,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7983226093314059
33,veg_oth,249,0.59,0.03,0.27,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6197685707899908
34,veg_oth,134,0.48,0.05,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7312404952627228
35,veg_oth,203,0.54,0.06,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7232236849214938
36,veg_oth,89,0.6,0.08,0.28,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7699450032464149
37,veg_oth,286,0.52,0.03,0.24,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6369991310082628
38,veg_oth,158,0.5,0.05,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6386752911709576
39,veg_oth,184,0.5,0.04,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6436841348031034
40,veg_oth,84,0.67,0.07,0.3,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6347023844290592
41,veg_oth,310,0.5,0.03,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6471820726092268
42,veg_oth,95,0.6,0.09,0.27,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.671966832075316
43,veg_oth,85,0.45,0.03,0.21,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.739466026011449
44,veg_oth,44,0.56,0.04,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.8279259624868626
45,veg_oth,334,0.46,0.03,0.21,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6561272778469044
46,veg_oth,82,0.48,0.04,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6314494891341709
47,veg_oth,58,0.37,0.05,0.18,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6090934978948224
48,veg_oth,36,0.58,0.1,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.8134737048212212
1,veg_ro,381,0.35,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6529636619235023
2,veg_ro,282,0.26,0.02,0.11,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5608807915891719
3,veg_ro,337,0.34,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6129409731095665
4,veg_ro,234,0.41,0.02,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6676841237779223
5,veg_ro,354,0.34,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6395410155946413
6,veg_ro,240,0.28,0.02,0.12,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5135465816052656
7,veg_ro,290,0.36,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.4898546602267688
8,veg_ro,235,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.50483822023943
9,veg_ro,237,0.34,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7144739075043304
10,veg_ro,199,0.29,0.03,0.13,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5846130329750118
11,veg_ro,252,0.41,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.656048754364019
12,veg_ro,141,0.31,0.02,0.13,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7175325643031545
13,veg_ro,215,0.37,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5954099124400195
14,veg_ro,155,0.3,0.03,0.13,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5885382571387456
15,veg_ro,198,0.37,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6377843088826806
16,veg_ro,134,0.35,0.04,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7535230458861248
17,veg_ro,245,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.5931636539462071
18,veg_ro,201,0.32,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.630960498032438
19,veg_ro,236,0.41,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7548649339009308
20,veg_ro,138,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7506096821179519
21,veg_ro,234,0.38,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.586007805109917
22,veg_ro,161,0.3,0.03,0.13,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6272499804495114
23,veg_ro,198,0.36,0.03,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6752849650612818
24,veg_ro,162,0.37,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6678729072428984
25,veg_ro,269,0.38,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6517507925271872
26,veg_ro,243,0.36,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7260161208562959
27,veg_ro,297,0.42,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.762422168238808
28,veg_ro,136,0.44,0.08,0.18,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6791383041877473
29,veg_ro,291,0.4,0.02,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6143735905661212
30,veg_ro,238,0.32,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6429873737784385
31,veg_ro,263,0.35,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.580368515252718
32,veg_ro,132,0.42,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8041100796474532
33,veg_ro,249,0.41,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7176213766234657
34,veg_ro,134,0.29,0.02,0.12,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7075520235340332
35,veg_ro,203,0.42,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7300503883409603
36,veg_ro,89,0.4,0.04,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8223534269243036
37,veg_ro,286,0.41,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6560391053582326
38,veg_ro,158,0.31,0.03,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6101758058717728
39,veg_ro,184,0.38,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7048300554104348
40,veg_ro,84,0.33,0.03,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.67509669703853
41,veg_ro,310,0.4,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6832283037628486
42,veg_ro,95,0.43,0.05,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6633836000508572
43,veg_ro,85,0.43,0.03,0.18,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7642324818487493
44,veg_ro,44,0.42,0.06,0.18,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8389445170007557
45,veg_ro,334,0.37,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6750912240336217
46,veg_ro,82,0.33,0.04,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6705709831929328
47,veg_ro,58,0.29,0.03,0.12,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6491732162538887
48,veg_ro,36,0.39,0.07,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8632206836995573
1,veg_sta,381,0.47,0.03,0.22,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6308539545802649
2,veg_sta,282,0.44,0.02,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.4158326741905743
3,veg_sta,337,0.37,0.02,0.18,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.47979137140691064
