diet_pattern,outcome,age_gp,sex_gp,perc_change,perc_change_LB,perc_change_UB
US,BLUEWATER (L),45-54,Female,14.795801090140337,33.53198851045072,0.5906603468976179
US,BLUEWATER (L),45-54,Male,7.585483008058859,25.640214056200765,-5.563445753216611
US,BLUEWATER (L),55-64,Female,15.158168502986422,31.64117171494282,2.3279685503554246
US,BLUEWATER (L),55-64,Male,9.388591611180296,26.623797405269773,-3.7676124971958243
US,BLUEWATER (L),65-74,Female,12.482441928214678,31.5142355931813,-1.5062808465763262
US,BLUEWATER (L),65-74,Male,6.806496767023294,24.788190366098952,-6.60181151529419
US,BLUEWATER (L),75+,Female,12.949126908971653,34.82348679795266,-2.889379900038347
US,BLUEWATER (L),75+,Male,8.901105125124854,35.25058150851682,-8.959589594634323
Veg,BLUEWATER (L),20-34,Female,-0.330324876114933,10.274191531186295,-9.08473419373338
Veg,BLUEWATER (L),20-34,Male,-8.893411984089283,1.2950020950410743,-17.233485141489023
Veg,BLUEWATER (L),35-44,Female,0.6549796915929661,14.245561749729188,-9.979855645987417
Veg,BLUEWATER (L),35-44,Male,-8.092768924977195,5.126247737286062,-18.268131903635883
Veg,BLUEWATER (L),45-54,Female,-1.23607998662187,15.040670672500568,-13.66189767479221
Veg,BLUEWATER (L),45-54,Male,-7.007625790439113,8.44502234116337,-18.585020615051267
Veg,BLUEWATER (L),55-64,Female,-0.7421313981113294,13.466332161275188,-11.872677210960864
Veg,BLUEWATER (L),55-64,Male,-6.739586328147157,7.746107082190043,-17.76179408845112
Veg,BLUEWATER (L),65-74,Female,-2.128374249480943,14.274972540036842,-14.539669613371586
Veg,BLUEWATER (L),65-74,Male,-7.757147770974976,7.649013715327406,-19.466878635515037
Veg,BLUEWATER (L),75+,Female,-4.83263779551472,13.857407206472438,-18.180600880419743
Veg,BLUEWATER (L),75+,Male,-7.103919624168402,15.58674639160289,-22.300576713636172
Vegan,BLUEWATER (L),20-34,Female,-13.56679779607138,-4.277153532452345,-21.084514864299976
Vegan,BLUEWATER (L),20-34,Male,-21.996837939900228,-13.211971596290537,-29.08349850491892
Vegan,BLUEWATER (L),35-44,Female,-12.49822514268462,-0.7885283077688109,-21.832844607234613
Vegan,BLUEWATER (L),35-44,Male,-20.57783000069203,-9.136251003788686,-29.55174035779501
Vegan,BLUEWATER (L),45-54,Female,-13.969719497095515,0.048043701475453816,-24.56148634489182
Vegan,BLUEWATER (L),45-54,Male,-18.333576659101425,-4.682893035663889,-28.590707334589688
Vegan,BLUEWATER (L),55-64,Female,-11.729110312011956,0.8494298747761019,-21.575694620203247
Vegan,BLUEWATER (L),55-64,Male,-18.34325094950446,-5.682792518554358,-28.07088047866197
Vegan,BLUEWATER (L),65-74,Female,-12.742035290060565,1.796541060934744,-23.70100538181944
Vegan,BLUEWATER (L),65-74,Male,-17.68058295670678,-3.715950873915936,-28.01852158038854
Vegan,BLUEWATER (L),75+,Female,-15.652099196816321,0.42330051691677517,-27.45263514423118
Vegan,BLUEWATER (L),75+,Male,-18.383282541068944,1.1562460133649295,-31.66190560685451
DGAplus,CED (MJ),20-34,Female,15.491540167392333,28.911400313775165,4.559208440600007
DGAplus,CED (MJ),20-34,Male,6.029455664290309,18.402590550146886,-3.864170944117017
DGAplus,CED (MJ),35-44,Female,14.53762136397447,30.08425242401455,2.185038439025096
DGAplus,CED (MJ),35-44,Male,8.0363838570268,24.39119154257512,-4.508758803471053
DGAplus,CED (MJ),45-54,Female,14.26770901696584,31.566005386298123,1.118581321175651
DGAplus,CED (MJ),45-54,Male,8.589897215281155,27.23424473685427,-4.94814223109308
DGAplus,CED (MJ),55-64,Female,10.289004551614353,26.595034832591573,-2.037328550227142
DGAplus,CED (MJ),55-64,Male,4.78647252955228,20.52115717466501,-7.152444723064283
DGAplus,CED (MJ),65-74,Female,5.726258251240234,22.84396994830092,-7.264922523486616
DGAplus,CED (MJ),65-74,Male,3.4448665976212967,20.03811600440903,-9.027378345803223
DGAplus,CED (MJ),75+,Female,8.598821807898437,32.02805175662684,-7.565994722678034
DGAplus,CED (MJ),75+,Male,6.31285073174851,31.646438123502197,-10.91920243243451
Med,CED (MJ),20-34,Female,71.68915513013539,92.09799095653054,55.05445139079652
Med,CED (MJ),20-34,Male,54.140526354713856,72.38042401452033,39.49111524097788
Med,CED (MJ),35-44,Female,67.9757430755373,91.03238026042253,49.970489352748125
Med,CED (MJ),35-44,Male,58.8333267109619,83.0259357302601,40.526527769112775
Med,CED (MJ),45-54,Female,68.61848268302673,93.9481209800932,48.872964496251036
Med,CED (MJ),45-54,Male,64.94995299408089,92.69362350797967,43.406125675209346
Med,CED (MJ),55-64,Female,62.758029295424244,86.64611652867475,44.31987043390501
Med,CED (MJ),55-64,Male,56.67359281487418,79.64983118237564,38.691841135748675
Med,CED (MJ),65-74,Female,52.651863064147065,77.34923933660498,33.88550895063065
Med,CED (MJ),65-74,Male,54.78979590134635,79.62820537182172,36.23338812491153
Med,CED (MJ),75+,Female,63.81898930763121,99.38703345715729,39.31964021700682
Med,CED (MJ),75+,Male,58.677785826672924,96.20865303665002,33.467089875760514
US,CED (MJ),20-34,Female,40.617472272263356,57.04758409465659,26.971084977263516
US,CED (MJ),20-34,Male,29.17876285522132,44.53207667111692,16.79000051111001
US,CED (MJ),35-44,Female,39.74313272311365,58.7699938750865,24.98639451999099
US,CED (MJ),35-44,Male,31.545465664390736,51.305010938336835,16.29247117934153
US,CED (MJ),45-54,Female,39.67561623162019,60.35344907442182,23.61545138759182
US,CED (MJ),45-54,Male,32.78186162416402,55.51870690166921,16.13535718226498
US,CED (MJ),55-64,Female,35.21493574144856,55.18253459454604,19.927366804533253
US,CED (MJ),55-64,Male,28.320594049846953,47.79540532284788,13.581274654068153
US,CED (MJ),65-74,Female,30.59670133994672,51.828809279925906,14.660402062559852
US,CED (MJ),65-74,Male,27.422496898840855,47.41654441637475,12.14830941421385
US,CED (MJ),75+,Female,33.456158825486106,62.29454628459548,13.435930662699164
US,CED (MJ),75+,Male,30.572126102812497,61.90470445879534,9.435161462615046
Veg,CED (MJ),20-34,Female,-27.115272547049507,-18.46145572939285,-34.14572498882047
Veg,CED (MJ),20-34,Male,-30.531694166181218,-22.36101786997443,-37.05423205988201
Veg,CED (MJ),35-44,Female,-25.12347258610047,-14.807104405191144,-33.145873858479106
Veg,CED (MJ),35-44,Male,-31.226381581451058,-20.778453756538706,-39.14543239771599
Veg,CED (MJ),45-54,Female,-26.145228083472073,-14.894773897491099,-34.80232070253572
Veg,CED (MJ),45-54,Male,-33.65711323712326,-22.416482680699072,-42.141776146682645
Veg,CED (MJ),55-64,Female,-28.285412034094982,-17.580784074351385,-36.41110720629277
Veg,CED (MJ),55-64,Male,-33.6492017881946,-23.65306230409134,-41.213036537844175
Veg,CED (MJ),65-74,Female,-27.20774672403763,-15.361927349981213,-36.21038450917247
Veg,CED (MJ),65-74,Male,-33.510231374674575,-23.076169338221554,-41.51574878026615
Veg,CED (MJ),75+,Female,-32.0935931968117,-17.253951114400586,-42.17095672439625
Veg,CED (MJ),75+,Male,-31.789577187998493,-15.511598672840332,-42.83660392745296
Vegan,CED (MJ),20-34,Female,-54.53674128518319,-49.101690584030756,-58.898701759664704
Vegan,CED (MJ),20-34,Male,-58.3084256479999,-53.41095008143327,-62.25045189459082
Vegan,CED (MJ),35-44,Female,-53.572699148448585,-47.18299572090178,-58.58424894515777
Vegan,CED (MJ),35-44,Male,-58.76605494271113,-52.53795754025099,-63.567981130454086
Vegan,CED (MJ),45-54,Female,-55.104255943522205,-48.294671209492996,-60.26284479745792
Vegan,CED (MJ),45-54,Male,-58.61318035426153,-51.50037358606886,-63.94408775302508
Vegan,CED (MJ),55-64,Female,-53.47313681439866,-46.63581209491016,-58.79408016734406
Vegan,CED (MJ),55-64,Male,-58.573468298453065,-52.37947195230704,-63.34165958331441
Vegan,CED (MJ),65-74,Female,-52.90590234341788,-45.18811906726023,-58.691760450147065
Vegan,CED (MJ),65-74,Male,-56.413778755653254,-49.43605522615889,-61.671862777292006
Vegan,CED (MJ),75+,Female,-55.25520813042674,-45.87963689503136,-62.05876313371225
Vegan,CED (MJ),75+,Male,-58.03313337626663,-48.10877729410654,-64.743080030758
DGAplus,FL (mrh-eq),20-34,Female,8.533584745643376,21.248917106529582,-1.7679288969453373
DGAplus,FL (mrh-eq),20-34,Male,-2.2540708371577134,9.550660017810108,-11.624484888686599
DGAplus,FL (mrh-eq),35-44,Female,7.655581050099422,22.930871973591273,-4.494421646805611
DGAplus,FL (mrh-eq),35-44,Male,-1.239098452433132,14.115218582926065,-12.962010151915097
DGAplus,FL (mrh-eq),45-54,Female,5.849128831048791,23.553868528183482,-7.431413779733228
DGAplus,FL (mrh-eq),45-54,Male,-0.7108417094949215,17.190478032050336,-13.666172967160916
DGAplus,FL (mrh-eq),55-64,Female,3.566091293177867,19.24318444725808,-8.287088166979219
DGAplus,FL (mrh-eq),55-64,Male,-1.9943871401528768,13.537619972818607,-13.693316222433161
DGAplus,FL (mrh-eq),65-74,Female,1.808277926992483,19.032672344626942,-10.975932401806473
DGAplus,FL (mrh-eq),65-74,Male,-2.1469708559854257,14.885460457628891,-14.788909161918081
DGAplus,FL (mrh-eq),75+,Female,-1.1214995735448616,19.670843034189325,-15.50296858453618
DGAplus,FL (mrh-eq),75+,Male,-2.131375064338639,21.02634579712342,-17.957455365759436
Med,FL (mrh-eq),20-34,Female,46.45057914613183,63.77539314496089,32.34971374477912
Med,FL (mrh-eq),20-34,Male,29.687653090506394,45.6009535377063,17.05905886568048
Med,FL (mrh-eq),35-44,Female,44.53822810191954,65.18553101406658,28.35583488438369
Med,FL (mrh-eq),35-44,Male,30.630023680917944,50.97355555923113,15.22127223267502
Med,FL (mrh-eq),45-54,Female,41.474233921438106,65.07922573638837,23.53778224247588
Med,FL (mrh-eq),45-54,Male,32.29348622039861,55.765638228548944,14.411478506547173
Med,FL (mrh-eq),55-64,Female,39.8732220903823,60.86933085631715,23.892859519104263
Med,FL (mrh-eq),55-64,Male,33.574233758310186,54.507020788109514,17.53733046214845
Med,FL (mrh-eq),65-74,Female,32.79737714318513,55.150325294493996,16.03403646665475
Med,FL (mrh-eq),65-74,Male,30.73386574542517,53.31696077710421,14.035754490357782
Med,FL (mrh-eq),75+,Female,33.858776899770085,62.07360301033873,14.110152483502494
Med,FL (mrh-eq),75+,Male,33.045439732009406,64.7405008223688,11.90610088776402
US,FL (mrh-eq),20-34,Female,32.05679324934192,47.75185214140216,19.282190466122685
US,FL (mrh-eq),20-34,Male,20.341221628755353,34.960179375307796,8.59718190256329
US,FL (mrh-eq),35-44,Female,31.22010084749387,50.11629681678254,16.7804975107955
US,FL (mrh-eq),35-44,Male,19.142891270519517,37.52979096620721,5.0192377747894925
US,FL (mrh-eq),45-54,Female,28.94620573382678,50.29476267152868,12.795385188733684
US,FL (mrh-eq),45-54,Male,18.854404521818104,40.561336041005475,3.4090827179974346
US,FL (mrh-eq),55-64,Female,26.676594702339855,45.59286134049384,12.114950789982904
US,FL (mrh-eq),55-64,Male,20.592575225483102,40.016266956282955,5.9463165345479725
US,FL (mrh-eq),65-74,Female,22.62325565034724,43.36146781532593,7.2687744278939785
US,FL (mrh-eq),65-74,Male,17.975755011647568,38.241891075964965,2.908883926694134
US,FL (mrh-eq),75+,Female,22.336620193515554,47.95177314945497,4.245894283692979
US,FL (mrh-eq),75+,Male,20.940049299615303,49.65710570829518,1.3681784884043293
Veg,FL (mrh-eq),20-34,Female,-8.052955651569672,2.8096187608749443,-16.855386823337014
Veg,FL (mrh-eq),20-34,Male,-14.613052966571752,-4.317810356862097,-22.87174127186384
Veg,FL (mrh-eq),35-44,Female,-5.508064280916229,8.1732196572841591,-16.012589467314022
Veg,FL (mrh-eq),35-44,Male,-15.45524696070382,-2.220408864016713,-25.380878231768893
Veg,FL (mrh-eq),45-54,Female,-7.17415789403751,8.448925614402418,-18.95100174456577
Veg,FL (mrh-eq),45-54,Male,-16.945322338688687,-2.0285154955520164,-27.969786762313483
Veg,FL (mrh-eq),55-64,Female,-9.714554017450219,3.916413334879744,-20.131358024645582
Veg,FL (mrh-eq),55-64,Male,-15.779846128425595,-2.41113869955668,-25.842612594791387
Veg,FL (mrh-eq),65-74,Female,-8.750625579920744,6.656568863085764,-20.298249879099334
Veg,FL (mrh-eq),65-74,Male,-15.486485347804194,-1.1337160804587763,-26.383479107594237
Veg,FL (mrh-eq),75+,Female,-14.122597889091981,4.09946064992442,-26.71806299249401
Veg,FL (mrh-eq),75+,Male,-13.184188632520891,7.5778534727222135,-27.18468302455194
Vegan,FL (mrh-eq),20-34,Female,-3.20222987394347,8.353190598918271,-12.41773120706586
Vegan,FL (mrh-eq),20-34,Male,-11.786829307108325,-1.1164104368073051,-20.308076602310056
Vegan,FL (mrh-eq),35-44,Female,-1.084236426436492,13.117623888895706,-12.196373858837688
Vegan,FL (mrh-eq),35-44,Male,-12.018360846246626,1.6400937270733957,-22.54024837204261
Vegan,FL (mrh-eq),45-54,Female,-8.949976364844236,6.233279894140586,-20.33152884865564
Vegan,FL (mrh-eq),45-54,Male,-11.604352692438232,4.496931580419818,-23.4689558882301
Vegan,FL (mrh-eq),55-64,Female,-2.0266398354262565,12.613042884666473,-13.382016676893404
Vegan,FL (mrh-eq),55-64,Male,-16.065956425647137,-2.8104446119669375,-26.228450879475464
Vegan,FL (mrh-eq),65-74,Female,-1.052802992847129,15.551937348391442,-13.529042156685215
Vegan,FL (mrh-eq),65-74,Male,-6.769405550842798,9.516851888014493,-18.669983565604316
Vegan,FL (mrh-eq),75+,Female,-4.2429393328414,15.286631966972699,-18.409380439733543
Vegan,FL (mrh-eq),75+,Male,-19.190417951629733,-0.22203983155396795,-32.130545076328204
DGAplus,Food_price (USD),20-34,Female,7.6567496017955605,21.774547956232347,-3.5929869772076413
DGAplus,Food_price (USD),20-34,Male,-6.806730525329821,5.697961232754805,-16.738806070941596
DGAplus,Food_price (USD),35-44,Female,7.904474898953662,24.07294244980978,-4.642519800453136
DGAplus,Food_price (USD),35-44,Male,0.6793073080654821,18.373295402848886,-12.33697446071947
DGAplus,Food_price (USD),45-54,Female,12.37575635054401,30.360399830023464,-1.07308571070277
DGAplus,Food_price (USD),45-54,Male,3.5473847825494085,21.080816103259252,-9.592784305812037
DGAplus,Food_price (USD),55-64,Female,6.165239312664643,21.740940250448823,-5.714284120766147
DGAplus,Food_price (USD),55-64,Male,0.12418063463600233,15.543866482534199,-11.594768285769856
DGAplus,Food_price (USD),65-74,Female,11.34776699128985,28.846038617869024,-1.9753951307383895
DGAplus,Food_price (USD),65-74,Male,1.0065802163586663,17.921098962316627,-11.684518663987657
DGAplus,Food_price (USD),75+,Female,7.072155240106182,27.76132220097095,-7.9467643691595855
DGAplus,Food_price (USD),75+,Male,9.457281097889325,37.036012338171865,-8.921165362412351
Med,Food_price (USD),20-34,Female,41.67102385622392,60.24364024797323,26.83664145227312
Med,Food_price (USD),20-34,Male,22.957965981572823,39.6635447246851,9.86974781226169
Med,Food_price (USD),35-44,Female,37.28995248619607,58.161915150810884,21.375775425960775
Med,Food_price (USD),35-44,Male,31.653465020028023,54.78594000604583,14.68986383814928
Med,Food_price (USD),45-54,Female,40.83537126451728,63.035426128176006,23.92886382605093
Med,Food_price (USD),45-54,Male,35.20656664177517,58.12261515495295,17.963797320859335
Med,Food_price (USD),55-64,Female,34.84391389164814,54.506230151964374,19.64333400046104
Med,Food_price (USD),55-64,Male,26.24316280731467,45.557327752021884,11.332204028157502
Med,Food_price (USD),65-74,Female,35.55767132857538,56.81975295560058,19.316752113655788
Med,Food_price (USD),65-74,Male,29.15679262488706,50.74031014361462,12.837726488183849
Med,Food_price (USD),75+,Female,34.742279291771375,60.903942996438275,15.822914698229646
Med,Food_price (USD),75+,Male,38.51031814494167,72.78717766705873,15.481853400257837
US,Food_price (USD),20-34,Female,21.51280998250176,37.5827192346981,8.750856387355785
US,Food_price (USD),20-34,Male,9.096677439645402,24.011071013615947,-2.6025336233460448
US,Food_price (USD),35-44,Female,22.217772908901715,40.74878733123647,8.04547939853601
US,Food_price (USD),35-44,Male,14.327295147062522,34.286446731002634,-0.4635159115135967
US,Food_price (USD),45-54,Female,24.30095737387007,43.856501226357246,9.264646421058064
US,Food_price (USD),45-54,Male,18.114848396644216,38.10649954720327,3.136100136254459
US,Food_price (USD),55-64,Female,19.816974256749965,37.13315207871722,6.348711959906114
US,Food_price (USD),55-64,Male,13.10563593475188,30.603905640028284,-0.18906496562546674
US,Food_price (USD),65-74,Female,22.247376732028854,41.46666317490115,7.844188676975568
US,Food_price (USD),65-74,Male,14.180241927425863,33.49648985310394,-0.03485788830996773
US,Food_price (USD),75+,Female,19.814101865849338,43.311888446071364,2.8697191424961033
US,Food_price (USD),75+,Male,20.03140796871847,50.405246042591244,0.04375954621585883
Veg,Food_price (USD),20-34,Female,-20.863864162393746,-10.44507756720098,-29.178507408560733
Veg,Food_price (USD),20-34,Male,-29.13977755623609,-19.50517453259589,-36.68658239566262
Veg,Food_price (USD),35-44,Female,-14.863675438655102,-2.002729248795613,-24.577266733566873
Veg,Food_price (USD),35-44,Male,-25.550845880180344,-12.585729792556263,-35.22059587083106
Veg,Food_price (USD),45-54,Female,-13.57857523053443,0.10366284148760287,-24.0208943958041
Veg,Food_price (USD),45-54,Male,-21.6023844794105,-8.33640755718897,-31.58685638420145
Veg,Food_price (USD),55-64,Female,-16.689941050913614,-4.567322351611524,-26.050522117939114
Veg,Food_price (USD),55-64,Male,-19.910976613681083,-7.6439772427555734,-29.251782694784072
Veg,Food_price (USD),65-74,Female,-11.29342644513547,2.5899144051719554,-21.875787282397745
Veg,Food_price (USD),65-74,Male,-21.325612596409655,-8.138673363591591,-31.32795283978187
Veg,Food_price (USD),75+,Female,-16.788535163974704,-0.2967965476616302,-28.44399861046039
Veg,Food_price (USD),75+,Male,-15.451631288527842,5.983654053838213,-29.495906899559998
Vegan,Food_price (USD),20-34,Female,-30.470399252966786,-21.239564708333344,-37.682505861624506
Vegan,Food_price (USD),20-34,Male,-39.63990751683688,-31.414723401664446,-46.031956468182024
Vegan,Food_price (USD),35-44,Female,-27.33283670700406,-16.401989481002076,-35.72298589030688
Vegan,Food_price (USD),35-44,Male,-35.01816692193225,-23.646038414002128,-43.432108893735965
Vegan,Food_price (USD),45-54,Female,-25.81213698614072,-14.208078249608958,-34.720153277137314
Vegan,Food_price (USD),45-54,Male,-32.05658986268704,-20.483020506967975,-40.71264188396688
Vegan,Food_price (USD),55-64,Female,-29.840116226212416,-19.608178361947203,-37.711964696662285
Vegan,Food_price (USD),55-64,Male,-32.430819135323155,-22.031907157505433,-40.42220500568634
Vegan,Food_price (USD),65-74,Female,-23.480138976959843,-11.547611446870222,-32.63560951753889
Vegan,Food_price (USD),65-74,Male,-32.20584675350081,-20.687809731863364,-40.75350508174091
Vegan,Food_price (USD),75+,Female,-28.71751381932503,-14.964531114975172,-38.8294090979834
Vegan,Food_price (USD),75+,Male,-27.023299202536343,-8.763631659752539,-39.246655723227605
DGAplus,GHG (kgCO2-eq),20-34,Female,-18.310530539395973,-10.571204297129745,-24.84993399256597
DGAplus,GHG (kgCO2-eq),20-34,Male,-28.60084308569208,-21.65523800452769,-34.2930593351787
DGAplus,GHG (kgCO2-eq),35-44,Female,-18.882190910496526,-9.720005766122984,-26.6544511304082
DGAplus,GHG (kgCO2-eq),35-44,Male,-27.896309490866848,-19.714557613224297,-34.57510354113723
DGAplus,GHG (kgCO2-eq),45-54,Female,-20.54507078932926,-10.474545312415048,-28.511968520731823
DGAplus,GHG (kgCO2-eq),45-54,Male,-26.971781448695044,-15.725270533411603,-35.25629282453366
DGAplus,GHG (kgCO2-eq),55-64,Female,-23.479390564027472,-14.065359261261873,-30.767427977921347
DGAplus,GHG (kgCO2-eq),55-64,Male,-29.30838080196437,-20.629016530506135,-36.236408312994165
DGAplus,GHG (kgCO2-eq),65-74,Female,-25.320796644384753,-14.78762832037873,-33.47472639366472
DGAplus,GHG (kgCO2-eq),65-74,Male,-28.311574807122636,-18.549210014091937,-35.857538010096505
DGAplus,GHG (kgCO2-eq),75+,Female,-24.6733303054853,-11.0844409941966,-34.400411977668796
DGAplus,GHG (kgCO2-eq),75+,Male,-29.362909577262897,-15.919018204467342,-39.03689186982024
Med,GHG (kgCO2-eq),20-34,Female,21.879248993073716,33.63742743726745,11.933888838331171
Med,GHG (kgCO2-eq),20-34,Male,4.1746290510576305,14.591670667844504,-4.278846769689585
Med,GHG (kgCO2-eq),35-44,Female,18.695638925162893,32.223815565675935,7.538512600651033
Med,GHG (kgCO2-eq),35-44,Male,5.548960651582266,17.537083235787325,-4.212423498172198
Med,GHG (kgCO2-eq),45-54,Female,16.65401763573652,31.131217784129984,4.655371727512082
Med,GHG (kgCO2-eq),45-54,Male,9.951142824175932,26.417163301833135,-3.1805062869903535
Med,GHG (kgCO2-eq),55-64,Female,12.048306330595308,25.61938445666542,1.2509586663190086
Med,GHG (kgCO2-eq),55-64,Male,5.055567855628319,17.74451201307713,-5.173073620446736
Med,GHG (kgCO2-eq),65-74,Female,9.29034447514067,24.530874228818238,-2.6453636223722987
Med,GHG (kgCO2-eq),65-74,Male,6.548896267584,21.023939330912576,-4.727512992342624
Med,GHG (kgCO2-eq),75+,Female,12.312957236061939,32.27621923624276,-2.381477384451551
Med,GHG (kgCO2-eq),75+,Male,3.2452447984558352,22.312888791022925,-10.494837089976713
US,GHG (kgCO2-eq),20-34,Female,17.081297623262444,28.387473711655403,7.582778503364775
US,GHG (kgCO2-eq),20-34,Male,2.8445311713342214,12.890007782847738,-5.485992763341715
US,GHG (kgCO2-eq),35-44,Female,16.170225523090195,29.49931705915439,5.456456833458181
US,GHG (kgCO2-eq),35-44,Male,3.350117182211945,15.037437019774996,-6.189682189372601
US,GHG (kgCO2-eq),45-54,Female,14.47944949381382,28.50237739541698,2.9172072917363434
US,GHG (kgCO2-eq),45-54,Male,4.926299572976249,21.211742224746004,-6.93365201524719
US,GHG (kgCO2-eq),55-64,Female,10.567757950469957,23.84652255041855,-0.14351312018249351
US,GHG (kgCO2-eq),55-64,Male,2.299039444959682,15.085303618805805,-7.90194166933534
US,GHG (kgCO2-eq),65-74,Female,9.94788359859226,25.190484883952585,-1.9940021907344285
US,GHG (kgCO2-eq),65-74,Male,4.090380684942176,17.948626246444856,-6.8773504349125005
US,GHG (kgCO2-eq),75+,Female,10.272837374863663,29.691730380204113,-4.1000818194797315
US,GHG (kgCO2-eq),75+,Male,2.2235764844765327,21.094566613190953,-11.76006370091777
Veg,GHG (kgCO2-eq),20-34,Female,-41.15415678528378,-35.48524556215381,-45.85972520334463
Veg,GHG (kgCO2-eq),20-34,Male,-46.859471914095366,-41.736644900072356,-51.11747940806234
Veg,GHG (kgCO2-eq),35-44,Female,-39.44235276545627,-32.37776259456355,-45.07415051780306
Veg,GHG (kgCO2-eq),35-44,Male,-46.99845490681762,-40.947794740457724,-51.78862579293627
Veg,GHG (kgCO2-eq),45-54,Female,-40.510822671147594,-33.07935694672845,-46.61291918356956
Veg,GHG (kgCO2-eq),45-54,Male,-47.926383401335315,-40.01593098608682,-53.932144163780016
Veg,GHG (kgCO2-eq),55-64,Female,-42.49741592070074,-35.398429126446345,-48.1076203467206
Veg,GHG (kgCO2-eq),55-64,Male,-48.127467194301346,-41.73427724065675,-53.18531106378865
Veg,GHG (kgCO2-eq),65-74,Female,-41.755770884510234,-33.57189087488615,-48.088441467037235
Veg,GHG (kgCO2-eq),65-74,Male,-46.386311769215546,-39.27874196348272,-52.03309633107581
Veg,GHG (kgCO2-eq),75+,Female,-43.65981148745014,-33.52835842759636,-50.98733145094473
Veg,GHG (kgCO2-eq),75+,Male,-45.663568569043505,-35.47919345253021,-53.07914550331291
Vegan,GHG (kgCO2-eq),20-34,Female,-66.01908976750602,-62.71936612287368,-68.74920675616136
Vegan,GHG (kgCO2-eq),20-34,Male,-70.63893374101372,-67.8015944630951,-72.99104396820692
Vegan,GHG (kgCO2-eq),35-44,Female,-65.38569432944111,-61.41581365191977,-68.68724812661522
Vegan,GHG (kgCO2-eq),35-44,Male,-70.28530921623643,-66.93161306186961,-73.03750421030351
Vegan,GHG (kgCO2-eq),45-54,Female,-66.29964289314825,-62.0295578010144,-69.68730906166904
Vegan,GHG (kgCO2-eq),45-54,Male,-69.59530687204162,-64.96694740538787,-73.19217810454691
Vegan,GHG (kgCO2-eq),55-64,Female,-64.99359053468085,-60.763765284648954,-68.44300142391306
Vegan,GHG (kgCO2-eq),55-64,Male,-69.86956233312313,-66.17523068348092,-72.86243300459554
Vegan,GHG (kgCO2-eq),65-74,Female,-64.80385844202937,-59.91483973031484,-68.604104468114
Vegan,GHG (kgCO2-eq),65-74,Male,-67.236670557648,-62.82630725734395,-70.68885958408583
Vegan,GHG (kgCO2-eq),75+,Female,-65.37697793334254,-59.382725806976566,-69.90046460249046
Vegan,GHG (kgCO2-eq),75+,Male,-68.92266877689227,-63.16232573619852,-73.10894826150148
DGAplus,WATER (L-eq),20-34,Female,17.40133539330972,31.43297542817301,6.041385780018013
