diet_pattern,food,BLUEWATER,CED,GHG,WATER,Food_price
US,sat_fat,-15.1656650133956,-0.851222301448037,-0.230531105223671,-68.6002427711512,-0.0876588296821942
Med,sat_fat,-15.1633529983694,-0.851041227944353,-0.23046364004089,-68.5790447352191,-0.0875941467840649
Veg,sat_fat,-14.4936680499052,-0.81367627197118,-0.220338066783285,-65.5629103813897,-0.0837352802349325
Vegan,sat_fat,-14.5028075768887,-0.81414994563648,-0.220476405522288,-65.60258277423,-0.0837988745064168
US,veg_dg,2.68466652040403,0.044167067155942,0.00504483269181403,33.8915162032539,0.0782721660293182
Med,veg_dg,2.67769995008131,0.0440684031587915,0.00503016769922603,33.8064077288837,0.077878873827988
Veg,veg_dg,2.69155544337643,0.0443394222477754,0.00506207980185377,33.9942964748481,0.0787326725817612
Vegan,veg_dg,2.68491191169282,0.0442015191696412,0.00504804609918015,33.8830965211593,0.0784046615465876
US,veg_oth,0.593319262928204,0.00994110415352064,9.9602106927407e-4,4.98520827670596,0.0709031858899638
Med,veg_oth,0.582004034983961,0.00971080807763657,9.6100117724632e-4,4.87562135713145,0.0702541254721958
Veg,veg_oth,0.592834593584013,0.00998157772601047,0.00103482632450995,4.99921704240689,0.0726128966595804
Vegan,veg_oth,0.597479080686897,0.0100373113450577,0.00102086947336398,5.02132214346155,0.0726801318532487
US,veg_ro,8.26555219113865,0.464600182291615,0.0560635461135571,63.8357929737563,0.487840871063699
Med,veg_ro,8.26204572092341,0.464512802426214,0.0560476783027503,63.7993317208639,0.487826642808252
Veg,veg_ro,8.2521658439125,0.464027780273586,0.0559834523666293,63.7284939818864,0.487334542226669
Vegan,veg_ro,8.26992895847851,0.4649276134478,0.0560970848251292,63.8590290470193,0.488211295176047
US,veg_sta,12.1885187368691,0.313169028460314,0.0355988546067913,53.8460941265587,0.207900505083421
Med,veg_sta,12.1970741341794,0.313436015924064,0.0356148105871272,53.9090432461076,0.207945282935511
Veg,veg_sta,12.161052850752,0.312579384570046,0.0355245299601598,53.7413083597424,0.207474901028705
Vegan,veg_sta,12.1920088040157,0.313170461624361,0.0356022326239721,53.8744169038225,0.207768067800171
