note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_redm_tot_adj,31,263,2.41,0.11,1.68,0.11,2.33,0.12,3.05,0.14,1.02,,,0.06,,,36
pf_redm_tot_adj,32,132,2.27,0.23,1.58,0.19,2.20,0.24,2.89,0.29,0.98,,,0.09,,,36
pf_redm_tot_adj,33,249,2.13,0.10,1.49,0.09,2.05,0.11,2.71,0.12,0.92,,,0.06,,,36
pf_redm_tot_adj,34,134,1.92,0.14,1.32,0.12,1.85,0.14,2.43,0.17,0.84,,,0.07,,,36
pf_redm_tot_adj,35,203,1.85,0.11,1.26,0.09,1.78,0.11,2.34,0.14,0.82,,,0.06,,,36
pf_redm_tot_adj,36,89,1.96,0.19,1.34,0.16,1.86,0.20,2.49,0.23,0.87,,,0.08,,,36
pf_redm_tot_adj,37,286,2.33,0.16,1.62,0.14,2.26,0.17,2.97,0.21,1.00,,,0.08,,,36
pf_redm_tot_adj,38,158,2.25,0.13,1.55,0.13,2.18,0.14,2.87,0.16,0.97,,,0.07,,,36
pf_redm_tot_adj,39,184,2.33,0.17,1.62,0.13,2.26,0.18,2.96,0.22,1.00,,,0.09,,,36
pf_redm_tot_adj,40,84,2.08,0.19,1.44,0.13,1.99,0.18,2.63,0.25,0.89,,,0.10,,,36
pf_redm_tot_adj,41,310,1.97,0.08,1.35,0.07,1.89,0.07,2.50,0.10,0.85,,,0.07,,,36
pf_redm_tot_adj,42,95,1.88,0.16,1.29,0.13,1.81,0.17,2.36,0.19,0.82,,,0.07,,,36
pf_redm_tot_adj,43,85,1.79,0.16,1.22,0.12,1.70,0.16,2.26,0.21,0.80,,,0.08,,,36
pf_redm_tot_adj,44,44,2.12,0.31,1.45,0.22,2.04,0.31,2.67,0.39,0.94,,,0.14,,,36
pf_redm_tot_adj,45,334,2.27,0.11,1.57,0.10,2.20,0.11,2.88,0.14,0.97,,,0.07,,,36
pf_redm_tot_adj,46,82,2.08,0.19,1.45,0.15,2.01,0.19,2.66,0.23,0.90,,,0.09,,,36
pf_redm_tot_adj,47,58,2.61,0.26,1.83,0.21,2.53,0.27,3.32,0.32,1.11,,,0.11,,,36
pf_redm_tot_adj,48,36,2.38,0.22,1.66,0.17,2.34,0.23,3.03,0.29,1.01,,,0.11,,,36
