note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_seafood_adj,26,243,0.56,0.08,0.18,0.04,0.37,0.06,0.73,0.10,0.59,,,0.08,,,36
pf_seafood_adj,27,297,0.52,0.07,0.17,0.03,0.35,0.05,0.68,0.09,0.54,,,0.08,,,36
pf_seafood_adj,28,136,0.37,0.06,0.12,0.02,0.25,0.05,0.48,0.08,0.39,,,0.07,,,36
pf_seafood_adj,29,291,0.57,0.07,0.19,0.03,0.39,0.06,0.74,0.10,0.59,,,0.08,,,36
pf_seafood_adj,30,238,0.62,0.06,0.20,0.03,0.42,0.05,0.80,0.08,0.64,,,0.07,,,36
pf_seafood_adj,31,263,0.65,0.09,0.21,0.04,0.44,0.07,0.85,0.12,0.67,,,0.10,,,36
pf_seafood_adj,32,132,0.53,0.06,0.17,0.03,0.36,0.05,0.69,0.09,0.55,,,0.06,,,36
pf_seafood_adj,33,249,0.53,0.05,0.17,0.02,0.35,0.03,0.69,0.07,0.55,,,0.07,,,36
pf_seafood_adj,34,134,0.58,0.08,0.19,0.04,0.38,0.07,0.75,0.11,0.61,,,0.08,,,36
pf_seafood_adj,35,203,0.62,0.07,0.20,0.04,0.41,0.06,0.80,0.10,0.65,,,0.07,,,36
pf_seafood_adj,36,89,0.43,0.07,0.13,0.03,0.28,0.06,0.56,0.10,0.45,,,0.08,,,36
pf_seafood_adj,37,286,0.50,0.08,0.16,0.03,0.33,0.06,0.65,0.11,0.52,,,0.09,,,36
pf_seafood_adj,38,158,0.59,0.08,0.19,0.04,0.40,0.06,0.77,0.11,0.62,,,0.09,,,36
pf_seafood_adj,39,184,0.58,0.09,0.19,0.04,0.38,0.07,0.75,0.12,0.60,,,0.09,,,36
pf_seafood_adj,40,84,0.67,0.05,0.22,0.04,0.44,0.05,0.87,0.07,0.67,,,0.06,,,36
pf_seafood_adj,41,310,0.43,0.05,0.14,0.03,0.28,0.04,0.56,0.07,0.46,,,0.05,,,36
pf_seafood_adj,42,95,0.50,0.08,0.16,0.04,0.33,0.06,0.65,0.10,0.51,,,0.07,,,36
pf_seafood_adj,43,85,0.44,0.08,0.14,0.04,0.28,0.07,0.56,0.11,0.47,,,0.07,,,36
pf_seafood_adj,44,44,0.65,0.19,0.21,0.06,0.42,0.13,0.84,0.24,0.71,,,0.21,,,36
pf_seafood_adj,45,334,0.47,0.04,0.15,0.02,0.31,0.03,0.60,0.06,0.50,,,0.06,,,36
pf_seafood_adj,46,82,0.53,0.06,0.17,0.03,0.35,0.05,0.70,0.08,0.54,,,0.07,,,36
pf_seafood_adj,47,58,0.64,0.17,0.21,0.06,0.42,0.12,0.83,0.23,0.66,,,0.17,,,36
pf_seafood_adj,48,36,0.34,0.10,0.11,0.04,0.22,0.07,0.45,0.13,0.38,,,0.09,,,36
