note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
poult_tot_adj,26,243,1.86,0.11,1.22,0.08,1.76,0.11,2.39,0.14,0.85,,,0.08,,,36
poult_tot_adj,27,297,1.71,0.09,1.13,0.08,1.63,0.10,2.20,0.12,0.79,,,0.06,,,36
poult_tot_adj,28,136,1.87,0.31,1.22,0.23,1.79,0.31,2.42,0.39,0.86,,,0.13,,,36
poult_tot_adj,29,291,1.63,0.12,1.08,0.08,1.56,0.12,2.09,0.16,0.75,,,0.08,,,36
poult_tot_adj,30,238,2.07,0.11,1.37,0.09,1.98,0.11,2.65,0.14,0.93,,,0.07,,,36
poult_tot_adj,31,263,1.88,0.18,1.24,0.13,1.78,0.17,2.41,0.23,0.86,,,0.09,,,36
poult_tot_adj,32,132,1.87,0.22,1.23,0.16,1.79,0.21,2.40,0.27,0.85,,,0.11,,,36
poult_tot_adj,33,249,1.78,0.12,1.18,0.08,1.69,0.11,2.30,0.15,0.81,,,0.08,,,36
poult_tot_adj,34,134,1.84,0.13,1.21,0.10,1.75,0.12,2.37,0.17,0.85,,,0.08,,,36
poult_tot_adj,35,203,1.68,0.15,1.10,0.12,1.59,0.16,2.15,0.20,0.78,,,0.07,,,36
poult_tot_adj,36,89,1.56,0.17,1.02,0.12,1.46,0.18,2.03,0.22,0.73,,,0.08,,,36
poult_tot_adj,37,286,1.63,0.14,1.06,0.11,1.55,0.14,2.10,0.18,0.76,,,0.07,,,36
poult_tot_adj,38,158,1.89,0.11,1.24,0.08,1.80,0.11,2.43,0.14,0.87,,,0.07,,,36
poult_tot_adj,39,184,1.87,0.12,1.23,0.10,1.78,0.13,2.41,0.15,0.86,,,0.06,,,36
poult_tot_adj,40,84,1.60,0.24,1.06,0.17,1.51,0.24,2.07,0.31,0.74,,,0.11,,,36
poult_tot_adj,41,310,1.47,0.06,0.96,0.05,1.39,0.06,1.89,0.07,0.68,,,0.05,,,36
poult_tot_adj,42,95,1.82,0.15,1.20,0.11,1.72,0.15,2.33,0.19,0.82,,,0.08,,,36
poult_tot_adj,43,85,1.43,0.15,0.94,0.12,1.35,0.16,1.83,0.20,0.67,,,0.07,,,36
poult_tot_adj,44,44,1.42,0.15,0.92,0.10,1.35,0.14,1.84,0.19,0.68,,,0.08,,,36
poult_tot_adj,45,334,1.33,0.11,0.86,0.08,1.26,0.10,1.72,0.14,0.63,,,0.07,,,36
poult_tot_adj,46,82,2.17,0.21,1.44,0.15,2.07,0.21,2.80,0.28,0.97,,,0.11,,,36
poult_tot_adj,47,58,1.65,0.36,1.08,0.25,1.54,0.36,2.11,0.46,0.77,,,0.15,,,36
poult_tot_adj,48,36,1.39,0.18,0.91,0.14,1.32,0.19,1.80,0.24,0.65,,,0.08,,,36
