note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_redm_adj,15,198,1.71,0.11,1.14,0.09,1.61,0.12,2.18,0.15,0.77,,,0.07,,,36
pf_redm_adj,16,134,1.48,0.19,0.97,0.14,1.39,0.19,1.89,0.25,0.68,,,0.10,,,36
pf_redm_adj,17,245,1.38,0.12,0.90,0.08,1.29,0.11,1.78,0.15,0.64,,,0.07,,,36
pf_redm_adj,18,201,1.22,0.09,0.80,0.07,1.15,0.08,1.57,0.11,0.57,,,0.06,,,36
pf_redm_adj,19,236,1.44,0.12,0.94,0.09,1.36,0.12,1.85,0.16,0.67,,,0.08,,,36
pf_redm_adj,20,138,1.52,0.14,1.00,0.09,1.42,0.13,1.95,0.20,0.69,,,0.09,,,36
pf_redm_adj,21,234,1.59,0.12,1.04,0.08,1.50,0.12,2.04,0.17,0.73,,,0.08,,,36
pf_redm_adj,22,161,1.50,0.09,1.00,0.08,1.41,0.09,1.91,0.11,0.69,,,0.06,,,36
pf_redm_adj,23,198,1.57,0.08,1.03,0.08,1.49,0.09,2.00,0.10,0.72,,,0.05,,,36
pf_redm_adj,24,162,1.73,0.22,1.15,0.14,1.64,0.21,2.21,0.29,0.78,,,0.12,,,36
pf_redm_adj,25,269,1.46,0.09,0.96,0.07,1.38,0.08,1.87,0.12,0.68,,,0.07,,,36
pf_redm_adj,26,243,1.26,0.08,0.82,0.05,1.18,0.07,1.62,0.11,0.59,,,0.06,,,36
pf_redm_adj,27,297,1.32,0.07,0.86,0.07,1.24,0.08,1.68,0.09,0.61,,,0.05,,,36
pf_redm_adj,28,136,1.44,0.11,0.93,0.10,1.36,0.11,1.85,0.13,0.67,,,0.06,,,36
pf_redm_adj,29,291,1.74,0.13,1.16,0.08,1.65,0.12,2.22,0.19,0.79,,,0.10,,,36
pf_redm_adj,30,238,1.42,0.09,0.93,0.08,1.34,0.09,1.82,0.11,0.65,,,0.05,,,36
pf_redm_adj,31,263,1.70,0.09,1.12,0.09,1.60,0.09,2.17,0.12,0.77,,,0.06,,,36
pf_redm_adj,32,132,1.43,0.12,0.94,0.09,1.35,0.12,1.83,0.15,0.66,,,0.07,,,36
pf_redm_adj,33,249,1.37,0.07,0.90,0.06,1.29,0.07,1.76,0.10,0.63,,,0.06,,,36
pf_redm_adj,34,134,1.17,0.12,0.76,0.09,1.10,0.12,1.51,0.15,0.56,,,0.06,,,36
pf_redm_adj,35,203,1.44,0.11,0.94,0.08,1.35,0.11,1.84,0.16,0.67,,,0.07,,,36
pf_redm_adj,36,89,1.22,0.14,0.79,0.10,1.14,0.13,1.58,0.17,0.58,,,0.07,,,36
pf_redm_adj,37,286,1.55,0.10,1.01,0.07,1.47,0.10,1.99,0.15,0.72,,,0.08,,,36
pf_redm_adj,38,158,1.54,0.10,1.01,0.07,1.46,0.10,1.98,0.14,0.71,,,0.07,,,36
pf_redm_adj,39,184,1.48,0.13,0.97,0.10,1.40,0.13,1.90,0.17,0.69,,,0.07,,,36
pf_redm_adj,40,84,1.16,0.18,0.76,0.11,1.08,0.17,1.49,0.23,0.54,,,0.10,,,36
pf_redm_adj,41,310,1.27,0.07,0.83,0.05,1.19,0.06,1.63,0.09,0.59,,,0.06,,,36
pf_redm_adj,42,95,1.24,0.13,0.81,0.09,1.16,0.12,1.59,0.16,0.57,,,0.07,,,36
pf_redm_adj,43,85,1.26,0.11,0.82,0.08,1.18,0.11,1.61,0.14,0.59,,,0.06,,,36
pf_redm_adj,44,44,1.32,0.19,0.85,0.12,1.24,0.18,1.69,0.25,0.63,,,0.11,,,36
pf_redm_adj,45,334,1.39,0.07,0.90,0.08,1.31,0.08,1.79,0.09,0.65,,,0.05,,,36
pf_redm_adj,46,82,1.51,0.15,0.99,0.12,1.42,0.15,1.94,0.21,0.69,,,0.08,,,36
pf_redm_adj,47,58,1.59,0.21,1.05,0.16,1.49,0.20,2.03,0.26,0.73,,,0.09,,,36
pf_redm_adj,48,36,1.20,0.17,0.78,0.12,1.13,0.17,1.54,0.23,0.56,,,0.09,,,36
