subgroup,overweight_rate,overweight_rate_se,nhb,nhb_se,sbp_mean,sbp_se,highSBP_rate,highSBP_rate_se,hbp,hbp_se
18,83.48527171611092,2.4966646738995566,1,0,132.04868913857678,1.8462229166724957,88.76458051613378,2.0111719992842207,0.5862981476454918,0.0474254273612268
19,88.21914347613536,1.7808244946683898,0,0,124.09122807017543,1.758446737489329,66.50445589114969,5.202393610993452,0.2928902225149433,0.05160805908320596
20,50.85332480893157,4.960064361855785,0,0,123.42045454545455,1.9181520474974452,61.67050665068239,5.661912175528072,0.364261064815546,0.04160881156623925
21,82.44067808900584,2.9780773729954695,0,0,123.6504854368932,1.6979635201997212,74.10002294822624,5.383549194664705,0.378584691489351,0.07129774097485926
22,83.30033944079965,3.025770742148661,1,0,130.88505747126436,2.210269204805615,79.20047515896943,5.61135125987335,0.5307415852363556,0.049719490092874165
23,90.354760427132,1.3657865228657913,0,0,124.02032520325203,1.6450199962152214,68.56587646695112,4.380173127569433,0.3583684179630167,0.04261181084801538
24,74.8004205779908,3.0708214776724674,0,0,120.42268041237114,1.4530198197546336,58.41697801757483,10.132073737040777,0.3216486768405127,0.08448437160970979
25,70.62115061623622,3.140402810486947,0,0,126.54504504504504,1.3965675412639715,68.0127827945519,4.24336148531412,0.45195756112037777,0.03023609263488074
26,86.15617536702574,1.3568330010051743,1,0,138.89111111111112,1.736000061474478,91.07383322897095,3.041899696500545,0.7002139728883896,0.04325558863946911
27,83.64691362749343,2.075492437611468,0,0,132.70263788968825,1.7519113084374673,81.11350868888884,5.282850803077279,0.5098336240240381,0.04049136271442502
28,55.16456689845123,4.280087181679253,0,0,130.48648648648648,1.9222099156324797,72.97949373725054,5.027077884278089,0.5114875712504587,0.03231591793479953
29,77.32660025022197,3.5249281502216387,0,0,128.23628691983123,1.3609449304591785,80.41337697877233,3.920157391105513,0.5540383699863857,0.057176852867244554
30,74.7033971219935,2.3417939362343883,1,0,139.06561679790025,1.8513440766705551,89.63810792096649,3.2504635036892258,0.7232175152309418,0.031789564560766814
31,89.31964719253462,1.9520757102342647,0,0,131.0081300813008,1.750562757031108,77.9829961671302,4.68789735497065,0.48083879355831244,0.044024091947725
32,67.15271831209179,6.1793024032667585,0,0,130.39930555555554,1.7319918602264024,80.68984651193173,8.361159313824482,0.5513146350854753,0.10454005569879506
33,77.74223347975054,2.450395183944716,0,0,133.24358974358975,1.7567044659117848,83.7226508996852,3.7141707890408107,0.5869489175711684,0.03157040161006987
34,88.34625168393757,1.7269556021871044,1,0,144.544061302682,2.7036007867526552,91.74903264163868,3.6012574854122708,0.915012937234048,0.02301469122331381
35,86.4614216662885,2.221835004721913,0,0,139.98393574297188,2.2607037520967745,90.96758479057213,3.417695587960549,0.7084638726157019,0.04392217552467352
36,70.70802739990344,2.9666615114982497,0,0,139.71428571428572,2.345045259833132,97.00540830473109,1.1721889761861328,0.8337919475287552,0.032004544417866335
37,87.49938286445766,2.6038837751498463,0,0,131.55974842767296,1.395060683913192,78.50020746954894,3.8650823132845327,0.5725383973271001,0.025679587513786784
38,75.93425539998647,2.1180203705957976,1,0,135.97,1.9580969196076274,88.20800708537708,3.0621312417982813,0.7443305789128732,0.02885234214594407
39,85.83248107763605,2.7306790270740793,0,0,135.8,2.311818441077176,83.52791573862397,3.384488822694446,0.7044634296819197,0.03469758020691138
40,53.64602770318739,4.54049622166292,0,0,134.10119047619048,2.9260969335063747,84.22941982017088,4.934022701354035,0.7501622620928562,0.047361169474017514
41,69.15981090727128,2.6477872309229635,0,0,144.51190476190476,1.7001132451204721,89.27187425784466,3.815533391590795,0.8078580848247244,0.02825502406660894
42,77.49446107818426,2.839684159737408,1,0,149.10928961748633,3.078143580131933,92.9008446582688,3.301247551978764,0.899973754931949,0.03769555729561565
43,82.31890545468926,3.5616235081917385,0,0,145.07692307692307,4.066133117260757,97.40255378658469,0.37996080988335507,0.9094638206274931,0.06034369553913324
44,55.92978200321041,1.7460949020130745,0,0,149.3939393939394,3.9668622772797923,96.11338149600321,2.9372649714818384,0.7607455457348833,0.026779163976006062
45,78.88484733558008,2.7085168976970784,0,0,135.8131868131868,1.47128382070714,84.0968679844524,3.4813866798240154,0.7147056690890947,0.02773347881311912
46,58.0834826655879,4.721319941837246,1,0,143.6,3.8362396554278972,87.43894636366083,4.127980042308317,0.8327538884532432,0.04745117525026183
47,71.86511743046117,2.967488844160342,0,0,141.92,4.189461204640184,90.06909599939524,2.698300462926277,0.7800353375506529,0.08272371178607224
48,49.15225664401512,3.9838091182319046,0,0,144.56666666666666,3.017410102927093,97.7775523196727,2.3378535211322573,0.7953304780650812,0.020298330290219074
