risk_factor,subgroup,Age,Age_label,Sex,Sex_label,Race,IHD,IHDse,ISTK,ISTKse,HSTK,HSTKse,HHD,HHDse,AA,AAse,RHD,RHDse,ENDO,ENDOse,OTH,OTHse,CM,CMse,AFF,AFFse,PVD,PVDse,OSTK,OSTKse,DIAB,DIABse,TSTK,TSTKse,ECA,SCC,LVC,PC,CC,UC,OC,GC,KC,BC,TC,MMC,APCA,Larynx,LC,MC,MLPC,SCNC,ECAse,SCCse,LVCse,PCse,CCse,UCse,OCse,GCse,KCse,BCse,TCse,MMCse,APCAse,Larynxse,LCse,MCse,MLPCse,SCNCse
SBP,11,2,35-44,1,Female,3,0.520330116,0.136226917,0.717029548,0.041580454,0.748346276,0.175734195,1.05056351,0.035316234,0.423212774,0.042586025,0.214642668,0.056538253,0.326345148,0.056536368,0.363739959,0.033217644,0,0,0,0,0,0,0.717029548,0.041580454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,12,2,35-44,1,Female,4,0.520330116,0.136226917,0.717029548,0.041580454,0.748346276,0.175734195,1.05056351,0.035316234,0.423212774,0.042586025,0.214642668,0.056538253,0.326345148,0.056536368,0.363739959,0.033217644,0,0,0,0,0,0,0.717029548,0.041580454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,13,2,35-44,2,Male,1,0.520330116,0.136226917,0.717029548,0.041580454,0.748346276,0.175734195,1.05056351,0.035316234,0.423212774,0.042586025,0.214642668,0.056538253,0.326345148,0.056536368,0.363739959,0.033217644,0,0,0,0,0,0,0.717029548,0.041580454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,14,2,35-44,2,Male,2,0.520330116,0.136226917,0.717029548,0.041580454,0.748346276,0.175734195,1.05056351,0.035316234,0.423212774,0.042586025,0.214642668,0.056538253,0.326345148,0.056536368,0.363739959,0.033217644,0,0,0,0,0,0,0.717029548,0.041580454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,15,2,35-44,2,Male,3,0.520330116,0.136226917,0.717029548,0.041580454,0.748346276,0.175734195,1.05056351,0.035316234,0.423212774,0.042586025,0.214642668,0.056538253,0.326345148,0.056536368,0.363739959,0.033217644,0,0,0,0,0,0,0.717029548,0.041580454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,16,2,35-44,2,Male,4,0.520330116,0.136226917,0.717029548,0.041580454,0.748346276,0.175734195,1.05056351,0.035316234,0.423212774,0.042586025,0.214642668,0.056538253,0.326345148,0.056536368,0.363739959,0.033217644,0,0,0,0,0,0,0.717029548,0.041580454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,17,3,45-54,1,Female,1,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,18,3,45-54,1,Female,2,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,19,3,45-54,1,Female,3,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,20,3,45-54,1,Female,4,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,21,3,45-54,2,Male,1,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,22,3,45-54,2,Male,2,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,23,3,45-54,2,Male,3,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,24,3,45-54,2,Male,4,0.444880128,0.097287567,0.601747156,0.028968562,0.637077101,0.143749064,0.911343203,0.024906593,0.366108823,0.030560228,0.185043856,0.040904662,0.281966617,0.041244465,0.314135165,0.023956001,0,0,0,0,0,0,0.601747156,0.028968562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,25,4,55-64,1,Female,1,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,26,4,55-64,1,Female,2,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,27,4,55-64,1,Female,3,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,28,4,55-64,1,Female,4,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,29,4,55-64,2,Male,1,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,30,4,55-64,2,Male,2,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,31,4,55-64,2,Male,3,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,32,4,55-64,2,Male,4,0.368680283,0.05828237,0.487577141,0.018019094,0.507799908,0.090267396,0.772069416,0.017293107,0.309004872,0.019853809,0.155445043,0.02696388,0.237588085,0.027583582,0.264416939,0.015724731,0,0,0,0,0,0,0.487577141,0.018019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,33,5,65-74,1,Female,1,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,34,5,65-74,1,Female,2,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,35,5,65-74,1,Female,3,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,36,5,65-74,1,Female,4,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,37,5,65-74,2,Male,1,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,38,5,65-74,2,Male,2,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,39,5,65-74,2,Male,3,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,40,5,65-74,2,Male,4,0.287150631,0.0185143,0.36791996,0.019647908,0.378759673,0.036060986,0.632021659,0.016630961,0.251900921,0.01393944,0.125846231,0.018924916,0.193209553,0.019380537,0.218297552,0.015321114,0,0,0,0,0,0,0.36791996,0.019647908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,41,6,75+,1,Female,1,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,42,6,75+,1,Female,2,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,43,6,75+,1,Female,3,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,44,6,75+,1,Female,4,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,45,6,75+,2,Male,1,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,46,6,75+,2,Male,2,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,47,6,75+,2,Male,3,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBP,48,6,75+,2,Male,4,0.167865296,0.039575667,0.15882199,0.020088205,0.169904821,0.047824377,0.387826532,0.019117163,0.151563567,0.017811352,0.07373901,0.022463292,0.115646941,0.022115533,0.130346025,0.013768225,0,0,0,0,0,0,0.24680146,0.026625626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
