,FNDDS_food_code,FNDDS_food_code_descr,food_item_cluster,rep_food,food_grp,dga_subgrp,dga_subgrp_new,prop_dga_subgrp,prop_food_subgrp,FPED,FPED_CF
291,72128210,"Turnip greens, cooked, NS as to form, fat not added in cooking",Turnip Greens,"Turnip greens, cooked, boiled, without salt",veg,green,veg_exc_sta,0.013333333,0.075,0.63,1.587301587
22,25110140,"Beef liver, fried",Liver,"Beef, liver, pan-fried",protein,meat,,0.005178792,,3.5,0.285714286
23,21102130,"Beef steak, fried, lean only eaten","Beef, ground","Ground beef, 95% lean, patty, pan-broiled",protein,meat,,0.2675709,,3.5,0.285714286
24,21401120,"BEEF, ROAST, ROASTED, LEAN ONLY",Beef,"Beef, round, eye of round, separable lean only, roasted",protein,meat,,0.27053021,,3.45,0.307255072
119,25210610,"Frankfurter or hot dog, beef, lowfat","Luncheon meats, beef","Frankfurter, beef, low fat",protein,meat,,0.106781751,,3.12,0.435212821
130,25230230,"Ham, sliced, ex lean,prepkgd/deli, lunch meat","Luncheon meats, pork","Ham, sliced, extra lean",protein,meat,,0.12946979,,3.53,0.283286119
131,22311020,"Ham, smoked or cured, cooked, lean only eaten","Pork, cured","Pork, cured, ham, whole, separable lean only, roasted",protein,meat,,0.078668311,,3.53,0.283286119
137,23120120,"Lamb, roast, ckd, lean only eaten",Lamb,"Lamb, domestic, leg, separable lean only, choice, roasted",protein,meat,,0.006905055,,3.48,0.295556322
234,22201120,"PORK STEAK OR CUTLET, BROILED OR BAKED, LEAN ONLY","Pork, fresh","Pork, fresh, sirloin chops, boneless, lean, broiled",protein,meat,,0.118618989,,3.42,0.314997661
289,25221860,"Turkey sausage, reduced fat, brown and serve, cooked",Sausage,"Turkey sausage, reduced fat, brown and serve, cooked",protein,meat,,0.011097411,,3.49,0.297832951
296,23321200,"Venison/deer steak, ckd, method NS",Game meat,"Deer, loin, lean only, steak, brld",protein,meat,,0.005178792,,3.48,0.289956322
1,42101210,"Almonds, dry roasted, without salt",Almonds,"Almonds, dry roasted, without salt",protein,nuts,,0.157792836,,7.05,0.141843972
49,42104200,"Cashew nuts, dry roasted",Cashew nuts,"Cashew nuts, dry roasted, without salt",protein,nuts,,0.057115198,,7.05,0.141843972
78,42105000,"Chestnuts, roasted",Chestnuts,"Chestnuts, European, roasted",protein,nuts,,0.001936108,,7.05,0.141843972
113,42107000,"Filberts, hazelnuts",Filberts/hazelnuts,Hazelnuts or filberts,protein,nuts,,0.001936108,,7.05,0.141843972
115,43104000,Flax seeds,Flax seeds,Flaxseed,protein,nuts,,0.009680542,,7.05,0.141843972
177,42110200,"Mixed nuts, dry roasted",Mixed nuts,"Mixed nuts, dry roasted, with peanuts, without salt",protein,nuts,,0.103581801,,7.05,0.141843972
204,42202000,Peanut butter,Peanut butter,"Peanut butter, smooth style, with salt",protein,nuts,,0.256534366,,6.25,0.16
206,42111200,"Peanuts, dry roasted, without salt",Peanuts,"Peanuts, all types, dry-roasted, without salt",protein,nuts,,0.247821878,,7.05,0.141843972
212,42112000,Pecans,Pecans,Pecans,protein,nuts,,0.016456922,,7.05,0.141843972
221,42113000,Pine nuts (Pignolias),Pine nuts,"Pine nuts, dried",protein,nuts,,0.003872217,,7.05,0.141843972
226,42114130,Pistachio nuts,Pistachio nuts,"Pistachio nuts, dry roasted, without salt",protein,nuts,,0.027105518,,7.05,0.141843972
238,43101150,"Pumpkin and/or squash seeds, hulled, roasted, without salt",Pumpkin/squash seed kernels,"Pumpkin and squash seed kernels,roasted, without salt",protein,nuts,,0.010648596,,7.05,0.141843972
255,43103000,Sesame seeds,Sesame seeds,"Sesame seed kernels, toasted, without salt (decorticated)",protein,nuts,,0.005808325,,7.05,0.141843972
275,43102200,"Sunflower seeds, hulled dry roasted",Sunflower seeds,"Sunflower seed kernels, dry roasted, without salt",protein,nuts,,0.046466602,,7.05,0.141843972
297,42116000,Walnuts,Walnuts,"Walnuts, English",protein,nuts,,0.053242982,,7.05,0.141843972
45,82105750,NA,Canola oil,"Oil, canola",oils,oils,,0.22,,100,0.01
88,82102000,NA,Corn oil,"Oil, corn, industrial and retail, all purpose salad or cooking",oils,oils,,0.1,,100,0.01
92,82103000,NA,Cottonseed oil,"Oil, cottonseed, salad or cooking",oils,oils,,0.04,,100,0.01
188,82104000,NA,Olive oil,"Oil, olive, salad or cooking",oils,oils,,0.04,,100,0.01
205,82105000,NA,Peanut oil,"Oil, peanut, salad or cooking",oils,oils,,0.01,,100,0.01
263,82108000,NA,Unhydrogenated soy oil,"Oil, soybean, salad or cooking",oils,oils,,0.53,,100,0.01
274,82108500,NA,Sunflower oil,"Oil, sunflower, linoleic (approx. 65%)",oils,oils,,0.03,,100,0.01
293,81104510,NA,Margarine (1/2 total),"Margarine-like, veg. oil spread, 60% fat, tub, with salt, without vit. D",oils,oils,,0.03,,100,0.01
12,75201011,"Artichoke, globe (French), cooked, from fresh, fat not added in cooking",Artichoke,"Artichokes, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.002754821,0.361,0.57,1.754385965
13,75202011,"Asparagus, cooked, from fresh, fat not added in cooking",Asparagus,"Asparagus, cooked, boiled, drained",veg,other,veg_exc_sta,0.011019284,0.361,0.56,1.785714286
14,63105010,"Avocado, raw",Avocado,"Avocados, raw, all commercial varieties",veg,other,veg_exc_sta,0.03030303,0.361,0.69,1.449275362
16,75203000,"Bamboo shoots, cooked, fat not added in cooking",Bamboo Shoots,"Bamboo shoots, cooked, drained, without salt",veg,other,veg_exc_sta,0.008264463,0.361,0.67,1.492537313
19,75207011,"Bean sprouts, cooked, from fresh, fat not added in cooking","Mungbeans Sprt, ckd and raw (Incl. alfalfa and buckwheat sprouts)","Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.013774105,0.361,0.8,1.25
21,75205021,"Beans, string, green, cooked, from fresh, fat not added in cooking","Green Beans, ckd and raw (Incl. snap and yellow beans)","Beans, snap, green, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.104683196,0.361,0.8,1.25
25,75208011,"Beets, cooked, from fresh, fat not added in cooking",Beets,"Beets, cooked, boiled, drained",veg,other,veg_exc_sta,0.005509642,0.361,0.59,1.694915254
38,75209011,"Brussels sprouts, cooked, from fresh, fat not added in cooking",Brussels Sprouts,"Brussels sprouts, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.005509642,0.361,0.65,1.538461538
41,75211020,"Cabbage, green, cooked, fat not added in cooking","Green Cabbage, cooked","Cabbage, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.019283747,0.361,0.67,1.492537313
42,75103000,"Cabbage, green, raw","Green Cabbage, raw and ckd (Incl. savoy cabbage; swt pot., squash, & pumpkin leaves)","Cabbage, raw",veg,other,veg_exc_sta,0.024793388,0.361,1.11,0.900900901
43,75105000,"Cabbage, red, raw",Red Cabbage (Incl. radicchio),"Cabbage, red, raw",veg,other,veg_exc_sta,0.002754821,0.361,1.11,0.900900901
44,75213110,"Cactus, cooked, fat not added in cooking",Cactus (Nopales),"Nopales, cooked, without salt",veg,other,veg_exc_sta,0.002754821,0.361,0.67,1.492537313
52,75214011,"Cauliflower, cooked, from fresh, fat not added in cooking",Cauliflower (Incl. broccoflower),"Cauliflower, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.013774105,0.361,0.8,1.25
53,75215010,"Celery, cooked, fat not added in cooking","Celery, cooked","Celery, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.033057851,0.361,0.67,1.492537313
54,75109000,"Celery, raw","Celery, raw","Celery, raw",veg,other,veg_exc_sta,0.024793388,0.361,0.83,1.204819277
103,75503110,"Cucumber pickles, dill, reduced salt",Cucumber Pickles (Incl. relish and capers),"Pickles, cucumber, dill, low sodium",veg,other,veg_exc_sta,0.035812672,0.361,0.65,1.538461538
104,75111000,"Cucumber, raw","Cucumber (Incl. flowers of sesbania, squash, lily, pumpkin)","Cucumber, peeled,raw",veg,other,veg_exc_sta,0.063360882,0.361,0.83,1.204819277
107,75217010,"Eggplant, cooked, fat not added in cooking",Eggplant (Incl. hearts of palm),"Eggplant, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.013774105,0.361,1.05,0.952380952
120,75111500,"Garlic, raw",Garlic,"Garlic, raw",veg,other,veg_exc_sta,0.013774105,0.361,0.74,1.351351351
134,75503090,Horseradish,Horseradish (Incl. ginger root),Horseradish,veg,other,veg_exc_sta,0.002754821,0.361,0.4,2.5
143,75113000,"Lettuce, raw","Lettuce (Incl. Iceberg, manoa)","Lettuce, iceberg, raw",veg,other,veg_exc_sta,0.223140496,0.361,0.91,1.098901099
179,75219011,"Mushrooms, cooked, from fresh, fat not added in cooking",Mushrooms (Incl. shiitake),"Mushrooms, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.038567493,0.361,0.65,1.538461538
187,75220011,"Okra, cooked, from fresh, fat not added in cooking",Okra (Incl. horseradish pods),"Okra, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.002754821,0.361,0.63,1.587301587
189,75510020,"Olives, black",Olives,"Olives, ripe, canned (small-extra large)",veg,other,veg_exc_sta,0.011019284,0.361,0.74,1.351351351
190,75221011,"Onions, mature, cooked, from fresh, fat not added in cooking",Unknown other vegetable,"Onions, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.016528926,0.361,0.48,2.083333333
191,75221011,"Onions, mature, cooked, from fresh, fat not added in cooking","Onions, mature, cooked (includes Leeks)","Onions, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.110192837,0.361,0.48,2.083333333
192,75117020,"Onions, mature, raw","Onions, mature, raw","Onions, raw",veg,other,veg_exc_sta,0.049586777,0.361,0.63,1.587301587
193,75117010,"Onions, young green, raw",Spring Onions/Scallions,"Onions, spring or scallions (includes tops and bulb), raw",veg,other,veg_exc_sta,0.013774105,0.361,1,1
213,75122100,"Pepper, sweet, green, raw","Raw Green Peppers (sweet, bell) (Incl. color NS)","Pepper, sweet, green, raw",veg,other,veg_exc_sta,0.019283747,0.361,0.83,1.204819277
214,75226010,"Peppers, green, cooked, fat not added in cooking","Green Peppers, cooked, sweet, bell","Peppers, sweet, green, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.03030303,0.361,0.74,1.351351351
215,75226100,"Peppers, hot, cooked, NS as to form, fat not added in cooking","Chili Pepper, hot, red, ckd and raw (Incl. color NS) RO ","Peppers, hot chili, green, raw",veg,other,veg_exc_sta,0.002754821,0.361,0.74,1.351351351
240,75125000,"Radish, raw",Radishes,"Radish, raw",veg,other,veg_exc_sta,0.002754821,0.361,0.8,1.25
260,75231011,"Snowpea (pea pod), cooked, from fresh, fat not added in cooking","Edible-pod Green Peas, ckd and raw (Incl. snowpeas, fern shoots)","Peas, edible-podded, boiled, drained, without salt",veg,other,veg_exc_sta,0.008264463,0.361,0.63,1.587301587
268,75233011,"Squash, summer, cooked, from fresh, fat not added in cooking","Summer Squash, ckd and raw, yellow and zucchini (Incl. spaghetti squash, chayote, bitter and winter melons)","Squash, summer, all varieties, cooked, boiled, drained,",veg,other,veg_exc_sta,0.027548209,0.361,0.56,1.785714286
282,74101000,"Tomatoes, raw",Tomatillos,"Tomatillos, raw",veg,other,veg_exc_sta,0.005509642,0.361,0.59,1.694915254
292,75234011,"Turnip, cooked, from fresh, fat not added in cooking","Turnips, ckd and raw (Incl. rutabaga, jicama, kohlrabi, celeriac, fennel bulb)","Turnips, cooked, boiled, drained, without salt",veg,other,veg_exc_sta,0.005509642,0.361,0.65,1.538461538
79,25230310,"Chicken or turkey loaf, prepkgd/deli, lunch meat","Luncheon meats, poultry","Chicken roll, light meat",protein,poultry,,0.122247782,,3.53,0.283286119
80,24102020,"Chicken, part NS, rstd, brld, bkd, no skin",Chicken,"Chicken, meat only, roasted",protein,poultry,,0.824515281,,3.5,0.285714286
290,24201320,"Turkey, light & dark mt, rst, no skin",Turkey,"Turkey, meat only, roasted",protein,poultry,,0.053236937,,3.51,0.284900285
47,73102210,"Carrots, cooked, NS as to form, fat not added in cooking","Carrots, cooked","Carrots, cooked, boiled, drained, without salt",veg,red,veg_exc_sta,0.101694915,0.236,0.69,1.449275362
48,73101010,"Carrots, raw","Carrots, raw","Carrots, raw",veg,red,veg_exc_sta,0.076271186,0.236,0.8,1.25
216,75226100,"Peppers, hot, cooked, NS as to form, fat not added in cooking","Chili Pepper, hot, red, (Incl. color NS)","Peppers, hot chili, red, raw",veg,red,veg_exc_sta,0.021186441,0.236,0.74,1.351351351
217,75226050,"Peppers, red, cooked, fat not added in cooking","Red Peppers, sweet, bell (Incl.","Peppers, sweet, red, cooked, boiled, without salt",veg,red,veg_exc_sta,0.008474576,0.236,0.74,1.351351351
239,73201013,"Pumpkin, cooked, from canned, fat not added in cooking",Pumpkin,"Pumpkin, canned, without salt",veg,red,veg_exc_sta,0.004237288,0.236,0.41,2.43902439
269,73303010,"Squash, winter type, baked, no fat or sugar added in cooking",Ckd Winter Squash,"Squash, winter, all varieties, baked, without salt",veg,red,veg_exc_sta,0.008474576,0.236,0.49,2.040816327
276,73403010,"Sweetpotato, baked, peel not eaten, fat not added in cooking",Ckd Sweet Potatoes/orange yams,"Sweet potato, cooked, baked in skin, without salt",veg,red,veg_exc_sta,0.025423729,0.236,0.5,2
280,74301100,Tomato juice,Tomato Juice,"Tomato juice, canned, without salt added",veg,red,veg_exc_sta,0.050847458,0.236,0.41,2.43902439
281,74403120,Tomato puree,"Tomatoes, cooked","Tomatoes, canned, puree, without salt added",veg,red,veg_exc_sta,0.474576271,0.236,0.83,1.204819277
283,74101000,"Tomatoes, raw","Tomatoes, raw","Tomatoes, red, ripe, raw",veg,red,veg_exc_sta,0.228813559,0.236,0.59,1.694915254
15,51180010,BAGEL,Bagels and English Muffins,"Bagels, plain, enriched",grain,refined,,0.041902605,,4.23,0.236406619
26,52101150,"BISCUITS,PLN/BTTRMLK,REFR DOUGH,LO FAT,BKD",Biscuits,"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",grain,refined,,0.020385051,,4.16,0.240384615
31,51107010,"BREAD, FRENCH OR VIENNA",French Bread,"Bread, french or vienna",grain,refined,,0.024915062,,4.06,0.246305419
32,51109100,"BREAD, PITA",Pizza Crust,"Bread, pita, white, enriched",grain,refined,,0.095130238,,4.69,0.213219616
33,51101000,"BREAD, WHITE",Breadings and Stuffings/Dressings,"Bread, white, commercially prepared",grain,refined,,0.045300113,,3.39,0.294985251
34,51101000,"BREAD, WHITE",White Bread,"Bread, white, commercially prepared",grain,refined,,0.130237826,,3.39,0.294985251
87,57135000,"CORN FLAKES, KELLOGG",Refined grain RTE Cereal,"Cereals ready-to-eat, Corn Flakes",grain,refined,,0.021517554,,3,0.333333333
96,54101010,"CRACKER, ANIMAL","Flour-based Desserts (cakes, cookies, etc)","Cookies, animal crackers",grain,refined,,0.088335221,,4.49,0.222717149
97,54101010,"CRACKER, ANIMAL",Snack Bars containing refined grains,"Cookies, animal crackers",grain,refined,,0.002265006,,4.49,0.222717149
118,50010000,"FLOUR, WHITE",Refined Grain as Thickener,"Wheat flour, white, all-purpose, enriched, bleached",grain,refined,,0.005662514,,6.25,0.16
126,56201000," Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat not added in cooking ",Cooked Cereal,"Cereals, corn grits, white, regular and quick, enriched, cooked without salt",grain,refined,,0.003397508,,0.42,2.380952381
198,55101000,"PANCAKES, PLAIN",Quick Breads,"Pancakes, plain, frozen, ready-to-heat",grain,refined,,0.028312571,,1.92,0.520833333
219,53391000,PIE SHELL,Pie and Pastry Crusts,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",grain,refined,,0.019252548,,3,0.333333333
235,54408030,"PRETZELS, HARD, UNSALTED",Pretzels and Crackers,"Pretzels, hard, plain, made with enriched flour, unsalted",grain,refined,,0.046432616,,5.75,0.173913043
246,56205010,"RICE, WHITE, COOKED, REGULAR, FAT NOT ADDED IN COOKING",White Rice,"Rice, white, long-grain, regular, cooked",grain,refined,,0.064552661,,1.2,0.833333333
247,56205010,"RICE, WHITE, COOKED, REGULAR, FAT NOT ADDED IN COOKING",Other Foods Containing Refined Grains,"Rice, white, long-grain, regular, cooked",grain,refined,,0.001132503,,1.2,0.833333333
249,51150000,"ROLL, WHITE, SOFT",White Rolls and Buns,"Rolls, hamburger or hotdog, plain",grain,refined,,0.103057758,,3.25,0.307692308
264,56130010,"SPAGHETTI, COOKED, FAT NOT ADDED IN COOKING",Pasta and noodles,"Spaghetti, cooked, enriched, without salt",grain,refined,,0.110985277,,1.4,0.714285714
284,52215100,"TORTILLA, CORN",Corn Tortilla,"Tortillas, ready-to-bake or -fry, corn",grain,refined,,0.086070215,,3.83,0.261096606
285,52215200,"TORTILLA, FLOUR (WHEAT)",Flour Tortilla,"Tortillas, ready-to-bake or -fry, flour",grain,refined,,0.061155153,,4.53,0.220750552
2,26101180,"ANCHOVY, CANNED",Anchovy,"Anchovy, European, canned in oil, drained",protein,seafood,,0.000967118,,3.51,0.289700285
51,26107160,"Catfish, steamed or poached",Catfish,"Catfish, channel, farmed, cooked, dry heat",protein,seafood,,0.02417795,,3.52,0.286390909
83,26303160,"Clams, steamed or boiled",Clams,"Clams, mixed species, cooked, moist heat",protein,seafood,,0.015473888,,3.49,0.286532951
85,26109160,"Cod, steamed or poached",Cod,"Cod, Pacific, cooked, dry heat",protein,seafood,,0.067698259,,3.53,0.283286119
93,26305160,"Crab, hard shell, steamed",Crab,"Crab, blue, cooked, moist heat",protein,seafood,,0.047388781,,3.5,0.285714286
101,26309160,"Crayfish, boiled or steamed",Crayfish,"Crayfish, mixed species, wild, cooked, moist heat",protein,seafood,,0.00483559,,3.5,0.285714286
102,26111160,"Croaker, steamed or poached",Croaker,"Croaker, Atlantic, raw",protein,seafood,,0.006769826,,3.53,0.283286119
114,26100160,"Fish, NS as to type, steamed",Unknown Fish,"Fish, pollock, Atlantic, cooked, dry heat",protein,seafood,,0.050290135,,3.53,0.283286119
116,26115160,"Flounder, steamed or poached",Flounder,"Flatfish (flounder and sole), cooked, dry heat",protein,seafood,,0.047388781,,3.53,0.283286119
117,26115160,"Flounder, steamed or poached",Halibut,"Halibut, Atlantic and Pacific, cooked, dry heat",protein,seafood,,0.00967118,,3.53,0.283286119
127,26117160,"Haddock, steamed or poached (includes pollock)",Fish sticks,"Fish, pollock, Atlantic, cooked, dry heat",protein,seafood,,0.020309478,,3.53,0.283286119
128,26117160,"Haddock, steamed or poached",Haddock,"Haddock, cooked, dry heat",protein,seafood,,0.012572534,,3.53,0.283286119
129,26117160,"Haddock, steamed or poached (includes pollock)",Restructured fish,"Fish, pollock, Atlantic, cooked, dry heat",protein,seafood,,0.001934236,,3.53,0.283286119
132,26119120,"Herring, baked or broiled",Herring,"Herring, Atlantic, cooked, dry heat",protein,seafood,,0.006769826,,3.31,0.326614804
146,26311160,"Lobster, steamed or boiled",Lobster,"Lobster, northern, cooked, moist heat",protein,seafood,,0.008704062,,3.5,0.285714286
147,26121110,"Mackerel, ckd, method NS",Mackerel,"Mackerel, Atlantic, cooked, dry heat",protein,seafood,,0.000967118,,3.07,0.413032899
180,26313160,"Mussels, steamed or poached",Mussels,"Mussel, blue, cooked, moist heat",protein,seafood,,0.001934236,,3.47,0.288184438
185,26125160,"Ocean perch, steamed or poached",Perch,"Ocean perch, Atlantic, cooked, dry heat",protein,seafood,,0.023210832,,3.53,0.283286119
186,26205160,"Octopus, steamed",Octopus/squid,"Octopus, common, cooked, moist heat",protein,seafood,,0.01450677,,3.47,0.288184438
197,26315130,"Oysters, steamed",Oysters,"Mollusks, oyster, Pacific, cooked, moist heat",protein,seafood,,0.021276596,,3.49,0.286532951
220,26129160,"Pike, steamed or poached",Pike,"Pike, northern, cooked, dry heat",protein,seafood,,0.007736944,,3.53,0.283286119
230,26131160,"Pompano, steamed or poached",Pompano,"Pompano, Florida, cooked, dry heat",protein,seafood,,0.012572534,,3.42,0.322297661
232,26133160,"Porgy, steamed or poached",Porgy,"sheepshead, cooked, dry heat",protein,seafood,,0.003868472,,3.53,0.283286119
233,26133160,"Porgy, steamed or poached",Snapper,"Snapper, mixed species, cooked, dry heat",protein,seafood,,0.007736944,,3.53,0.283286119
251,26137160,"Salmon, steamed or poached",Salmon,"Fish, salmon, Atlantic, farmed, cooked, dry heat",protein,seafood,,0.131528046,,3.53,0.283286119
252,26139180,"Sardines, canned in oil",Sardines,"Sardine, Atlantic, canned in oil, drained with bone",protein,seafood,,0.00483559,,3.44,0.314697674
253,26317130,"Scallops, steamed or boiled",Scallops,"Scallops (bay and sea), cooked, steamed",protein,seafood,,0.008704062,,3.4,0.318317647
254,26141160,"Sea bass, steamed or poached",Sea bass,"Sea bass, mixed species, cooked, dry heat",protein,seafood,,0.008704062,,3.53,0.283286119
259,26319130,"Shrimp, steamed or boiled",Shrimp,"Shrimp, cooked, moist heat",protein,seafood,,0.169245648,,3.49,0.286532951
277,26149160,"Swordfish, steamed or poached",Swordfish,"Swordfish, cooked, dry heat",protein,seafood,,0.003868472,,3.53,0.283286119
279,26158010,"Tilapia, baked or broiled",Tilapia,"Tilapia, cooked, dry heat",protein,seafood,,0.050290135,,3.39,0.294985251
286,26151160,"Trout, steamed or poached",Trout,"Trout, rainbow, farmed, cooked, dry heat",protein,seafood,,0.015473888,,3.53,0.283286119
287,26155190,"Tuna, canned, water pack",Tuna-high Omega 3,"Tuna, white, canned in water, drained solids",protein,seafood,,0.040618956,,3.53,0.283286119
288,26155190,"Tuna, canned, water pack",Tuna-low 0mega3,"Tuna, light, canned in water, drained solids",protein,seafood,,0.137330754,,3.53,0.283286119
307,26157160,"Whiting, steamed or poached",Whiting,"Fish, whiting, mixed species, cooked, dry heat",protein,seafood,,0.010638298,,3.53,0.283286119
261,16122,Soy protein isolate,Processed Soy,Soy protein isolate,protein,soy,,0.805825243,,6.8,0.147058824
262,41420010,"Soybean curd (includes stir fried, soybean cake, bean curd, tofu)",Tofu,"Tofu, firm, prepared with calcium sulfate and magnesium chloride",protein,soy,,0.194174757,,1.6,0.625
20,75204011,"Beans, lima, immature, cooked, from fresh, fat not added in cooking","Lima Beans, immature","Lima beans, immature, cooked, boiled, without salt",veg,starch,veg_sta,0.011152416,0.268,0.59,1.694915254
50,71930100,"Cassava (yuca blanca), cooked, fat not added in cooking","Cassava (Tapioca) (Incl. taro, burdock root, and white yam)","Cassava, raw",veg,starch,veg_sta,0.003717472,0.268,0.77,1.298701299
90,75216211,"Corn, white, cooked, from fresh, fat not added in cooking",Corn (white) (Incl. hominy),"Corn, sweet, white, cooked, boiled, without salt",veg,starch,veg_sta,0.018587361,0.268,0.61,1.639344262
91,75216111,"Corn, yellow, cooked, from fresh, fat not added in cooking","Corn, yellow","Corn, sweet, yellow, cooked, boiled, without salt",veg,starch,veg_sta,0.096654275,0.268,0.61,1.639344262
210,75223011,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat not added in cooking","Ckd Cowpeas, Field Peas, Blackeye Peas (NOT dried) (Incl. pigeon peas)","Cowpeas, immature, cooked, boiled, without salt",veg,starch,veg_sta,0.003717472,0.268,0.59,1.694915254
211,75224021,"Peas, green, cooked, from fresh, fat not added in cooking",Green Peas,"Peas, green, cooked, boiled, without salt",veg,starch,veg_sta,0.05204461,0.268,0.63,1.587301587
248,71905010,"Ripe plantains, boiled",Plantains,"Plantains, cooked",veg,starch,veg_sta,0.011152416,0.268,0.67,1.492537313
298,75235000,Water chestnut,Waterchestnuts (Incl. lotus root),"Waterchestnuts, chinese, canned",veg,starch,veg_sta,0.003717472,0.268,0.63,1.587301587
301,71101110,"White potato, baked, peel eaten, fat not added in cooking","Potatoes, baked","Potatoes, white, flesh and skin, baked",veg,starch,veg_sta,0.130111524,0.268,0.83,1.204819277
302,71103010,"White potato, boiled, without peel, fat not added in cooking","Potatoes, boiled (Incl. breadfruit)","Potatoes, boiled, flesh, cooked without skin or salt",veg,starch,veg_sta,0.24535316,0.268,0.65,1.538461538
303,71103010,"White potato, boiled, without peel, fat not added in cooking",Vegetable starches,Potato Flour,veg,starch,veg_sta,0.003717472,0.268,0.65,1.538461538
304,71201080,"White potato, chips, fat free",Potato Chips/Puffs/Sticks,"Potato chips, fat free, salted",veg,starch,veg_sta,0.17472119,0.268,1.75,0.571428571
305,71401020,"White potato, french fries, from frozen, oven baked",French Fries,"Potatoes, french fried, frozen, without salt, oven heated",veg,starch,veg_sta,0.148698885,0.268,0.65,1.538461538
306,71405020,"White potato, hash brown, from frozen",Home Fries/Hash Browns,"Potatoes, hashed brown, frozen, plain, prepared",veg,starch,veg_sta,0.096654275,0.268,0.65,1.538461538
35,51201010,"Bread, whole wheat, 100%",Whole Wheat Bread,"Bread, whole wheat",grain,whole,,0.307692308,,3.63,0.275482094
55,57123000,Cheerios,Whole Oat RTE cereals,"Cereals ready-to-eat, Cheerios",grain,whole,,0.102564103,,3.26,0.306748466
89,57137000,Corn Puffs,Whole Grain Corn RTE Cereals,"Cereals ready-to-eat, Kix",grain,whole,,0.034188034,,3.05,0.327868852
94,54337050,"Cracker, 100% whole wheat, reduced fat",Snack bars containing whole grains,"Crackers, whole wheat, reduced fat",grain,whole,,0.025641026,,5.76,0.173611111
95,54337050,"Cracker, 100% whole wheat, reduced fat",Whole wheat crackers,"Crackers, whole wheat, reduced fat",grain,whole,,0.051282051,,5.76,0.173611111
178,51202000,"English muffin, whole wheat, 100%",Whole grain bagels & Eng. muffins,"English muffins, whole-wheat",grain,whole,,0.034188034,,3.5,0.285714286
183,56203000,"Oatmeal, ckd, NS as to reg, quick or instant, fat not added in ckg",Oatmeal and other cooked cereals,"Oats, regular and quick and instant, unenriched, ckd with water without salt",grain,whole,,0.128205128,,0.57,1.754385965
184,57602100,"Oats, raw","Whole Grains in other foods, incl desserts","Oats, regular, quick, and instant, unenriched, dry",grain,whole,,0.008547009,,3.53,0.283286119
199,55105200,"Pancakes, whole wheat",Whole wheat quick bread,"Pancakes, whole-wheat, dry mix, incomplete, prepared",grain,whole,,0.017094017,,1.92,0.520833333
231,54403010,"Popcorn, air-popped (no butter or oil)",Popcorn,"Popcorn, air-popped",grain,whole,,0.085470085,,3.53,0.283286119
245,56205110,"Brown rice, ckd, reg., fat not added in ckg",Brown rice,"Brown rice, long-grain, cooked",grain,whole,,0.068376068,,1.22,0.819672131
250,51220000,"Roll, whole wheat, 100%",Whole grain rolls (not sweet),"Rolls, dinner, whole wheat",grain,whole,,0.008547009,,3.5,0.285714286
258,57417000,"Shredded wheat, 100%",Whole Wheat RTE Cereals,"Cereals,RTE, wheat, shredded, plain, sugar and salt free",grain,whole,,0.111111111,,3.53,0.283286119
265,56133000," Spaghetti, cooked, whole wheat, fat not added in cooking",Whole grain pasta,"Spaghetti, whole wheat, cooked",grain,whole,,0.017094017,,1.4,0.714285714
