Age_label,food,mean,se
35-44,fruit_exc_juice_1,0.6368645204717402,Inf
45-54,fruit_exc_juice_1,0.6402524637942131,Inf
55-64,fruit_exc_juice_1,0.6852140145550661,Inf
65-74,fruit_exc_juice_1,0.7973070970508233,Inf
75+,fruit_exc_juice_1,0.9236856320504756,Inf
20-34,fruit_exc_juice_2,NA,NA
35-44,fruit_exc_juice_2,NA,NA
45-54,fruit_exc_juice_2,NA,NA
55-64,fruit_exc_juice_2,NA,NA
65-74,fruit_exc_juice_2,NA,NA
75+,fruit_exc_juice_2,NA,NA
20-34,fruit_exc_juice_grams,92.82589174308103,Inf
35-44,fruit_exc_juice_grams,104.51177451807725,Inf
45-54,fruit_exc_juice_grams,101.50871550290336,Inf
55-64,fruit_exc_juice_grams,105.8364926199534,Inf
65-74,fruit_exc_juice_grams,131.131824666627,Inf
75+,fruit_exc_juice_grams,137.06752996640788,Inf
20-34,fruit_juice,0.226602511983164,Inf
35-44,fruit_juice,0.2123336058133222,Inf
45-54,fruit_juice,0.20859186861164994,Inf
55-64,fruit_juice,0.1778020320477472,Inf
65-74,fruit_juice,0.21658801222859272,Inf
75+,fruit_juice,0.22559775969678547,Inf
20-34,fruit_juice_1,0.22715540116002975,Inf
35-44,fruit_juice_1,0.20080238679667886,Inf
45-54,fruit_juice_1,0.22076859126516155,Inf
55-64,fruit_juice_1,0.1669866338288417,Inf
65-74,fruit_juice_1,0.23460222598979366,Inf
75+,fruit_juice_1,0.22401307811232474,Inf
20-34,fruit_juice_2,NA,NA
35-44,fruit_juice_2,NA,NA
45-54,fruit_juice_2,NA,NA
55-64,fruit_juice_2,NA,NA
65-74,fruit_juice_2,NA,NA
75+,fruit_juice_2,NA,NA
20-34,fruit_juice_grams,56.877230507774165,Inf
35-44,fruit_juice_grams,53.29573505914387,Inf
45-54,fruit_juice_grams,52.356559021524134,Inf
55-64,fruit_juice_grams,44.62831004398455,Inf
65-74,fruit_juice_grams,54.363591069376774,Inf
75+,fruit_juice_grams,56.62503768389315,Inf
20-34,fruit_tot,0.836838038861373,Inf
35-44,fruit_tot,0.8997148505570008,Inf
45-54,fruit_tot,0.876424824269572,Inf
55-64,fruit_tot,0.8746561682874495,Inf
65-74,fruit_tot,1.080892171671971,Inf
75+,fruit_tot,1.130990601162682,Inf
20-34,fruit_tot_1,0.8455513323617014,Inf
35-44,fruit_tot_1,0.8366791201039568,Inf
45-54,fruit_tot_1,0.8604986758065073,Inf
55-64,fruit_tot_1,0.8527686893589163,Inf
65-74,fruit_tot_1,1.033630776584175,Inf
75+,fruit_tot_1,1.1507989672643049,Inf
20-34,fruit_tot_2,NA,NA
35-44,fruit_tot_2,NA,NA
45-54,fruit_tot_2,NA,NA
55-64,fruit_tot_2,NA,NA
65-74,fruit_tot_2,NA,NA
75+,fruit_tot_2,NA,NA
20-34,fruit_tot_grams,149.7031222508552,Inf
35-44,fruit_tot_grams,157.8075095772211,Inf
45-54,fruit_tot_grams,153.8652745244275,Inf
55-64,fruit_tot_grams,150.46480266393795,Inf
65-74,fruit_tot_grams,185.4954157360038,Inf
75+,fruit_tot_grams,193.69256765030102,Inf
20-34,gr_refined,5.676760162828293,Inf
35-44,gr_refined,5.284327428503193,Inf
45-54,gr_refined,5.233605907754831,Inf
55-64,gr_refined,4.977716530790422,Inf
65-74,gr_refined,4.923249550362977,Inf
75+,gr_refined,4.900798595463431,Inf
20-34,gr_refined_1,5.601164726305666,Inf
35-44,gr_refined_1,5.219004815537247,Inf
45-54,gr_refined_1,5.235828343938565,Inf
55-64,gr_refined_1,5.097986750880558,Inf
65-74,gr_refined_1,5.004036592587248,Inf
75+,gr_refined_1,4.980119370617758,Inf
20-34,gr_refined_2,NA,NA
35-44,gr_refined_2,NA,NA
45-54,gr_refined_2,NA,NA
55-64,gr_refined_2,NA,NA
65-74,gr_refined_2,NA,NA
75+,gr_refined_2,NA,NA
20-34,gr_refined_grams,204.36336586181852,Inf
35-44,gr_refined_grams,190.23578742611497,Inf
45-54,gr_refined_grams,188.4098126791739,Inf
55-64,gr_refined_grams,179.19779510845518,Inf
65-74,gr_refined_grams,177.23698381306716,Inf
75+,gr_refined_grams,176.42874943668355,Inf
20-34,gr_tot,6.501368996451762,Inf
35-44,gr_tot,6.0787129033583,Inf
45-54,gr_tot,6.058238218185384,Inf
55-64,gr_tot,5.906878903659689,Inf
65-74,gr_tot,6.052991735303324,Inf
75+,gr_tot,6.111015924443413,Inf
20-34,gr_tot_1,6.382241170534706,Inf
35-44,gr_tot_1,5.96543508215829,Inf
45-54,gr_tot_1,6.026142856753719,Inf
55-64,gr_tot_1,6.016287569942951,Inf
65-74,gr_tot_1,6.091348980392542,Inf
75+,gr_tot_1,6.195229197772765,Inf
20-34,gr_tot_2,NA,NA
35-44,gr_tot_2,NA,NA
45-54,gr_tot_2,NA,NA
55-64,gr_tot_2,NA,NA
65-74,gr_tot_2,NA,NA
75+,gr_tot_2,NA,NA
20-34,gr_tot_grams,246.3026748821229,Inf
35-44,gr_tot_grams,229.6017567059464,Inf
45-54,gr_tot_grams,229.48646612040596,Inf
55-64,gr_tot_grams,225.44535979046157,Inf
65-74,gr_tot_grams,233.52064939026252,Inf
75+,gr_tot_grams,233.734708133779,Inf
20-34,gr_whole,0.8223393925549871,Inf
35-44,gr_whole,0.7718817505849302,Inf
45-54,gr_whole,0.8054245772790595,Inf
55-64,gr_whole,0.9068149937648307,Inf
65-74,gr_whole,1.10360128582736,Inf
75+,gr_whole,1.1236462489626562,Inf
20-34,gr_whole_1,0.794316327962299,Inf
35-44,gr_whole_1,0.7305666986321698,Inf
45-54,gr_whole_1,0.7635991034496329,Inf
55-64,gr_whole_1,0.9129985184238163,Inf
65-74,gr_whole_1,1.070609781529017,Inf
75+,gr_whole_1,1.1271549778702574,Inf
20-34,gr_whole_2,NA,NA
35-44,gr_whole_2,NA,NA
45-54,gr_whole_2,NA,NA
55-64,gr_whole_2,NA,NA
65-74,gr_whole_2,NA,NA
75+,gr_whole_2,NA,NA
20-34,gr_whole_grams,41.93930902030434,Inf
35-44,gr_whole_grams,39.36596927983144,Inf
45-54,gr_whole_grams,41.07665344123203,Inf
55-64,gr_whole_grams,46.24756468200636,Inf
65-74,gr_whole_grams,56.28366557719536,Inf
75+,gr_whole_grams,57.30595869709546,Inf
20-34,leg_tot,0.597467825637752,Inf
35-44,leg_tot,0.6498650130121746,Inf
45-54,leg_tot,0.5936043098866035,Inf
55-64,leg_tot,0.5341188760545597,Inf
65-74,leg_tot,0.5121671831231163,Inf
75+,leg_tot,0.3774715409753353,Inf
20-34,leg_tot_1,0.6221317005809436,Inf
35-44,leg_tot_1,0.5857497162890899,Inf
45-54,leg_tot_1,0.582238534711272,Inf
55-64,leg_tot_1,0.5363327949733447,Inf
65-74,leg_tot_1,0.5353510035308059,Inf
75+,leg_tot_1,0.4328317028522745,Inf
20-34,leg_tot_2,NA,NA
35-44,leg_tot_2,NA,NA
45-54,leg_tot_2,NA,NA
55-64,leg_tot_2,NA,NA
65-74,leg_tot_2,NA,NA
75+,leg_tot_2,NA,NA
20-34,leg_tot_grams,22.106309548596823,Inf
35-44,leg_tot_grams,24.04500548145046,Inf
45-54,leg_tot_grams,21.96335946580433,Inf
55-64,leg_tot_grams,19.76239841401871,Inf
65-74,leg_tot_grams,18.9501857755553,Inf
75+,leg_tot_grams,13.966447016087406,Inf
20-34,oil,27.343922010812864,Inf
35-44,oil,27.573889441155206,Inf
45-54,oil,27.445789916369105,Inf
55-64,oil,28.023714432451175,Inf
65-74,oil,28.08087784785039,Inf
75+,oil,26.879954555380724,Inf
20-34,oil_1,26.90923232216332,Inf
35-44,oil_1,28.03003996094104,Inf
45-54,oil_1,27.078905681909976,Inf
55-64,oil_1,28.00259491064979,Inf
65-74,oil_1,28.089570801713307,Inf
75+,oil_1,27.399932377798905,Inf
20-34,oil_2,NA,NA
35-44,oil_2,NA,NA
45-54,oil_2,NA,NA
55-64,oil_2,NA,NA
65-74,oil_2,NA,NA
75+,oil_2,NA,NA
20-34,pf_animal,5.41163528537931,Inf
35-44,pf_animal,5.566464068431595,Inf
45-54,pf_animal,5.26902874646594,Inf
55-64,pf_animal,5.393000383645633,Inf
65-74,pf_animal,5.392158996806413,Inf
75+,pf_animal,4.793299263235395,Inf
20-34,pf_animal_1,NA,NA
35-44,pf_animal_1,5.439191123962145,Inf
45-54,pf_animal_1,5.140432373834047,Inf
55-64,pf_animal_1,5.178832658805245,Inf
65-74,pf_animal_1,5.234886374841811,Inf
75+,pf_animal_1,4.567644491424184,Inf
20-34,pf_animal_2,NA,NA
35-44,pf_animal_2,NA,NA
45-54,pf_animal_2,NA,NA
55-64,pf_animal_2,NA,NA
65-74,pf_animal_2,NA,NA
75+,pf_animal_2,NA,NA
20-34,pf_egg,0.6084155586423363,Inf
35-44,pf_egg,0.5711626196934442,Inf
45-54,pf_egg,0.5413309308464082,Inf
55-64,pf_egg,0.6110775280634941,Inf
65-74,pf_egg,0.6067904043317932,Inf
75+,pf_egg,0.6706977185515073,Inf
20-34,pf_egg_1,0.6174477485214455,Inf
35-44,pf_egg_1,0.5821834416237254,Inf
45-54,pf_egg_1,0.5349061545860313,Inf
55-64,pf_egg_1,0.5805666699238751,Inf
65-74,pf_egg_1,0.5807289226659792,Inf
75+,pf_egg_1,0.5855469742252384,Inf
20-34,pf_egg_2,NA,NA
35-44,pf_egg_2,NA,NA
45-54,pf_egg_2,NA,NA
55-64,pf_egg_2,NA,NA
65-74,pf_egg_2,NA,NA
75+,pf_egg_2,NA,NA
20-34,pf_egg_grams,30.420777932116813,Inf
35-44,pf_egg_grams,28.558130984672207,Inf
45-54,pf_egg_grams,27.066546542320406,Inf
55-64,pf_egg_grams,30.553876403174705,Inf
65-74,pf_egg_grams,30.339520216589662,Inf
75+,pf_egg_grams,33.53488592757536,Inf
20-34,pf_leg,0.44069908580222317,Inf
35-44,pf_leg,0.5180915752694301,Inf
45-54,pf_leg,0.48528779868319755,Inf
55-64,pf_leg,0.46814226139325327,Inf
65-74,pf_leg,0.45187990532150174,Inf
75+,pf_leg,0.33981823101347053,Inf
20-34,pf_leg_1,0.45624142110649635,Inf
35-44,pf_leg_1,0.46743138452819755,Inf
45-54,pf_leg_1,0.4849133444896771,Inf
55-64,pf_leg_1,0.4638203490532848,Inf
65-74,pf_leg_1,0.46522213204607216,Inf
75+,pf_leg_1,0.38978321581875286,Inf
20-34,pf_leg_2,NA,NA
35-44,pf_leg_2,NA,NA
45-54,pf_leg_2,NA,NA
55-64,pf_leg_2,NA,NA
65-74,pf_leg_2,NA,NA
75+,pf_leg_2,NA,NA
20-34,pf_ns,0.5708559372189209,Inf
35-44,pf_ns,0.724285011542835,Inf
45-54,pf_ns,0.7518968236272502,Inf
55-64,pf_ns,0.8869352913208018,Inf
65-74,pf_ns,0.9515008897040593,Inf
75+,pf_ns,0.7564645460486589,Inf
20-34,pf_ns_1,0.5663667386515632,Inf
35-44,pf_ns_1,0.8106464980280234,Inf
45-54,pf_ns_1,0.6867221957481567,Inf
55-64,pf_ns_1,0.8393343067363976,Inf
65-74,pf_ns_1,0.9538720152479929,Inf
75+,pf_ns_1,0.7952062275898549,Inf
20-34,pf_ns_2,NA,NA
35-44,pf_ns_2,NA,NA
45-54,pf_ns_2,NA,NA
55-64,pf_ns_2,NA,NA
65-74,pf_ns_2,NA,NA
75+,pf_ns_2,NA,NA
20-34,pf_ns_grams,8.562839058283814,Inf
35-44,pf_ns_grams,10.864275173142525,Inf
45-54,pf_ns_grams,11.278452354408753,Inf
55-64,pf_ns_grams,13.304029369812028,Inf
65-74,pf_ns_grams,14.27251334556089,Inf
75+,pf_ns_grams,11.346968190729882,Inf
20-34,pf_plant,1.1643625320253883,Inf
35-44,pf_plant,1.379010717520209,Inf
45-54,pf_plant,1.3422871846568283,Inf
55-64,pf_plant,1.4234173133568957,Inf
65-74,pf_plant,1.4750694920237257,Inf
75+,pf_plant,1.1419470321442917,Inf
20-34,pf_plant_1,1.178277511779092,Inf
35-44,pf_plant_1,1.4007637396158898,Inf
45-54,pf_plant_1,1.2614745119689208,Inf
55-64,pf_plant_1,1.3724436178165795,Inf
65-74,pf_plant_1,1.5011282958261642,Inf
75+,pf_plant_1,1.2338200708491267,Inf
20-34,pf_plant_2,NA,NA
35-44,pf_plant_2,NA,NA
45-54,pf_plant_2,NA,NA
55-64,pf_plant_2,NA,NA
65-74,pf_plant_2,NA,NA
75+,pf_plant_2,NA,NA
20-34,pf_pm,0.9047065796673731,Inf
35-44,pf_pm,0.9979977400988675,Inf
45-54,pf_pm,0.8792057782688838,Inf
55-64,pf_pm,0.9315756626033657,Inf
65-74,pf_pm,0.9751938099703471,Inf
75+,pf_pm,0.9274365370290232,Inf
20-34,pf_pm_1,0.9246175178918146,Inf
35-44,pf_pm_1,1.0199076354889653,Inf
45-54,pf_pm_1,0.8523407050561963,Inf
55-64,pf_pm_1,0.8831541197349152,Inf
65-74,pf_pm_1,1.012515850697603,Inf
75+,pf_pm_1,0.9188778279289227,Inf
20-34,pf_pm_2,NA,NA
35-44,pf_pm_2,NA,NA
45-54,pf_pm_2,NA,NA
55-64,pf_pm_2,NA,NA
65-74,pf_pm_2,NA,NA
75+,pf_pm_2,NA,NA
20-34,pf_poultry,1.8712270151042196,Inf
35-44,pf_poultry,1.7543788427543863,Inf
45-54,pf_poultry,1.5790117221240936,Inf
55-64,pf_poultry,1.3687271328611341,Inf
65-74,pf_poultry,1.3322688321874578,Inf
75+,pf_poultry,1.1146242806173932,Inf
20-34,pf_poultry_1,1.8036302352010123,Inf
35-44,pf_poultry_1,1.693345287412499,Inf
45-54,pf_poultry_1,1.5430346681942544,Inf
55-64,pf_poultry_1,1.3429101536355657,Inf
65-74,pf_poultry_1,1.2143655461384852,Inf
75+,pf_poultry_1,1.0061822221191534,Inf
20-34,pf_poultry_2,NA,NA
35-44,pf_poultry_2,NA,NA
45-54,pf_poultry_2,NA,NA
55-64,pf_poultry_2,NA,NA
65-74,pf_poultry_2,NA,NA
75+,pf_poultry_2,NA,NA
20-34,pf_poultry_tot,2.158061323749507,Inf
35-44,pf_poultry_tot,2.07567367971846,Inf
45-54,pf_poultry_tot,1.8040306795080023,Inf
55-64,pf_poultry_tot,1.5626727604210298,Inf
65-74,pf_poultry_tot,1.5987728443623968,Inf
75+,pf_poultry_tot,1.2672956292186275,Inf
20-34,pf_poultry_tot_1,NA,NA
35-44,pf_poultry_tot_1,2.0305174375952197,Inf
45-54,pf_poultry_tot_1,1.7594731411077396,Inf
55-64,pf_poultry_tot_1,1.5163965537406199,Inf
65-74,pf_poultry_tot_1,1.5124703825135704,Inf
75+,pf_poultry_tot_1,1.1847113732875356,Inf
20-34,pf_poultry_tot_2,NA,NA
35-44,pf_poultry_tot_2,NA,NA
45-54,pf_poultry_tot_2,NA,NA
55-64,pf_poultry_tot_2,NA,NA
65-74,pf_poultry_tot_2,NA,NA
75+,pf_poultry_tot_2,NA,NA
20-34,pf_poultry_tot_grams,62.58377838873571,Inf
35-44,pf_poultry_tot_grams,60.19453671183533,Inf
45-54,pf_poultry_tot_grams,52.316889705732066,Inf
55-64,pf_poultry_tot_grams,45.31751005220986,Inf
65-74,pf_poultry_tot_grams,46.3644124865095,Inf
75+,pf_poultry_tot_grams,36.7515732473402,Inf
20-34,pf_redm,1.4222800730541147,Inf
35-44,pf_redm,1.5353766158270494,Inf
45-54,pf_redm,1.5381432835788753,Inf
55-64,pf_redm,1.7025893657137232,Inf
65-74,pf_redm,1.547752396419524,Inf
75+,pf_redm,1.2257599258044944,Inf
20-34,pf_redm_1,1.4764167632393776,Inf
35-44,pf_redm_1,1.5693161727665141,Inf
45-54,pf_redm_1,1.5626017369049254,Inf
55-64,pf_redm_1,1.661835943962799,Inf
65-74,pf_redm_1,1.546206736898651,Inf
75+,pf_redm_1,1.1961990015904702,Inf
20-34,pf_redm_2,NA,NA
35-44,pf_redm_2,NA,NA
45-54,pf_redm_2,NA,NA
55-64,pf_redm_2,NA,NA
65-74,pf_redm_2,NA,NA
75+,pf_redm_2,NA,NA
20-34,pf_redm_tot,2.0395646887328986,Inf
35-44,pf_redm_tot,2.2132812089902307,Inf
45-54,pf_redm_tot,2.211454159786079,Inf
55-64,pf_redm_tot,2.4591034502674236,Inf
65-74,pf_redm_tot,2.3046909180196127,Inf
75+,pf_redm_tot,2.068742176294468,Inf
20-34,pf_redm_tot_1,NA,NA
35-44,pf_redm_tot_1,2.2533885512059344,Inf
45-54,pf_redm_tot_1,2.202580300848052,Inf
55-64,pf_redm_tot_1,2.384720471446929,Inf
65-74,pf_redm_tot_1,2.287102723836527,Inf
75+,pf_redm_tot_1,1.9930132448733942,Inf
20-34,pf_redm_tot_2,NA,NA
35-44,pf_redm_tot_2,NA,NA
45-54,pf_redm_tot_2,NA,NA
55-64,pf_redm_tot_2,NA,NA
65-74,pf_redm_tot_2,NA,NA
75+,pf_redm_tot_2,NA,NA
20-34,pf_redm_tot_grams,63.22650535071986,Inf
35-44,pf_redm_tot_grams,68.61171747869716,Inf
45-54,pf_redm_tot_grams,68.55507895336845,Inf
55-64,pf_redm_tot_grams,76.23220695829012,Inf
65-74,pf_redm_tot_grams,71.44541845860799,Inf
75+,pf_redm_tot_grams,64.1310074651285,Inf
20-34,pf_seafood,0.5426035615051022,Inf
35-44,pf_seafood,0.610700980470211,Inf
45-54,pf_seafood,0.6073323087741017,Inf
55-64,pf_seafood,0.7003550535163746,Inf
65-74,pf_seafood,0.6744412403678647,Inf
75+,pf_seafood,0.5593043239206573,Inf
20-34,pf_seafood_1,0.5177862222061965,Inf
35-44,pf_seafood_1,0.5690376103060162,Inf
45-54,pf_seafood_1,0.6002541115338467,Inf
55-64,pf_seafood_1,0.7055197778235237,Inf
65-74,pf_seafood_1,0.6728104856191464,Inf
75+,pf_seafood_1,0.6112175694001459,Inf
20-34,pf_seafood_2,NA,NA
35-44,pf_seafood_2,NA,NA
45-54,pf_seafood_2,NA,NA
55-64,pf_seafood_2,NA,NA
65-74,pf_seafood_2,NA,NA
75+,pf_seafood_2,NA,NA
20-34,pf_seafood_grams,15.735503283647965,Inf
35-44,pf_seafood_grams,17.71032843363612,Inf
45-54,pf_seafood_grams,17.61263695444895,Inf
55-64,pf_seafood_grams,20.310296551974865,Inf
65-74,pf_seafood_grams,19.558795970668076,Inf
75+,pf_seafood_grams,16.21982539369906,Inf
20-34,pf_soy,0.15045116385117574,Inf
35-44,pf_soy,0.12499455059248137,Inf
45-54,pf_soy,0.10338144748381982,Inf
55-64,pf_soy,0.05955425270485895,Inf
65-74,pf_soy,0.05804438588135096,Inf
75+,pf_soy,0.038975730986353936,Inf
20-34,pf_soy_1,0.15982452310273676,Inf
35-44,pf_soy_1,0.11347082295140934,Inf
45-54,pf_soy_1,0.09419344820610892,Inf
55-64,pf_soy_1,0.0634066048290038,Inf
65-74,pf_soy_1,0.06779676433335163,Inf
75+,pf_soy_1,0.04383112214383892,Inf
20-34,pf_soy_2,NA,NA
35-44,pf_soy_2,NA,NA
45-54,pf_soy_2,NA,NA
55-64,pf_soy_2,NA,NA
65-74,pf_soy_2,NA,NA
75+,pf_soy_2,NA,NA
20-34,pf_tot,6.6056075172900455,Inf
35-44,pf_tot,6.983159977490711,Inf
45-54,pf_tot,6.665300198273945,Inf
55-64,pf_tot,6.850893947768096,Inf
65-74,pf_tot,6.96117585898647,Inf
75+,pf_tot,6.050253102901042,Inf
20-34,pf_tot_1,NA,NA
35-44,pf_tot_1,6.843024967149627,Inf
45-54,pf_tot_1,6.421152538306621,Inf
55-64,pf_tot_1,6.552677827632395,Inf
65-74,pf_tot_1,6.827472153933343,Inf
75+,pf_tot_1,5.904650039270176,Inf
20-34,pf_tot_2,NA,NA
35-44,pf_tot_2,NA,NA
45-54,pf_tot_2,NA,NA
55-64,pf_tot_2,NA,NA
65-74,pf_tot_2,NA,NA
75+,pf_tot_2,NA,NA
20-34,pf_tot_grams,202.635713562101,Inf
35-44,pf_tot_grams,209.9839942634338,Inf
45-54,pf_tot_grams,198.79296397608294,Inf
55-64,pf_tot_grams,205.4803177494803,Inf
65-74,pf_tot_grams,200.9308462534914,Inf
75+,pf_tot_grams,175.9507072405604,Inf
20-34,pufa_energy,8.322189809499044,Inf
35-44,pufa_energy,8.306778192991427,Inf
45-54,pufa_energy,8.307789077170433,Inf
55-64,pufa_energy,8.649787315781118,Inf
65-74,pufa_energy,8.740096672532589,Inf
75+,pufa_energy,8.642813913150045,Inf
20-34,pufa_energy_1,NA,NA
35-44,pufa_energy_1,8.31745624142754,Inf
45-54,pufa_energy_1,8.227823265204801,Inf
55-64,pufa_energy_1,8.642174102134485,Inf
65-74,pufa_energy_1,8.708197080090638,Inf
75+,pufa_energy_1,8.723752937820986,Inf
20-34,pufa_energy_2,NA,NA
35-44,pufa_energy_2,NA,NA
45-54,pufa_energy_2,NA,NA
55-64,pufa_energy_2,NA,NA
65-74,pufa_energy_2,NA,NA
75+,pufa_energy_2,NA,NA
20-34,sat_fat,25.4696804852587,Inf
35-44,sat_fat,25.594228691833028,Inf
45-54,sat_fat,25.495726144426353,Inf
55-64,sat_fat,25.999114052861717,Inf
65-74,sat_fat,26.768290893801527,Inf
75+,sat_fat,27.93246576702563,Inf
20-34,sat_fat_1,25.52779987531402,Inf
35-44,sat_fat_1,25.654537746687986,Inf
45-54,sat_fat_1,25.724002024845422,Inf
55-64,sat_fat_1,25.931658886511208,Inf
65-74,sat_fat_1,26.582773227182482,Inf
75+,sat_fat_1,27.752176416477656,Inf
20-34,sat_fat_2,NA,NA
35-44,sat_fat_2,NA,NA
45-54,sat_fat_2,NA,NA
55-64,sat_fat_2,NA,NA
65-74,sat_fat_2,NA,NA
75+,sat_fat_2,NA,NA
20-34,sea_omega3_fa,0.0778500312479147,Inf
35-44,sea_omega3_fa,0.08815046618266927,Inf
45-54,sea_omega3_fa,0.09026371310478738,Inf
55-64,sea_omega3_fa,0.10433997445073001,Inf
65-74,sea_omega3_fa,0.11591254062701334,Inf
75+,sea_omega3_fa,0.09395633031530726,Inf
20-34,sea_omega3_fa_1,0.07519031306641707,Inf
35-44,sea_omega3_fa_1,0.0849739103808409,Inf
45-54,sea_omega3_fa_1,0.07860794070591019,Inf
55-64,sea_omega3_fa_1,0.10793753453638073,Inf
65-74,sea_omega3_fa_1,0.11493079839585914,Inf
75+,sea_omega3_fa_1,0.09001167089791734,Inf
20-34,sea_omega3_fa_2,NA,NA
35-44,sea_omega3_fa_2,NA,NA
45-54,sea_omega3_fa_2,NA,NA
55-64,sea_omega3_fa_2,NA,NA
65-74,sea_omega3_fa_2,NA,NA
75+,sea_omega3_fa_2,NA,NA
20-34,sfat_energy,11.466291646643198,Inf
