note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
dairy_cow_adj,29,291,1.33,0.07,0.93,0.05,1.26,0.06,1.65,0.08,0.56,,,0.03,,,36
dairy_cow_adj,30,238,0.93,0.06,0.61,0.05,0.86,0.06,1.17,0.07,0.43,,,0.02,,,36
dairy_cow_adj,31,263,1.07,0.07,0.72,0.06,1.00,0.07,1.35,0.08,0.48,,,0.02,,,36
dairy_cow_adj,32,132,1.12,0.14,0.77,0.12,1.05,0.14,1.42,0.16,0.50,,,0.04,,,36
dairy_cow_adj,33,249,1.37,0.07,0.96,0.06,1.30,0.07,1.70,0.09,0.56,,,0.03,,,36
dairy_cow_adj,34,134,0.88,0.06,0.57,0.05,0.82,0.06,1.12,0.08,0.42,,,0.03,,,36
dairy_cow_adj,35,203,1.23,0.06,0.85,0.05,1.16,0.06,1.54,0.07,0.53,,,0.03,,,36
dairy_cow_adj,36,89,1.27,0.13,0.87,0.11,1.20,0.13,1.59,0.15,0.54,,,0.04,,,36
dairy_cow_adj,37,286,1.35,0.07,0.94,0.06,1.29,0.07,1.69,0.08,0.56,,,0.03,,,36
dairy_cow_adj,38,158,1.00,0.07,0.66,0.06,0.93,0.07,1.26,0.09,0.46,,,0.03,,,36
dairy_cow_adj,39,184,1.32,0.09,0.92,0.07,1.25,0.09,1.64,0.11,0.55,,,0.04,,,36
dairy_cow_adj,40,84,1.31,0.11,0.91,0.09,1.25,0.11,1.63,0.13,0.55,,,0.03,,,36
dairy_cow_adj,41,310,1.44,0.05,1.02,0.05,1.37,0.06,1.79,0.07,0.58,,,0.03,,,36
dairy_cow_adj,42,95,0.93,0.08,0.61,0.06,0.87,0.08,1.18,0.09,0.43,,,0.03,,,36
dairy_cow_adj,43,85,1.43,0.07,1.01,0.06,1.35,0.07,1.78,0.09,0.58,,,0.03,,,36
dairy_cow_adj,44,44,1.34,0.14,0.92,0.12,1.27,0.14,1.68,0.17,0.57,,,0.05,,,36
dairy_cow_adj,45,334,1.46,0.08,1.04,0.07,1.39,0.08,1.82,0.09,0.59,,,0.03,,,36
dairy_cow_adj,46,82,1.02,0.09,0.68,0.07,0.96,0.09,1.28,0.11,0.46,,,0.04,,,36
dairy_cow_adj,47,58,1.36,0.15,0.94,0.13,1.30,0.15,1.71,0.18,0.56,,,0.05,,,36
dairy_cow_adj,48,36,0.90,0.15,0.59,0.12,0.85,0.15,1.15,0.17,0.43,,,0.04,,,36
