note,subgroup_new,N,mean,mean_SE,P_25,P_25_SE,median,median_SE,P_75,P_75_SE,StdDev,z_StdDev,z_Sum,StdDev_SE,z_StdDev_SE,z_Sum_SE,No_replicates
pf_poultry_adj,28,136,1.58,0.29,0.98,0.21,1.48,0.28,2.05,0.37,0.79,,,0.13,,,36
pf_poultry_adj,29,291,1.46,0.13,0.92,0.08,1.36,0.12,1.89,0.17,0.73,,,0.08,,,36
pf_poultry_adj,30,238,1.84,0.11,1.17,0.09,1.72,0.11,2.38,0.14,0.90,,,0.06,,,36
pf_poultry_adj,31,263,1.68,0.15,1.06,0.10,1.56,0.14,2.18,0.20,0.83,,,0.09,,,36
pf_poultry_adj,32,132,1.60,0.16,1.00,0.12,1.49,0.16,2.07,0.21,0.79,,,0.08,,,36
pf_poultry_adj,33,249,1.48,0.10,0.93,0.07,1.37,0.09,1.93,0.13,0.74,,,0.06,,,36
pf_poultry_adj,34,134,1.61,0.11,1.00,0.09,1.49,0.10,2.09,0.14,0.81,,,0.06,,,36
pf_poultry_adj,35,203,1.46,0.13,0.91,0.09,1.35,0.13,1.89,0.18,0.74,,,0.07,,,36
pf_poultry_adj,36,89,1.28,0.14,0.78,0.10,1.16,0.14,1.67,0.19,0.65,,,0.07,,,36
pf_poultry_adj,37,286,1.43,0.13,0.88,0.09,1.32,0.13,1.85,0.17,0.72,,,0.07,,,36
pf_poultry_adj,38,158,1.56,0.10,0.97,0.08,1.45,0.11,2.04,0.14,0.78,,,0.06,,,36
pf_poultry_adj,39,184,1.59,0.12,0.99,0.09,1.47,0.12,2.05,0.15,0.79,,,0.05,,,36
pf_poultry_adj,40,84,1.70,0.20,1.08,0.14,1.57,0.20,2.20,0.26,0.83,,,0.10,,,36
pf_poultry_adj,41,310,1.27,0.06,0.79,0.05,1.18,0.06,1.65,0.08,0.65,,,0.04,,,36
pf_poultry_adj,42,95,1.57,0.14,0.98,0.10,1.45,0.14,2.03,0.18,0.77,,,0.07,,,36
pf_poultry_adj,43,85,1.21,0.12,0.75,0.09,1.11,0.12,1.57,0.15,0.63,,,0.05,,,36
pf_poultry_adj,44,44,1.15,0.10,0.70,0.06,1.06,0.09,1.50,0.13,0.61,,,0.07,,,36
pf_poultry_adj,45,334,1.17,0.10,0.72,0.07,1.08,0.10,1.52,0.13,0.60,,,0.06,,,36
pf_poultry_adj,46,82,1.87,0.23,1.18,0.15,1.74,0.22,2.44,0.30,0.91,,,0.12,,,36
pf_poultry_adj,47,58,1.46,0.33,0.92,0.22,1.34,0.32,1.90,0.43,0.74,,,0.15,,,36
pf_poultry_adj,48,36,1.18,0.19,0.73,0.13,1.10,0.18,1.54,0.25,0.61,,,0.09,,,36
