foodcode,Foodgroup
51501020,gr_refined
51501040,gr_refined
51501050,gr_refined
51501080,gr_refined
51502010,gr_refined
51601010,gr_whole
51601020,gr_whole
51601210,gr_whole
51602020,gr_refined
51620000,gr_refined
51620030,gr_refined
51630000,gr_refined
51630100,gr_refined
51630200,gr_refined
51801010,gr_refined
51801020,gr_refined
51805010,gr_refined
51806010,gr_whole
51807000,gr_whole
51808000,gr_whole
51808010,gr_whole
51808050,gr_whole
51808100,gr_whole
52101000,gr_refined
52101030,gr_refined
52101100,gr_refined
52102040,gr_refined
52103000,gr_refined
52104010,gr_refined
52104040,gr_whole
52104100,gr_refined
52104200,gr_refined
52105100,gr_refined
52105200,gr_refined
52201000,gr_refined
52202060,gr_refined
52204000,gr_refined
52206010,gr_refined
52206060,gr_refined
52208010,gr_refined
52208020,gr_refined
52208760,gr_refined
52209010,gr_refined
52215000,gr_refined
52215100,gr_refined
52215200,gr_refined
52215260,gr_whole
52215300,gr_refined
52215350,gr_refined
52220110,gr_refined
52301000,gr_refined
52302010,gr_refined
52302020,gr_refined
52302500,gr_refined
52302600,gr_refined
52303010,gr_whole
52303500,gr_refined
52304000,gr_refined
52304010,gr_refined
52304040,gr_refined
52304100,gr_refined
52304150,gr_refined
52306010,gr_refined
52306500,gr_refined
52306550,gr_refined
52306700,gr_refined
52311010,gr_refined
52401000,gr_refined
52403000,gr_refined
52404060,gr_refined
52405010,gr_refined
52407000,gr_refined
52408000,gr_refined
53100100,gr_refined
53101100,gr_refined
53101200,gr_refined
53101250,gr_refined
53102100,gr_refined
53102200,gr_refined
53102600,gr_refined
53102700,gr_refined
53102800,gr_refined
53103000,gr_refined
53104100,gr_refined
53104260,gr_refined
53104400,gr_refined
53104500,gr_refined
53104550,gr_refined
53104600,gr_refined
53105270,gr_refined
53105275,gr_refined
53105300,gr_refined
53106500,gr_refined
53108200,gr_refined
53109200,gr_refined
53109220,gr_refined
53110000,gr_refined
53111000,gr_refined
53112000,gr_refined
53112100,gr_refined
53114000,gr_refined
53114100,gr_refined
53115100,gr_refined
53115200,gr_refined
53115310,gr_refined
53115320,gr_refined
53115410,gr_refined
53115450,gr_refined
53116000,gr_refined
53116020,gr_refined
53116270,gr_refined
53116500,gr_refined
53116510,gr_refined
53116570,gr_refined
53116600,gr_refined
53116650,gr_refined
53117100,gr_refined
53117200,gr_refined
53118100,gr_refined
53118200,gr_refined
53118300,gr_refined
53118410,gr_refined
53118500,gr_refined
53118550,gr_refined
53119000,gr_refined
53120270,gr_refined
53120275,gr_refined
53121270,gr_refined
53121275,gr_refined
53122070,gr_refined
53122080,gr_refined
53123070,gr_refined
53123080,gr_refined
53124110,gr_refined
53200100,gr_refined
53201000,gr_refined
53202000,gr_refined
53203000,gr_refined
53203500,gr_refined
53204000,gr_refined
53204010,gr_refined
53204100,gr_refined
53204840,gr_refined
53204860,gr_refined
53205250,gr_refined
53205260,gr_refined
53206000,gr_refined
53206020,gr_refined
53206030,gr_refined
53206100,gr_refined
53206500,gr_refined
53206550,gr_refined
53207000,gr_refined
53207020,gr_refined
53207050,gr_refined
53208000,gr_refined
53208200,gr_refined
53209005,gr_refined
53209010,gr_refined
53209015,gr_refined
53209020,gr_refined
53209100,gr_refined
53209500,gr_refined
53210000,gr_refined
53210900,gr_refined
53211000,gr_refined
53215500,other
53220000,gr_refined
53220030,gr_refined
53220040,gr_refined
53222010,gr_refined
53222020,gr_refined
53223000,gr_refined
53223100,gr_whole
53224000,gr_refined
53224250,gr_refined
53225000,other
53226000,gr_refined
53226500,gr_refined
53226550,gr_refined
53226600,gr_refined
53228000,other
53230000,gr_refined
53231400,gr_whole
53233000,gr_refined
53233010,gr_refined
53233040,gr_refined
53233050,gr_refined
53233060,gr_refined
53233080,gr_refined
53233100,gr_refined
53234000,gr_refined
53234100,gr_refined
53234250,gr_refined
53235000,gr_refined
53235500,gr_refined
53236000,gr_refined
53236100,gr_refined
53237000,gr_refined
53237010,gr_refined
53238000,gr_refined
53239000,gr_refined
53239010,gr_refined
53239050,gr_refined
53239100,gr_refined
53240000,gr_refined
53240010,gr_refined
53241500,gr_refined
53241510,gr_refined
53241600,gr_refined
53242000,gr_refined
53243000,gr_refined
53243050,gr_refined
53244010,gr_refined
53244020,gr_refined
53246000,gr_refined
53247000,gr_refined
53247050,gr_refined
53247500,gr_refined
53260030,gr_refined
53260200,gr_refined
53260300,gr_refined
53260400,gr_refined
53260500,gr_refined
53260600,gr_refined
53261000,gr_refined
53270100,gr_refined
53300100,gr_refined
53300170,gr_refined
53301000,gr_refined
53301070,gr_refined
53301080,gr_refined
53301500,gr_refined
53303000,gr_refined
53303500,gr_refined
53303570,gr_refined
53304000,gr_refined
53304050,gr_refined
53305000,gr_refined
53305010,gr_refined
53305070,gr_refined
53305700,gr_refined
53305720,gr_refined
53307000,gr_refined
53307050,gr_refined
53307070,gr_refined
53308000,gr_refined
53310000,gr_refined
53310050,gr_refined
53311000,gr_refined
53312000,gr_refined
53313000,gr_refined
53314000,gr_refined
53341000,gr_refined
53341500,gr_refined
53341750,gr_refined
53342000,gr_refined
53343000,gr_refined
53344000,gr_refined
53344070,gr_refined
53344200,gr_refined
53344300,gr_refined
53346000,gr_refined
53346500,gr_refined
53347000,gr_refined
53347070,gr_refined
53347600,gr_refined
53348000,gr_refined
53348070,gr_refined
53360000,gr_refined
53365000,gr_refined
53381000,gr_refined
53381070,gr_refined
53385000,gr_refined
53385500,gr_refined
53386000,gr_refined
53387000,gr_refined
53390000,gr_refined
53391000,gr_refined
53391100,gr_refined
53400200,gr_refined
53410100,gr_refined
53410300,gr_refined
53410500,gr_refined
53410800,gr_refined
53410900,gr_refined
53415100,gr_refined
53415120,gr_refined
53415200,gr_refined
53415220,gr_refined
53420000,gr_refined
53420100,gr_refined
53420200,gr_refined
53420300,gr_refined
53420310,gr_refined
53420400,gr_refined
53430000,gr_refined
53430100,gr_refined
53430200,gr_refined
53430700,gr_refined
53440000,gr_refined
53440300,gr_refined
53440500,gr_refined
53440800,gr_refined
53441110,gr_refined
53441210,gr_refined
53450000,gr_refined
53450300,gr_refined
53450500,gr_refined
53451000,gr_refined
53451500,gr_refined
53452100,gr_refined
53452120,gr_refined
53452130,gr_refined
53452200,gr_refined
53452400,gr_refined
53452420,gr_refined
53452450,gr_refined
53452500,gr_refined
53453150,gr_refined
53453170,gr_refined
53510000,gr_refined
53510100,gr_refined
53511000,gr_refined
53520000,gr_refined
53520100,gr_refined
53520110,gr_refined
53520120,gr_refined
53520130,gr_refined
53520135,gr_refined
53520140,gr_refined
53520160,gr_refined
53520170,gr_refined
53520200,gr_refined
53520510,gr_refined
53520600,gr_refined
53521100,gr_refined
53521110,gr_refined
53521120,gr_refined
53521130,gr_refined
53521140,gr_refined
53521210,gr_refined
53521230,gr_refined
53530000,gr_refined
53530010,gr_refined
53610100,gr_refined
53610170,gr_refined
53610200,gr_refined
53710400,gr_whole
53710500,gr_refined
53710502,gr_refined
53710504,gr_whole
53710600,gr_refined
53710700,gr_refined
53710800,gr_whole
53710802,gr_whole
53710810,gr_refined
53710900,gr_whole
53710902,gr_whole
53710904,gr_whole
53710906,gr_whole
53711000,gr_whole
53711002,gr_whole
53711004,gr_whole
53711006,gr_whole
53711100,gr_whole
53712000,gr_whole
53712100,gr_whole
53712200,gr_whole
53712210,gr_whole
53713010,gr_refined
53713100,gr_whole
53714200,gr_whole
53714210,gr_whole
53714220,gr_refined
53714230,gr_whole
53714250,gr_refined
53714300,gr_whole
53714400,gr_refined
53714500,gr_refined
53714520,gr_refined
53720100,other
53720200,gr_refined
53720210,gr_refined
53720300,gr_refined
53720400,gr_refined
53720500,other
53720600,gr_refined
53720610,gr_whole
53720700,gr_refined
53720800,gr_refined
53729000,gr_refined
53801000,gr_refined
53803050,gr_refined
53803100,gr_whole
53803250,gr_refined
53803300,gr_refined
54001000,gr_refined
54102010,gr_refined
54102015,gr_refined
54102020,gr_refined
54102050,gr_refined
54102060,gr_refined
54102100,gr_refined
54102200,gr_refined
54103000,gr_refined
54200100,gr_refined
54201010,gr_refined
54202020,gr_refined
54204020,gr_refined
54204030,gr_refined
54301010,gr_refined
54301020,gr_refined
54301030,gr_refined
54301100,gr_refined
54304000,gr_refined
54304005,gr_refined
54304020,gr_refined
54304100,gr_refined
54304110,gr_refined
54304150,gr_refined
54305010,gr_whole
54305020,gr_whole
54307000,gr_refined
54308000,gr_refined
54313000,gr_refined
54318000,gr_whole
54318500,gr_whole
54319000,gr_refined
54319005,gr_refined
54319020,gr_whole
54319500,gr_refined
54325000,gr_refined
54325010,gr_refined
54325060,gr_refined
54326000,gr_refined
54328000,gr_refined
54328100,gr_refined
54328105,gr_refined
54328110,gr_refined
54328120,gr_refined
54328200,gr_refined
54328210,gr_refined
54336000,gr_refined
54336100,gr_refined
54337010,gr_refined
54337020,gr_refined
54337030,gr_refined
54337060,gr_refined
54338000,gr_refined
54338010,gr_refined
54338020,gr_refined
54338100,gr_refined
54339000,gr_refined
54340100,gr_whole
54340110,gr_whole
54350000,gr_refined
54350010,gr_refined
54350020,gr_refined
54360000,gr_refined
54401011,gr_whole
54401021,gr_whole
54401026,gr_whole
54401031,gr_whole
54401035,gr_whole
54401055,gr_refined
54401065,gr_refined
54401075,gr_refined
54401081,gr_refined
54401085,gr_refined
54401090,gr_whole
54401110,gr_refined
54401111,gr_refined
54401112,gr_refined
54401121,gr_refined
54401122,gr_refined
54401170,gr_refined
54402080,gr_refined
54402200,gr_refined
54402700,gr_refined
54403001,gr_whole
54403005,gr_whole
54403006,gr_whole
54403010,gr_whole
54403040,gr_whole
54403045,gr_whole
54403046,gr_whole
54403051,gr_whole
54403052,gr_whole
54403053,gr_whole
54403054,gr_whole
54403055,gr_whole
54403056,gr_whole
54403057,gr_whole
54403058,gr_whole
54403059,gr_whole
54403061,gr_whole
54403062,gr_whole
54403080,gr_whole
54403081,gr_whole
54403082,gr_whole
54403083,gr_whole
54403085,gr_whole
54403086,gr_whole
54403087,gr_whole
54403088,gr_whole
54403089,gr_whole
54403091,gr_whole
54403092,gr_whole
54403110,gr_whole
54403120,gr_whole
54403160,gr_whole
54404000,gr_refined
54404010,gr_refined
54404020,gr_refined
54406010,gr_refined
54406200,gr_refined
54408000,gr_refined
54408015,gr_refined
54408016,gr_refined
54408017,gr_refined
54408030,gr_refined
54408035,gr_refined
54408070,gr_refined
54408081,gr_refined
54408082,gr_refined
54408105,gr_refined
54408110,gr_refined
54408190,gr_refined
54408200,gr_refined
54408210,gr_refined
54408250,gr_refined
54408290,gr_refined
54408300,gr_refined
54408310,gr_refined
54408400,gr_refined
54408405,gr_refined
54408410,gr_refined
54408411,gr_refined
54408415,gr_refined
54408416,gr_refined
54408420,gr_refined
54408422,gr_refined
54408430,gr_refined
54408432,gr_refined
54408456,gr_refined
54408470,gr_refined
54408475,gr_refined
54408480,gr_refined
54408485,gr_refined
54408487,gr_refined
54420210,gr_whole
54420220,gr_refined
54440010,gr_refined
54440020,gr_whole
55100005,gr_refined
55100010,gr_refined
55100015,gr_refined
55100020,gr_refined
55100025,gr_refined
55100030,gr_refined
55100035,gr_refined
55100040,gr_whole
55100050,gr_refined
55100055,gr_refined
55100060,gr_refined
55100065,gr_whole
55100080,gr_refined
55101000,gr_refined
55101015,gr_refined
55103000,gr_refined
55103020,gr_refined
55103100,gr_refined
55105000,gr_whole
55105100,gr_refined
55105200,gr_whole
55105205,gr_whole
55106000,gr_whole
55200010,gr_refined
55200020,gr_refined
55200030,gr_refined
55200040,gr_refined
55200050,gr_refined
55200060,gr_refined
55200070,gr_refined
55200080,gr_whole
55200090,gr_whole
55200100,gr_refined
55200110,gr_refined
55200120,gr_refined
55200130,gr_whole
55200200,gr_refined
55201000,gr_refined
55203000,gr_refined
55203600,gr_refined
55203700,gr_refined
55204000,gr_refined
55205000,gr_whole
55208000,gr_whole
55211050,gr_refined
55212000,gr_whole
55300010,gr_refined
55300020,gr_refined
55300050,gr_refined
55300055,gr_whole
55300060,gr_whole
55301000,gr_refined
55301015,gr_whole
55301020,gr_whole
55301025,gr_whole
55301030,gr_refined
55301031,gr_refined
55301040,gr_refined
55301048,gr_whole
55301050,gr_refined
55301055,gr_whole
55310100,gr_refined
55401000,gr_refined
55501000,gr_refined
55502000,gr_refined
55610300,gr_refined
55701000,gr_refined
55702000,gr_refined
55702100,gr_refined
55703000,gr_refined
55801000,gr_refined
55801010,gr_refined
56104000,gr_refined
56112000,gr_refined
56113000,gr_whole
56113990,gr_refined
56116000,gr_refined
56116990,leg_tot
56117090,gr_refined
56130000,gr_refined
56132990,gr_whole
56140100,gr_refined
56200300,gr_whole
56200390,gr_refined
56200400,gr_refined
56200490,gr_whole
56200500,gr_whole
56200510,gr_whole
56200990,gr_refined
56201000,gr_refined
56201040,gr_refined
56201050,gr_refined
56201051,gr_refined
56201052,gr_refined
56201055,gr_refined
56201056,gr_refined
56201057,gr_refined
56201090,gr_refined
56201091,gr_refined
56201092,gr_refined
56201210,gr_refined
56201220,gr_refined
56201340,gr_refined
56201342,gr_refined
56201360,gr_refined
56201515,gr_refined
56201516,gr_refined
56201517,gr_refined
56201540,gr_refined
56201550,gr_refined
56201600,gr_refined
56202000,gr_whole
56202100,gr_whole
56202900,gr_whole
56202905,gr_whole
56202910,gr_whole
56202920,gr_whole
56202960,gr_whole
56203000,gr_whole
56203055,gr_whole
56203056,gr_whole
56203057,gr_whole
56203065,gr_whole
56203066,gr_whole
56203067,gr_whole
56203075,gr_whole
56203076,gr_whole
56203077,gr_whole
56203086,gr_whole
56203087,gr_whole
56203096,gr_whole
56203097,gr_whole
56203106,gr_whole
56203125,gr_whole
56203130,gr_whole
56203135,gr_whole
56203150,gr_whole
56203155,gr_whole
56203160,gr_whole
56203175,gr_whole
56203180,gr_whole
56203510,gr_whole
56203550,gr_whole
56203555,gr_whole
56203560,gr_whole
56203600,gr_whole
56203610,gr_whole
56203620,gr_whole
56204000,gr_whole
56204005,gr_whole
56204010,gr_whole
56205000,gr_refined
56205001,gr_refined
56205002,gr_refined
56205004,gr_refined
56205006,gr_refined
56205007,gr_refined
56205008,gr_refined
56205011,gr_whole
56205012,gr_whole
56205014,gr_whole
56205016,gr_whole
56205017,gr_whole
56205018,gr_whole
56205050,gr_refined
56205060,gr_refined
56205070,gr_refined
56205080,gr_refined
56205090,gr_refined
56205092,gr_refined
56205101,gr_refined
56205130,gr_refined
56205150,gr_refined
56205170,gr_refined
56205190,gr_refined
56205205,gr_whole
56205210,gr_whole
56205215,gr_whole
56205230,gr_whole
56205300,gr_refined
56205320,gr_refined
56205330,gr_refined
56205340,gr_whole
56205350,gr_whole
56207005,gr_refined
56207016,gr_refined
56207017,gr_refined
56207022,gr_refined
56207023,gr_refined
56207027,gr_refined
56207030,gr_refined
56207060,gr_refined
56207094,gr_refined
56207095,gr_refined
56207102,gr_refined
56207110,gr_whole
56207120,gr_whole
56207130,gr_whole
56207160,gr_refined
56207200,gr_whole
56207210,gr_whole
56207370,gr_whole
56208500,gr_refined
56208510,gr_refined
56208520,gr_refined
57000100,gr_whole
57100100,gr_whole
57101000,gr_refined
57103000,gr_whole
57103100,gr_whole
57104000,gr_whole
57106050,gr_whole
57106060,gr_whole
57106100,gr_refined
57106250,gr_whole
57106260,gr_whole
57107000,gr_whole
57110000,gr_refined
57117000,gr_refined
57117500,gr_refined
57119000,gr_refined
57120000,gr_refined
57123000,gr_whole
57124030,gr_whole
57124050,gr_whole
57124100,gr_whole
57124200,gr_whole
57124300,gr_whole
57125000,gr_whole
57125010,gr_whole
57125900,gr_whole
57126000,gr_refined
57127000,gr_refined
57128000,gr_whole
57128005,gr_whole
57130000,gr_whole
57132000,gr_whole
57134000,gr_refined
57135000,gr_refined
57137000,gr_whole
57139000,gr_whole
57143000,gr_refined
57143500,gr_whole
57148000,gr_refined
57148500,gr_refined
57151000,gr_refined
57201900,gr_refined
57206700,gr_refined
57206710,gr_whole
57206715,gr_whole
57207000,gr_whole
57208000,gr_whole
57209000,gr_refined
57211000,gr_whole
57213000,gr_whole
57213010,gr_whole
57213850,gr_whole
57214000,gr_whole
57218000,gr_refined
57221700,gr_whole
57221810,gr_whole
57223000,gr_refined
57224000,gr_whole
57227000,gr_whole
57228000,gr_whole
57229000,gr_whole
57229500,gr_whole
57230000,gr_whole
57231000,gr_whole
57231200,gr_whole
57231250,gr_whole
57237100,gr_refined
57237200,gr_whole
57237300,gr_refined
57237900,gr_refined
57238000,gr_refined
57240100,gr_whole
57241000,gr_whole
57241200,gr_whole
57243000,gr_refined
57301500,gr_whole
57301505,gr_whole
57301510,gr_refined
57301511,gr_whole
57301512,gr_whole
57301530,gr_whole
57303100,gr_whole
57303105,gr_whole
57303200,gr_refined
57304100,gr_whole
57305100,gr_whole
57305150,gr_whole
57305160,gr_whole
57305165,gr_whole
57305170,gr_refined
57305174,gr_refined
57305175,gr_refined
57305180,gr_refined
57305200,gr_refined
57305210,gr_refined
57305215,gr_whole
57305300,gr_refined
57305400,gr_whole
57305500,gr_whole
57305600,gr_whole
57306130,gr_refined
57306500,gr_refined
57306700,gr_whole
57306800,gr_refined
57307500,gr_whole
57308190,gr_whole
57308400,gr_whole
57309100,gr_whole
57316300,gr_whole
57316380,gr_whole
57316385,gr_whole
57316450,gr_whole
57316710,gr_refined
57320500,gr_whole
57321900,gr_whole
57326000,gr_refined
57327450,gr_refined
57327500,gr_whole
57329000,gr_refined
57330000,gr_whole
57330010,gr_whole
57331000,gr_whole
57332050,gr_whole
57332100,gr_whole
57335550,gr_whole
57336000,gr_refined
57337000,gr_refined
57339000,gr_refined
57339500,gr_refined
57340000,gr_refined
57341000,gr_whole
57341200,gr_whole
57341300,gr_whole
57344000,gr_refined
57344001,gr_refined
57344005,gr_refined
57344007,gr_whole
57344010,gr_refined
57344015,gr_whole
57344020,gr_refined
57344025,gr_refined
57347000,gr_refined
57348000,gr_refined
57349000,gr_refined
57355000,gr_refined
57401100,gr_whole
57406100,gr_whole
57407100,gr_whole
57407110,gr_whole
57408100,gr_whole
57410000,gr_whole
57411000,gr_whole
57412000,gr_refined
57416000,gr_whole
57416010,gr_refined
57417000,gr_whole
57418000,gr_whole
57601100,gr_refined
57602100,gr_whole
57602500,gr_refined
57801000,gr_refined
57803000,gr_refined
57804000,gr_whole
57805000,gr_refined
57805080,gr_refined
57805090,gr_whole
57806000,gr_whole
57806050,gr_whole
57806100,gr_whole
57806200,gr_whole
57807010,gr_whole
57820000,gr_whole
57820100,gr_refined
57822000,gr_refined
57823000,gr_whole
57824000,gr_refined
57824500,gr_refined
57830100,gr_refined
58100000,gr_refined
58100005,gr_refined
58100010,gr_refined
58100013,gr_refined
58100015,gr_refined
58100017,gr_refined
58100020,gr_refined
58100100,gr_refined
58100120,gr_refined
58100125,gr_refined
58100135,gr_refined
58100140,gr_refined
58100145,gr_refined
58100160,gr_refined
58100165,gr_refined
58100200,gr_refined
58100220,gr_refined
58100235,gr_refined
58100245,gr_refined
58100255,gr_refined
58100260,gr_refined
58100300,gr_refined
58100320,gr_refined
58100325,gr_refined
58100330,gr_refined
58100360,gr_refined
58100370,gr_refined
58100500,gr_refined
58100520,gr_refined
58100525,gr_refined
58100530,gr_refined
58100535,gr_refined
58100620,gr_refined
58100625,gr_refined
58100630,gr_refined
58100635,gr_refined
58100720,gr_refined
58100725,gr_refined
58100800,gr_refined
58100805,gr_refined
58101320,gr_refined
58101323,gr_refined
58101325,gr_refined
58101345,gr_refined
58101347,gr_refined
58101350,gr_refined
58101357,gr_refined
58101450,gr_refined
58101457,gr_refined
58101460,gr_refined
58101520,gr_refined
58101525,gr_refined
58101540,gr_refined
58101555,gr_refined
58101610,gr_refined
58101615,gr_refined
58101620,gr_refined
58101625,gr_refined
58101630,gr_refined
58101635,gr_refined
58101720,gr_refined
58101725,gr_refined
58101730,gr_refined
58101733,gr_refined
58101735,gr_refined
58101745,gr_refined
58101750,gr_refined
58101800,gr_refined
58101820,gr_whole
58101830,gr_whole
58101930,gr_refined
58101935,gr_refined
58101940,gr_refined
58101945,gr_refined
58101950,gr_refined
58101955,gr_refined
58103120,gr_refined
58103130,gr_refined
58103200,other
58103210,other
58103250,gr_refined
58103310,gr_refined
58104090,gr_refined
58104120,gr_refined
58104130,gr_refined
58104150,gr_refined
58104160,gr_refined
58104180,gr_refined
58104190,gr_refined
58104260,gr_refined
58104270,gr_refined
58104280,gr_refined
58104290,gr_refined
58104320,gr_refined
58104340,gr_refined
58104500,gr_refined
58104520,gr_refined
58104530,gr_refined
58104535,gr_refined
58104550,gr_refined
58104710,gr_refined
58104720,gr_refined
58104730,gr_refined
58104740,gr_refined
58104745,gr_refined
58104750,gr_refined
58104760,gr_refined
58104770,gr_refined
58104800,gr_refined
58104820,gr_refined
58104825,gr_refined
58104830,gr_refined
58104835,gr_refined
58104900,gr_refined
58104905,gr_refined
58105000,gr_refined
58105050,gr_refined
58105075,gr_refined
58105100,gr_refined
58105105,gr_refined
58105110,gr_refined
58106200,gr_refined
58106205,gr_refined
58106210,gr_refined
58106220,gr_refined
58106225,gr_refined
58106230,gr_refined
58106233,gr_refined
58106234,gr_whole
58106235,gr_whole
58106236,gr_whole
58106250,gr_refined
58106260,gr_refined
58106300,gr_refined
58106305,gr_refined
58106320,gr_refined
58106325,gr_refined
58106330,gr_refined
58106345,gr_refined
58106347,gr_refined
58106358,gr_refined
58106359,gr_refined
58106360,gr_refined
58106512,gr_refined
58106514,gr_refined
58106516,gr_refined
58106540,gr_refined
58106550,gr_refined
58106555,gr_refined
58106560,gr_refined
58106565,gr_refined
58106570,gr_whole
58106578,gr_whole
58106580,gr_whole
58106602,gr_refined
58106604,gr_refined
58106606,gr_refined
58106610,gr_refined
58106620,gr_refined
58106625,gr_refined
58106630,gr_refined
58106633,gr_refined
58106634,gr_whole
58106635,gr_whole
58106636,gr_whole
58106650,gr_refined
58106655,gr_refined
58106660,gr_refined
58106700,gr_refined
58106702,gr_refined
58106705,gr_refined
58106720,gr_refined
58106725,gr_refined
58106730,gr_refined
58106736,gr_refined
58106737,gr_refined
58106738,gr_refined
58106750,gr_refined
58106755,gr_refined
58106760,gr_refined
58106830,gr_refined
58107050,gr_refined
58107205,gr_refined
58107212,gr_refined
58107222,gr_refined
58107224,gr_refined
58107232,gr_refined
58108000,gr_refined
58108010,gr_refined
58108050,gr_refined
58109015,gr_refined
58109020,gr_refined
58109030,gr_refined
58109040,gr_refined
58109050,gr_refined
58109060,gr_refined
58109100,gr_whole
58109120,gr_whole
58109130,gr_whole
58109140,gr_whole
58109150,gr_whole
58109210,gr_refined
58110110,gr_refined
58110120,gr_refined
58110130,gr_refined
58110170,gr_refined
58110200,gr_refined
58111110,gr_refined
58111120,gr_refined
58111130,gr_refined
58111200,gr_refined
58112510,gr_refined
58116110,gr_refined
58116115,gr_refined
58116120,gr_refined
58116130,gr_refined
58116210,gr_refined
58116310,gr_refined
58117110,gr_refined
58117310,gr_whole
58117410,gr_refined
58117510,gr_refined
58120110,gr_refined
58120120,gr_refined
58121510,gr_refined
58121610,gr_refined
58121620,gr_refined
58122210,gr_refined
58122220,gr_refined
58122320,gr_refined
58122330,gr_refined
58123110,gr_refined
58123120,gr_refined
58124210,gr_refined
58124220,gr_refined
58124230,gr_refined
58124250,gr_refined
58124500,gr_refined
58125110,gr_refined
58125120,gr_refined
58125180,gr_refined
58126000,gr_refined
58126110,gr_refined
58126130,gr_refined
58126150,gr_refined
58126160,gr_refined
58126170,gr_refined
58126180,gr_refined
58126270,gr_refined
58126280,gr_refined
58126290,gr_whole
58126300,gr_refined
58126400,gr_refined
58126410,gr_whole
58127150,gr_refined
58127210,gr_refined
58127270,gr_refined
58127290,gr_refined
58127310,gr_refined
58127330,gr_refined
58127350,gr_refined
58127500,gr_refined
58128000,gr_refined
58128120,gr_refined
58128210,gr_refined
58128220,gr_refined
58128250,gr_refined
58130011,gr_refined
58130013,gr_refined
58130014,gr_refined
58130015,gr_refined
58130016,gr_refined
58130020,gr_refined
58130140,gr_refined
58130150,gr_refined
58130310,gr_refined
58130320,gr_refined
58131110,gr_refined
58131120,gr_refined
58131310,gr_refined
58131320,gr_refined
58131323,gr_refined
58131330,gr_refined
58131510,gr_refined
58131520,gr_refined
58131523,gr_refined
58131535,gr_refined
58131590,gr_refined
58131600,gr_refined
58131610,gr_refined
58133120,gr_refined
58134120,gr_refined
58134130,gr_refined
58134160,gr_refined
58134310,gr_refined
58134610,gr_refined
58134613,gr_refined
58134620,gr_refined
58134640,gr_refined
58134650,gr_refined
58134660,gr_refined
58134680,gr_refined
58134710,gr_refined
58134720,gr_refined
58135110,gr_refined
58135120,gr_refined
58136120,gr_refined
