subgroup,food,ghg_impact_mean,ghg_impact_se,ced_impact_mean,ced_impact_se,price_impact_mean,price_impact_se
1,fruit_juice,0.07803482562258383,0.012804374108311752,0.6030229768609919,0.09114493198932896,0.18753767679870922,0.026914077898208915
2,fruit_juice,0.12139745003546235,0.02488890812151336,0.8912322388532308,0.1691149932539588,0.2282540379870628,0.04134887431583294
3,fruit_juice,0.11018093479717711,0.027164547672712917,0.8799299992850134,0.17596081168061034,0.24695630715861572,0.040596196167799165
4,fruit_juice,0.08300000006267318,0.015311068574253493,0.6326097698945001,0.09628063843095475,0.17911414810724202,0.023231734593209003
5,fruit_juice,0.041440917259875046,0.006582226658334205,0.33516588635802347,0.04779879780786189,0.12313439254003614,0.016426452095868366
6,fruit_juice,0.1090151329534593,0.018720641302947864,0.8040729942030375,0.11925238033577298,0.209608798634571,0.02254567105030102
7,fruit_juice,0.08764903355269626,0.016399708994277184,0.6725296153746808,0.11178444975751092,0.1886165801980034,0.022626993568738603
8,fruit_juice,0.0694082083381105,0.007520062407514817,0.5500149118043184,0.05050092449707673,0.1701125829333252,0.014724038751916295
9,fruit_juice,0.06668219066157714,0.017510037107012388,0.5518547342086397,0.13623570629357065,0.25428416005806853,0.08003110613717689
10,fruit_juice,0.10247675785493061,0.022345287087641306,0.8158447135154269,0.14757062462967796,0.18846345929336025,0.031532952028713396
11,fruit_juice,0.1075562126963231,0.017543877044130473,0.8227265212815899,0.12112535021379044,0.2297470488410619,0.028820273775533454
12,fruit_juice,0.07066169228855511,0.013539039019920387,0.5686328990043733,0.1060495196297421,0.18713485731156837,0.03981668896395271
13,fruit_juice,0.03810740369852956,0.006506413478359178,0.30489415333663655,0.04546561292041225,0.0979096329509998,0.015620362571506162
14,fruit_juice,0.11914646509357711,0.023742608680865255,0.8854541577470942,0.16038272142124607,0.19884957812194645,0.033454737248360684
15,fruit_juice,0.08116421230296672,0.012193467671061994,0.6447072194055309,0.0917951858570731,0.22653664634487797,0.03006510749207235
16,fruit_juice,0.0641489064424914,0.02508758637096237,0.4912753873901042,0.1701139749996746,0.15501745297893435,0.050884426395954654
17,fruit_juice,0.05823776299206868,0.008253394369212878,0.5187848105181344,0.06738250810797644,0.29239452918776454,0.12309320334637003
18,fruit_juice,0.07284325959947022,0.009339423182279679,0.6130043396228136,0.0755799550954871,0.1751016254670668,0.020970460107263868
19,fruit_juice,0.09013199422388855,0.013771864544435896,0.7146083925241575,0.10417849057172347,0.25410097169993207,0.05437830242415351
20,fruit_juice,0.10155625351545836,0.052873795644090456,0.75955157236611,0.3749967043703048,0.20531791289593784,0.08096948053970092
21,fruit_juice,0.05328133664719619,0.01197319734602453,0.4162860870470131,0.0771103311547904,0.11621774563343192,0.016378683901358153
22,fruit_juice,0.10445697454500494,0.04324783141098045,0.7470882226629509,0.2546988310434098,0.1864106889540883,0.048301559227135873
23,fruit_juice,0.09441060067286412,0.013207001974810046,0.7592013423138807,0.10027725443444616,0.2291261537442739,0.04587191701157588
24,fruit_juice,0.06386831398889893,0.021382126622251012,0.4721528972035477,0.14377433727271074,0.1502441240047013,0.041441028109786664
25,fruit_juice,0.04806603345994113,0.007235573423364654,0.4000692667224944,0.057356176367968935,0.20736623785160693,0.07892143681367493
26,fruit_juice,0.10646027364917302,0.02038199852958098,0.8325370691735137,0.13841767506138533,0.24392189143407508,0.044131425530530954
27,fruit_juice,0.11854355655993025,0.02682153335097032,0.8998295230251807,0.16513279353313848,0.27320499161586714,0.04001446993918333
28,fruit_juice,0.07106858026779124,0.025971121934378633,0.6018714515574398,0.22756265297020545,0.1782215085609446,0.060911539881462404
29,fruit_juice,0.054066283824323415,0.010783802488461471,0.4011176648760355,0.06779315204878514,0.11620187428706227,0.01800555079320606
30,fruit_juice,0.0988372107760825,0.021896041456761786,0.7815053528481333,0.15931948810756544,0.20164369295163273,0.03513562345186994
31,fruit_juice,0.08391487711384409,0.008974660026357934,0.6212865281619264,0.06793669247395913,0.21452289563639265,0.027156886497762916
32,fruit_juice,0.01994784784197534,0.006436755798704083,0.20280467119731097,0.06309111224616837,0.07507354835958813,0.023071198350697816
33,fruit_juice,0.07676677648707268,0.009501351327579894,0.6256727000537876,0.06929488230199092,0.2886878484596056,0.06082878100968453
34,fruit_juice,0.10597977678222043,0.01916430170529915,0.798340321035923,0.1318155673198381,0.2132034277836044,0.03254056320615749
35,fruit_juice,0.07599020997578199,0.013742629594641972,0.6076269360254941,0.10598437798521294,0.17280266762323193,0.02388824862167439
36,fruit_juice,0.03142138345514578,0.011840091711744966,0.23409102463109882,0.08276881487343925,0.09559105172764194,0.028841939636694697
37,fruit_juice,0.06396776910377758,0.010916296972531239,0.4804201441044784,0.0778366653929521,0.1319079448312515,0.02000700618318029
38,fruit_juice,0.08170001766228883,0.013338311388293696,0.6131047466451011,0.08435321610107514,0.15655216470962321,0.01893597395612656
39,fruit_juice,0.10731829892284435,0.014621327981059688,0.802942214739219,0.1017230840178374,0.2261570732338219,0.035894350752708186
40,fruit_juice,0.060686060350219714,0.015653610053306222,0.43728619604513363,0.10682530025672075,0.11192273116958487,0.024990968678832905
41,fruit_juice,0.07737090887812058,0.008865320784537372,0.6446410226195797,0.06671532580411597,0.18716919051151293,0.02241338700397102
42,fruit_juice,0.08296156430180805,0.017839326176106122,0.5955504471765232,0.11399580419720798,0.17192912275405456,0.039354248212223004
43,fruit_juice,0.07168774041826931,0.013763718731665701,0.6029943820104131,0.11048221749269796,0.22261622127705202,0.05197908943744363
44,fruit_juice,0.06874477377948847,0.02343401027553221,0.4962471624898799,0.16224535632647627,0.12543340967235336,0.041393600367381565
45,fruit_juice,0.05521143226106654,0.010123747647056485,0.4218224914274569,0.06768890488968188,0.11545904244816813,0.014145948315204824
46,fruit_juice,0.11533608793060947,0.029696590855007803,0.8954030803452732,0.20303082203935877,0.22176820865331837,0.03973625641584486
47,fruit_juice,0.05928469479163686,0.012043404967690003,0.5035231173124101,0.0947883736682149,0.13955446951022857,0.024661115074448105
48,fruit_juice,0.03387902723104943,0.01230514932366387,0.29587792556134973,0.096892110175949675,0.11689382061746402,0.03282641484656823
1,gr_refined,0.1137733601616854,0.006188231782056475,0.6147494990007145,0.03047170994878522,1.7990461961276054,0.10190486975743698
2,gr_refined,0.10124487088543026,0.008684401035161389,0.5488381755738272,0.03900443731386572,1.6777477064572521,0.09802773950353244
3,gr_refined,0.14345032919075792,0.009860252335247071,0.7817711647068161,0.0454652193629522,1.8102995434274551,0.10630129497743335
4,gr_refined,0.17531390744563746,0.012215416779202423,0.8106885823967928,0.04904841064253079,1.6960796966949063,0.1329133258420849
5,gr_refined,0.0683887860900124,0.002903808399839958,0.39560505005618907,0.013140955917539129,1.0011911303844865,0.05935305531405775
6,gr_refined,0.06812315805236219,0.00401653652450221,0.37958790374205814,0.018242277566603324,1.2052039852791996,0.06284611148586973
7,gr_refined,0.087459744584478,0.004957289544534099,0.5141141825138286,0.02717542714937812,1.208632609574922,0.08439947868195606
8,gr_refined,0.12848010525325798,0.00910173765586458,0.5948262296130653,0.03267335291344185,1.2126156382402615,0.126785603051228
9,gr_refined,0.09022663483543852,0.007986579875300943,0.5002402277574631,0.03377817316510773,1.3510600258628411,0.08538436652657508
10,gr_refined,0.10849774642415053,0.01231963337460699,0.5452761477356056,0.0488340295276274,1.5153955444603402,0.07211467242921353
11,gr_refined,0.14209276745427318,0.006796107967608371,0.8059393550994218,0.0408855676181109,1.7678615396911719,0.13862242908464037
12,gr_refined,0.1599403872804305,0.013643259151878773,0.7546935616536341,0.06017388804299953,1.3646103238102416,0.11301219431234968
13,gr_refined,0.0657860521131654,0.005340031356977586,0.41917956643749066,0.050460605186706024,1.002264318372204,0.055384398729847434
14,gr_refined,0.06846609610380615,0.004093526494413003,0.41997536380786316,0.03365978779308722,0.9670236875831582,0.0602353352031829
15,gr_refined,0.08531836819711855,0.00466319208972448,0.5105183174220081,0.028987376836121206,1.0743887821863283,0.07914856451089235
16,gr_refined,0.11677279239625503,0.012420859987901567,0.5530392108491565,0.04760602147550146,0.9310872457915037,0.09606126150923586
17,gr_refined,0.0997998236273254,0.008053557878734168,0.531841879925829,0.03214429370450166,1.4481749152138097,0.10298564123695103
18,gr_refined,0.08885509637907106,0.0066171057901186214,0.4779525374992148,0.027623348996191035,1.1624651018776306,0.06375759617457262
19,gr_refined,0.12683870803452782,0.010531496410293627,0.7155378540923882,0.047684307291077296,1.2670646179193685,0.1145795792117986
20,gr_refined,0.17634504561460432,0.01928338360343951,0.8096043249872187,0.0868244450579208,1.3092441927803165,0.2757254241811385
21,gr_refined,0.05721751691951737,0.004394496925427563,0.3386409233214143,0.021951764269276954,0.8961415082220281,0.060993727577639656
22,gr_refined,0.05966080946129187,0.004105824097380526,0.33804177328770807,0.019209676750051873,1.0126399655811875,0.06364652778630539
23,gr_refined,0.07842327412437414,0.00505245097850701,0.45540594429417847,0.025658339764184895,0.7941820314986738,0.06022820264247651
24,gr_refined,0.10922071170726909,0.012917903968022944,0.5187629469653079,0.051801018409839084,0.7191622693757445,0.07699220737879338
25,gr_refined,0.09904702442474755,0.007241474658715429,0.5384189435129447,0.031012808152718098,1.3327121895790424,0.10241592559062945
26,gr_refined,0.09436140881938428,0.008444393791485599,0.49566643931596993,0.042229276380213294,1.1574676720816621,0.0918706059898497
27,gr_refined,0.126998882409923,0.009078311802232623,0.6997873546132098,0.03054971669562715,1.2908166481918082,0.11058403037447868
28,gr_refined,0.12598870475419252,0.022803927109384323,0.6035462682545678,0.090838677056518,0.8968490065081333,0.07995810440242919
29,gr_refined,0.0474453174332436,0.0035499097676883066,0.289403743244362,0.018410093381517396,0.8185196868952122,0.0617666607201023
30,gr_refined,0.05544278914650434,0.004188857790699659,0.31009576155139473,0.017245342941659213,0.8855687734793559,0.03909423767209471
