subgroup,outcome,risk_factor,RR_unit,logRR,logRR_se,logCI_lower,logCI_upper,conversion_factor,RR_converted,SE_converted,RR_unit_converted
25,HSTK,fruit,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
25,HSTK,fruit_exc_juice,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
25,HSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
25,HSTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
25,IHD,pf_pm,50g/d,0.314758241,0.106775482,NA,NA,30.21,0.1901769292122,0.0645137462244,1 oz eq/day
25,IHD,sat_fat,5%E/d,0.09395154,0.02546482,NA,NA,1,9.395154e-4,2.5464819999999997e-4,1 g/day
25,IHD,sea_omega3_fa,100mg/d,-0.162058173,0.039591768,NA,NA,NA,-0.00162058173,3.9591768e-4,1 mg/day
25,IHD,pufa_rep_carb,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
25,IHD,pufa_rep_sfa,5%E/d,-0.094422037,0.024623118,NA,NA,NA,-0.0188844074,0.0049246236,1%E/day
25,IHD,pufa_rep_carbsfa,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
25,IHD,ssb,8oz/d,0.188862192,0.036183106,NA,NA,NA,0.188862192,0.036183106,1 cup/day
25,IHD,fruit,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
25,IHD,fruit_exc_juice,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
25,IHD,veg_exc_sta,100g/d,-0.049314713,0.01441899,NA,NA,NA,-0.049314713,0.01441899,1 cup/day
25,IHD,pf_ns,1oz/wk,-0.082195964,0.015596909,NA,NA,NA,-0.01174228057142857,0.0022281298571428573,1 oz eq/day
25,IHD,gr_whole,50g/d,-0.034148062,0.014092478,NA,NA,28.35,-0.019361951154,0.007990435026000001,1 oz eq/day
25,ISTK,fruit,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
25,ISTK,fruit_exc_juice,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
25,ISTK,veg_exc_sta,100g/d,-0.184291591,0.057099744,NA,NA,NA,-0.184291591,0.057099744,1 cup/day
25,ISTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
25,Larynx,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
25,Larynx,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
25,LC,fruit,100 g/d,-0.198450939,NA,-0.274436846,-0.116533816,NA,-0.198450939,0.040281385204081636,1 cup/day
25,LC,veg_exc_sta,100/d,-0.083381609,NA,-0.139262067,-0.030459207,NA,-0.083381609,0.02775583163265306,1 cup/day
25,MLPC,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
25,MLPC,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
25,OSTK,fruit,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
25,OSTK,fruit_exc_juice,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
25,OSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
25,OSTK,gr_whole,50g/d,-0.090378791,0.026055126,NA,NA,28.35,-0.051244774497000004,0.014773256442000003,1 oz eq/day
25,SCNC,pf_pm,50g/d,0.1655144,NA,0.009950331,0.3220835,30.21,0.10000380048000002,0.04810991344637756,1 oz eq/day
26,CC,dairy,400g/d,-0.139262067,NA,-0.186329578,-0.105360516,225,-0.0783349126875,0.011618647289540814,1 cup/day
26,CC,pf_pm,50g/d,0.1482,NA,0.07696,0.2311,30.21,0.08954244,0.023758007142857144,1 oz eq/day
26,CC,pf_redm,100g/d,0.1133,NA,0,0.2231,30.21,0.03422793,0.017193497448979595,1 oz eq/day
26,CC,fiber,10g/d,-0.105360516,NA,-0.15082289,-0.061875404,NA,-0.0105360516,0.002269068520408163,1 g/day
26,CC,gr_whole,90g/d,-0.186329578,NA,-0.248461359,-0.116533816,28.35,-0.05869381707000001,0.010601320419642856,1 oz eq/day
26,DIAB,pf_pm,50g/d,0.410866922,0.099479861,NA,NA,30.21,0.24824579427240004,0.0601057320162,1 oz eq/day
26,DIAB,pf_redm,100g/d,0.174212626,0.072580831,NA,NA,30.21,0.05262963431460001,0.0219266690451,1 oz eq/day
26,DIAB,ssb,8oz/d,0.19862678,0.057203744,NA,NA,NA,0.19862678,0.057203744,1 cup/day
26,DIAB,pf_ns,1oz/wk,-0.034291115,0.009611963,NA,NA,NA,-0.0048987307142857135,0.0013731375714285713,1 oz eq/day
26,DIAB,gr_whole,50g/d,-0.129153687,0.029200183,NA,NA,28.35,-0.073230140529,0.016556503761,1 oz eq/day
26,HSTK,fruit,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
26,HSTK,fruit_exc_juice,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
26,HSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
26,HSTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
26,IHD,pf_pm,50g/d,0.314758241,0.106775482,NA,NA,30.21,0.1901769292122,0.0645137462244,1 oz eq/day
26,IHD,sat_fat,5%E/d,0.09395154,0.02546482,NA,NA,1,9.395154e-4,2.5464819999999997e-4,1 g/day
26,IHD,sea_omega3_fa,100mg/d,-0.162058173,0.039591768,NA,NA,NA,-0.00162058173,3.9591768e-4,1 mg/day
26,IHD,pufa_rep_carb,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
26,IHD,pufa_rep_sfa,5%E/d,-0.094422037,0.024623118,NA,NA,NA,-0.0188844074,0.0049246236,1%E/day
26,IHD,pufa_rep_carbsfa,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
26,IHD,ssb,8oz/d,0.188862192,0.036183106,NA,NA,NA,0.188862192,0.036183106,1 cup/day
26,IHD,fruit,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
26,IHD,fruit_exc_juice,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
26,IHD,veg_exc_sta,100g/d,-0.049314713,0.01441899,NA,NA,NA,-0.049314713,0.01441899,1 cup/day
26,IHD,pf_ns,1oz/wk,-0.082195964,0.015596909,NA,NA,NA,-0.01174228057142857,0.0022281298571428573,1 oz eq/day
26,IHD,gr_whole,50g/d,-0.034148062,0.014092478,NA,NA,28.35,-0.019361951154,0.007990435026000001,1 oz eq/day
26,ISTK,fruit,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
26,ISTK,fruit_exc_juice,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
26,ISTK,veg_exc_sta,100g/d,-0.184291591,0.057099744,NA,NA,NA,-0.184291591,0.057099744,1 cup/day
26,ISTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
26,Larynx,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
26,Larynx,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
26,LC,fruit,100 g/d,-0.198450939,NA,-0.274436846,-0.116533816,NA,-0.198450939,0.040281385204081636,1 cup/day
26,LC,veg_exc_sta,100/d,-0.083381609,NA,-0.139262067,-0.030459207,NA,-0.083381609,0.02775583163265306,1 cup/day
26,MLPC,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
26,MLPC,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
26,OSTK,fruit,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
26,OSTK,fruit_exc_juice,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
26,OSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
26,OSTK,gr_whole,50g/d,-0.090378791,0.026055126,NA,NA,28.35,-0.051244774497000004,0.014773256442000003,1 oz eq/day
26,SCNC,pf_pm,50g/d,0.1655144,NA,0.009950331,0.3220835,30.21,0.10000380048000002,0.04810991344637756,1 oz eq/day
27,CC,dairy,400g/d,-0.139262067,NA,-0.186329578,-0.105360516,225,-0.0783349126875,0.011618647289540814,1 cup/day
27,CC,pf_pm,50g/d,0.1482,NA,0.07696,0.2311,30.21,0.08954244,0.023758007142857144,1 oz eq/day
27,CC,pf_redm,100g/d,0.1133,NA,0,0.2231,30.21,0.03422793,0.017193497448979595,1 oz eq/day
27,CC,fiber,10g/d,-0.105360516,NA,-0.15082289,-0.061875404,NA,-0.0105360516,0.002269068520408163,1 g/day
27,CC,gr_whole,90g/d,-0.186329578,NA,-0.248461359,-0.116533816,28.35,-0.05869381707000001,0.010601320419642856,1 oz eq/day
27,DIAB,pf_pm,50g/d,0.410866922,0.099479861,NA,NA,30.21,0.24824579427240004,0.0601057320162,1 oz eq/day
27,DIAB,pf_redm,100g/d,0.174212626,0.072580831,NA,NA,30.21,0.05262963431460001,0.0219266690451,1 oz eq/day
27,DIAB,ssb,8oz/d,0.19862678,0.057203744,NA,NA,NA,0.19862678,0.057203744,1 cup/day
27,DIAB,pf_ns,1oz/wk,-0.034291115,0.009611963,NA,NA,NA,-0.0048987307142857135,0.0013731375714285713,1 oz eq/day
27,DIAB,gr_whole,50g/d,-0.129153687,0.029200183,NA,NA,28.35,-0.073230140529,0.016556503761,1 oz eq/day
27,HSTK,fruit,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
27,HSTK,fruit_exc_juice,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
27,HSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
27,HSTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
27,IHD,pf_pm,50g/d,0.314758241,0.106775482,NA,NA,30.21,0.1901769292122,0.0645137462244,1 oz eq/day
27,IHD,sat_fat,5%E/d,0.09395154,0.02546482,NA,NA,1,9.395154e-4,2.5464819999999997e-4,1 g/day
27,IHD,sea_omega3_fa,100mg/d,-0.162058173,0.039591768,NA,NA,NA,-0.00162058173,3.9591768e-4,1 mg/day
27,IHD,pufa_rep_carb,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
27,IHD,pufa_rep_sfa,5%E/d,-0.094422037,0.024623118,NA,NA,NA,-0.0188844074,0.0049246236,1%E/day
27,IHD,pufa_rep_carbsfa,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
27,IHD,ssb,8oz/d,0.188862192,0.036183106,NA,NA,NA,0.188862192,0.036183106,1 cup/day
27,IHD,fruit,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
27,IHD,fruit_exc_juice,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
27,IHD,veg_exc_sta,100g/d,-0.049314713,0.01441899,NA,NA,NA,-0.049314713,0.01441899,1 cup/day
27,IHD,pf_ns,1oz/wk,-0.082195964,0.015596909,NA,NA,NA,-0.01174228057142857,0.0022281298571428573,1 oz eq/day
27,IHD,gr_whole,50g/d,-0.034148062,0.014092478,NA,NA,28.35,-0.019361951154,0.007990435026000001,1 oz eq/day
27,ISTK,fruit,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
27,ISTK,fruit_exc_juice,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
27,ISTK,veg_exc_sta,100g/d,-0.184291591,0.057099744,NA,NA,NA,-0.184291591,0.057099744,1 cup/day
27,ISTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
27,Larynx,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
27,Larynx,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
27,LC,fruit,100 g/d,-0.198450939,NA,-0.274436846,-0.116533816,NA,-0.198450939,0.040281385204081636,1 cup/day
27,LC,veg_exc_sta,100/d,-0.083381609,NA,-0.139262067,-0.030459207,NA,-0.083381609,0.02775583163265306,1 cup/day
27,MLPC,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
27,MLPC,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
27,OSTK,fruit,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
27,OSTK,fruit_exc_juice,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
27,OSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
27,OSTK,gr_whole,50g/d,-0.090378791,0.026055126,NA,NA,28.35,-0.051244774497000004,0.014773256442000003,1 oz eq/day
27,SCNC,pf_pm,50g/d,0.1655144,NA,0.009950331,0.3220835,30.21,0.10000380048000002,0.04810991344637756,1 oz eq/day
28,CC,dairy,400g/d,-0.139262067,NA,-0.186329578,-0.105360516,225,-0.0783349126875,0.011618647289540814,1 cup/day
28,CC,pf_pm,50g/d,0.1482,NA,0.07696,0.2311,30.21,0.08954244,0.023758007142857144,1 oz eq/day
28,CC,pf_redm,100g/d,0.1133,NA,0,0.2231,30.21,0.03422793,0.017193497448979595,1 oz eq/day
28,CC,fiber,10g/d,-0.105360516,NA,-0.15082289,-0.061875404,NA,-0.0105360516,0.002269068520408163,1 g/day
28,CC,gr_whole,90g/d,-0.186329578,NA,-0.248461359,-0.116533816,28.35,-0.05869381707000001,0.010601320419642856,1 oz eq/day
28,DIAB,pf_pm,50g/d,0.410866922,0.099479861,NA,NA,30.21,0.24824579427240004,0.0601057320162,1 oz eq/day
28,DIAB,pf_redm,100g/d,0.174212626,0.072580831,NA,NA,30.21,0.05262963431460001,0.0219266690451,1 oz eq/day
28,DIAB,ssb,8oz/d,0.19862678,0.057203744,NA,NA,NA,0.19862678,0.057203744,1 cup/day
28,DIAB,pf_ns,1oz/wk,-0.034291115,0.009611963,NA,NA,NA,-0.0048987307142857135,0.0013731375714285713,1 oz eq/day
28,DIAB,gr_whole,50g/d,-0.129153687,0.029200183,NA,NA,28.35,-0.073230140529,0.016556503761,1 oz eq/day
28,HSTK,fruit,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
28,HSTK,fruit_exc_juice,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
28,HSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
28,HSTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
28,IHD,pf_pm,50g/d,0.314758241,0.106775482,NA,NA,30.21,0.1901769292122,0.0645137462244,1 oz eq/day
28,IHD,sat_fat,5%E/d,0.09395154,0.02546482,NA,NA,1,9.395154e-4,2.5464819999999997e-4,1 g/day
28,IHD,sea_omega3_fa,100mg/d,-0.162058173,0.039591768,NA,NA,NA,-0.00162058173,3.9591768e-4,1 mg/day
28,IHD,pufa_rep_carb,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
28,IHD,pufa_rep_sfa,5%E/d,-0.094422037,0.024623118,NA,NA,NA,-0.0188844074,0.0049246236,1%E/day
28,IHD,pufa_rep_carbsfa,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
28,IHD,ssb,8oz/d,0.188862192,0.036183106,NA,NA,NA,0.188862192,0.036183106,1 cup/day
28,IHD,fruit,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
28,IHD,fruit_exc_juice,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
28,IHD,veg_exc_sta,100g/d,-0.049314713,0.01441899,NA,NA,NA,-0.049314713,0.01441899,1 cup/day
28,IHD,pf_ns,1oz/wk,-0.082195964,0.015596909,NA,NA,NA,-0.01174228057142857,0.0022281298571428573,1 oz eq/day
28,IHD,gr_whole,50g/d,-0.034148062,0.014092478,NA,NA,28.35,-0.019361951154,0.007990435026000001,1 oz eq/day
28,ISTK,fruit,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
28,ISTK,fruit_exc_juice,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
28,ISTK,veg_exc_sta,100g/d,-0.184291591,0.057099744,NA,NA,NA,-0.184291591,0.057099744,1 cup/day
28,ISTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
28,Larynx,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
28,Larynx,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
28,LC,fruit,100 g/d,-0.198450939,NA,-0.274436846,-0.116533816,NA,-0.198450939,0.040281385204081636,1 cup/day
28,LC,veg_exc_sta,100/d,-0.083381609,NA,-0.139262067,-0.030459207,NA,-0.083381609,0.02775583163265306,1 cup/day
28,MLPC,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
28,MLPC,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
28,OSTK,fruit,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
28,OSTK,fruit_exc_juice,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
28,OSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
28,OSTK,gr_whole,50g/d,-0.090378791,0.026055126,NA,NA,28.35,-0.051244774497000004,0.014773256442000003,1 oz eq/day
28,SCNC,pf_pm,50g/d,0.1655144,NA,0.009950331,0.3220835,30.21,0.10000380048000002,0.04810991344637756,1 oz eq/day
29,CC,dairy,400g/d,-0.139262067,NA,-0.186329578,-0.105360516,225,-0.0783349126875,0.011618647289540814,1 cup/day
29,CC,pf_pm,50g/d,0.1482,NA,0.07696,0.2311,30.21,0.08954244,0.023758007142857144,1 oz eq/day
29,CC,pf_redm,100g/d,0.1133,NA,0,0.2231,30.21,0.03422793,0.017193497448979595,1 oz eq/day
29,CC,fiber,10g/d,-0.105360516,NA,-0.15082289,-0.061875404,NA,-0.0105360516,0.002269068520408163,1 g/day
29,CC,gr_whole,90g/d,-0.186329578,NA,-0.248461359,-0.116533816,28.35,-0.05869381707000001,0.010601320419642856,1 oz eq/day
29,DIAB,pf_pm,50g/d,0.410866922,0.099479861,NA,NA,30.21,0.24824579427240004,0.0601057320162,1 oz eq/day
29,DIAB,pf_redm,100g/d,0.174212626,0.072580831,NA,NA,30.21,0.05262963431460001,0.0219266690451,1 oz eq/day
29,DIAB,ssb,8oz/d,0.19862678,0.057203744,NA,NA,NA,0.19862678,0.057203744,1 cup/day
29,DIAB,pf_ns,1oz/wk,-0.034291115,0.009611963,NA,NA,NA,-0.0048987307142857135,0.0013731375714285713,1 oz eq/day
29,DIAB,gr_whole,50g/d,-0.129153687,0.029200183,NA,NA,28.35,-0.073230140529,0.016556503761,1 oz eq/day
29,HSTK,fruit,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
29,HSTK,fruit_exc_juice,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
29,HSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
29,HSTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
29,IHD,pf_pm,50g/d,0.314758241,0.106775482,NA,NA,30.21,0.1901769292122,0.0645137462244,1 oz eq/day
29,IHD,sat_fat,5%E/d,0.09395154,0.02546482,NA,NA,1,9.395154e-4,2.5464819999999997e-4,1 g/day
29,IHD,sea_omega3_fa,100mg/d,-0.162058173,0.039591768,NA,NA,NA,-0.00162058173,3.9591768e-4,1 mg/day
29,IHD,pufa_rep_carb,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
29,IHD,pufa_rep_sfa,5%E/d,-0.094422037,0.024623118,NA,NA,NA,-0.0188844074,0.0049246236,1%E/day
29,IHD,pufa_rep_carbsfa,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
29,IHD,ssb,8oz/d,0.188862192,0.036183106,NA,NA,NA,0.188862192,0.036183106,1 cup/day
29,IHD,fruit,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
29,IHD,fruit_exc_juice,100g/d,-0.059286007,0.018306478,NA,NA,NA,-0.059286007,0.018306478,1 cup/day
29,IHD,veg_exc_sta,100g/d,-0.049314713,0.01441899,NA,NA,NA,-0.049314713,0.01441899,1 cup/day
29,IHD,pf_ns,1oz/wk,-0.082195964,0.015596909,NA,NA,NA,-0.01174228057142857,0.0022281298571428573,1 oz eq/day
29,IHD,gr_whole,50g/d,-0.034148062,0.014092478,NA,NA,28.35,-0.019361951154,0.007990435026000001,1 oz eq/day
29,ISTK,fruit,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
29,ISTK,fruit_exc_juice,100g/d,-0.128658672,0.028777903,NA,NA,NA,-0.128658672,0.028777903,1 cup/day
29,ISTK,veg_exc_sta,100g/d,-0.184291591,0.057099744,NA,NA,NA,-0.184291591,0.057099744,1 cup/day
29,ISTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
29,Larynx,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
29,Larynx,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
29,LC,fruit,100 g/d,-0.198450939,NA,-0.274436846,-0.116533816,NA,-0.198450939,0.040281385204081636,1 cup/day
29,LC,veg_exc_sta,100/d,-0.083381609,NA,-0.139262067,-0.030459207,NA,-0.083381609,0.02775583163265306,1 cup/day
29,MLPC,fruit,100 g/d,-0.05129329,NA,-0.09431068,0,NA,-0.05129329,0.02405884693877551,1 cup/day
29,MLPC,veg_exc_sta,100 g/d,-0.09431068,NA,-0.1392621,-0.04082199,NA,-0.09431068,0.025112272959183675,1 cup/day
29,OSTK,fruit,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
29,OSTK,fruit_exc_juice,100g/d,-0.278706378,0.07138828,NA,NA,NA,-0.278706378,0.07138828,1 cup/day
29,OSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
29,OSTK,gr_whole,50g/d,-0.090378791,0.026055126,NA,NA,28.35,-0.051244774497000004,0.014773256442000003,1 oz eq/day
29,SCNC,pf_pm,50g/d,0.1655144,NA,0.009950331,0.3220835,30.21,0.10000380048000002,0.04810991344637756,1 oz eq/day
30,CC,dairy,400g/d,-0.139262067,NA,-0.186329578,-0.105360516,225,-0.0783349126875,0.011618647289540814,1 cup/day
30,CC,pf_pm,50g/d,0.1482,NA,0.07696,0.2311,30.21,0.08954244,0.023758007142857144,1 oz eq/day
30,CC,pf_redm,100g/d,0.1133,NA,0,0.2231,30.21,0.03422793,0.017193497448979595,1 oz eq/day
30,CC,fiber,10g/d,-0.105360516,NA,-0.15082289,-0.061875404,NA,-0.0105360516,0.002269068520408163,1 g/day
30,CC,gr_whole,90g/d,-0.186329578,NA,-0.248461359,-0.116533816,28.35,-0.05869381707000001,0.010601320419642856,1 oz eq/day
30,DIAB,pf_pm,50g/d,0.410866922,0.099479861,NA,NA,30.21,0.24824579427240004,0.0601057320162,1 oz eq/day
30,DIAB,pf_redm,100g/d,0.174212626,0.072580831,NA,NA,30.21,0.05262963431460001,0.0219266690451,1 oz eq/day
30,DIAB,ssb,8oz/d,0.19862678,0.057203744,NA,NA,NA,0.19862678,0.057203744,1 cup/day
30,DIAB,pf_ns,1oz/wk,-0.034291115,0.009611963,NA,NA,NA,-0.0048987307142857135,0.0013731375714285713,1 oz eq/day
30,DIAB,gr_whole,50g/d,-0.129153687,0.029200183,NA,NA,28.35,-0.073230140529,0.016556503761,1 oz eq/day
30,HSTK,fruit,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
30,HSTK,fruit_exc_juice,100g/d,-0.314412414,0.088488946,NA,NA,NA,-0.314412414,0.088488946,1 cup/day
30,HSTK,veg_exc_sta,100g/d,-0.184902592,0.07503879,NA,NA,NA,-0.184902592,0.07503879,1 cup/day
30,HSTK,gr_whole,50g/d,-0.090378791,0.031088026,NA,NA,28.35,-0.051244774497000004,0.017626910742000002,1 oz eq/day
30,IHD,pf_pm,50g/d,0.314758241,0.106775482,NA,NA,30.21,0.1901769292122,0.0645137462244,1 oz eq/day
30,IHD,sat_fat,5%E/d,0.09395154,0.02546482,NA,NA,1,9.395154e-4,2.5464819999999997e-4,1 g/day
30,IHD,sea_omega3_fa,100mg/d,-0.162058173,0.039591768,NA,NA,NA,-0.00162058173,3.9591768e-4,1 mg/day
30,IHD,pufa_rep_carb,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
30,IHD,pufa_rep_sfa,5%E/d,-0.094422037,0.024623118,NA,NA,NA,-0.0188844074,0.0049246236,1%E/day
30,IHD,pufa_rep_carbsfa,5%E/d,-0.104833038,0.026363984,NA,NA,NA,-0.0209666076,0.0052727968,1%E/day
