FCID_Code,FCID_Desc,Foodgroup,FL_Score,Weight_Conversion,FL_Score_Value,FL_Score_Value_grams,FCID_Code_chr
103297000,"Potato, dry (granules/ flakes)",veg_sta,"Flour, potatoes",1,129,1.29e-4,103297000
103298000,"Potato, flour",veg_sta,"Flour, potatoes",1,129,1.29e-4,103298000
103300000,"Potato, tuber, w/o peel",veg_sta,Potatoes,1.33,5,5e-6,103300000
103299000,"Potato, tuber, w/peel",veg_sta,Potatoes,1,5,5e-6,103299000
6000304000,"Poultry, other, fat",sat_fat,"AVERAGE(Meat, chicken; Meat, turkey)",1,314.5,3.145e-4,6000304000
6000302000,"Poultry, other, liver",pf_poultry,"AVERAGE(Meat, chicken; Meat, turkey)",1,314.5,3.145e-4,6000302000
6000301000,"Poultry, other, meat",pf_poultry,"AVERAGE(Meat, chicken; Meat, turkey)",1,314.5,3.145e-4,6000301000
6000303000,"Poultry, other, meat byproducts",pf_poultry,"AVERAGE(Meat, chicken; Meat, turkey)",1,314.5,3.145e-4,6000303000
6000305000,"Poultry, other, skin",pf_poultry,"AVERAGE(Meat, chicken; Meat, turkey)",1,314.5,3.145e-4,6000305000
2404062904,Prickly pear fruit,fruit_exc_juice,"Fruit, fresh nes",1,331,3.31e-4,2404062904
9500306000,"Psyllium, seed",pf_ns,AVERAGE(Sesame seed; Poppy seed; Sunflower seed; Mustard seed),1,1094.25,0.00109425,9500306000
1003307000,Pummelo,fruit_exc_juice,Grapefruit (inc. pomelos),1,44,4.4e-5,1003307000
902308000,Pumpkin,veg_ro,"Pumpkins, squash and gourds",1.43,182,1.82e-4,902308000
902309000,"Pumpkin, seed",pf_ns,"Pumpkins, squash and gourds",3.3333333333333335,182,1.82e-4,902309000
1100310000,Quince,fruit_exc_juice,Quinces,1,285,2.85e-4,1100310000
9500311000,"Quinoa, grain",gr_whole,Quinoa,1,1208,0.001208,9500311000
3900312000,"Rabbit, meat",pf_redm,"Meat, rabbit",1,2247,0.002247,3900312000
401313000,Radicchio,veg_oth,Lettuce and chicory,1.1,111,1.11e-4,401313000
101316000,"Radish, Oriental, roots",veg_oth,"Vegetables, fresh nes",1.27,58,5.8e-5,101316000
200317000,"Radish, Oriental, tops",veg_dg,"Vegetables, fresh nes",1,58,5.8e-5,200317000
101314000,"Radish, roots",veg_oth,"Vegetables, fresh nes",1.11,58,5.8e-5,101314000
402315000,"Radish, tops",veg_dg,"Vegetables, fresh nes",1,58,5.8e-5,402315000
402318000,Rape greens,veg_dg,Cabbages and other brassicas,1,77,7.7e-5,402318000
2001319000,"Rapeseed, oil",oil,Rapeseed,2.6315789473684212,73,7.3e-5,2001319000
1301320000,Raspberry,fruit_exc_juice,Raspberries,1.04,298,2.98e-4,1301320000
1301321000,"Raspberry, juice",fruit_juice,Raspberries,1.3,298,2.98e-4,1301321000
2202322000,Rhubarb,veg_oth,"Vegetables, fresh nes",1.33,58,5.8e-5,2202322000
1500326000,"Rice, bran",gr_whole,"Rice, milled",1,153,1.53e-4,1500326000
1500324000,"Rice, brown",gr_whole,"Rice, husked",1,212,2.12e-4,1500324000
1500325000,"Rice, flour",gr_refined,"Flour, rice",1,1369,0.001369,1500325000
1500323000,"Rice, white",gr_refined,"Rice, milled",1,153,1.53e-4,1500323000
101327000,Rutabaga,veg_oth,"Vegetables, fresh nes",1.18,58,5.8e-5,101327000
1500329000,"Rye, flour",gr_whole,"Flour, rye",1,134,1.34e-4,1500329000
1500328000,"Rye, grain",gr_whole,Rye,1,17,1.7e-5,1500328000
2002330000,"Safflower, oil",oil,AVERAGE(Sesame seed; Poppy seed; Sunflower seed; Mustard seed),3.125,1094.25,0.00109425,2002330000
101331000,"Salsify, roots",veg_oth,Carrots and turnips,1,57,5.7e-5,101331000
200332000,"Salsify, tops",veg_dg,Carrots and turnips,1,57,5.7e-5,200332000
2403333000,"Sapote, Mamey",fruit_exc_juice,"AVERAGE(Mangoes, mangosteens, guavas; Pineapples; Avocados; Papayas)",1,474,4.74e-4,2403333000
1901334000,Savory,veg_oth,"Vegetables, fresh nes",1,58,5.8e-5,1901334000
9500335000,Seaweed,veg_oth,Spinach,1,111,1.11e-4,9500335000
2001337000,"Sesame, oil",oil,Sesame seed,2.3255813953488373,3557,0.003557,2001337000
2001336000,"Sesame, seed",pf_ns,Sesame seed,1,3557,0.003557,2001336000
301338000,"Shallot, bulb",veg_oth,"Onions, dry",1.136,120,1.2e-4,301338000
302338500,"Shallot, fresh leaves",veg_oth,"Leeks, other alliaceous vegetables",1,249,2.49e-4,302338500
3500341000,"Sheep, fat",sat_fat,"Meat, sheep",1,1398,0.001398,3500341000
3500342000,"Sheep, kidney",pf_redm,"Meat, sheep",1,1398,0.001398,3500342000
3500343000,"Sheep, liver",pf_redm,"Meat, sheep",1,1398,0.001398,3500343000
3500339000,"Sheep, meat",pf_redm,"Meat, sheep",1,1398,0.001398,3500339000
3500340000,"Sheep, meat byproducts",pf_redm,"Meat, sheep",1,1398,0.001398,3500340000
1500344000,"Sorghum, grain",gr_whole,Sorghum,1,7,7e-6,1500344000
1500345000,"Sorghum, syrup",added_sugar,Sugar nes,1,1049,0.001049,1500345000
2403346000,Soursop,fruit_exc_juice,"AVERAGE(Mangoes, mangosteens, guavas; Pineapples; Avocados; Papayas)",1.49,474,4.74e-4,2403346000
600348000,"Soybean, flour",leg_tot,Soybeans,1.2658227848101264,48,4.8e-5,600348000
600350000,"Soybean, oil",oil,Soybeans,5.555555555555555,48,4.8e-5,600350000
600347000,"Soybean, seed",leg_tot,Soybeans,1,48,4.8e-5,600347000
600349000,"Soybean, soy milk",dairy,Soybeans,5.88235294117647,48,4.8e-5,600349000
601349500,"Soybean, vegetable",leg_tot,Soybeans,1,48,4.8e-5,601349500
2401351000,Spanish lime,fruit_exc_juice,"AVERAGE(Mangoes, mangosteens, guavas; Pineapples; Avocados; Papayas)",1,474,4.74e-4,2401351000
9500352000,Spearmint,veg_oth,Spinach,1,111,1.11e-4,9500352000
9500353000,"Spearmint, oil",oil,None,0,0,0,9500353000
1902354000,"Spices, other",veg_oth,Spices nes,1,1367,0.001367,1902354000
401355000,Spinach,veg_dg,Spinach,1.39,111,1.11e-4,401355000
902356000,"Squash, summer",veg_oth,"Pumpkins, squash and gourds",1.05,182,1.82e-4,902356000
902357000,"Squash, winter",veg_sta,"Pumpkins, squash and gourds",1.41,182,1.82e-4,902357000
2302358000,Starfruit,fruit_exc_juice,"AVERAGE(Mangoes, mangosteens, guavas; Pineapples; Avocados; Papayas)",1,474,4.74e-4,2302358000
1307359000,Strawberry,fruit_exc_juice,Strawberries,1.06,491,4.91e-4,1307359000
1307360000,"Strawberry, juice",fruit_juice,Strawberries,1.3,491,4.91e-4,1307360000
2403361000,Sugar apple,fruit_exc_juice,"AVERAGE(Mangoes, mangosteens, guavas; Pineapples; Avocados; Papayas)",1,474,4.74e-4,2403361000
9500363000,"Sugarcane, molasses",added_sugar,Sugar refined,1,457,4.57e-4,9500363000
9500362000,"Sugarcane, sugar",added_sugar,Sugar refined,1,457,4.57e-4,9500362000
2002365000,"Sunflower, oil",oil,Sunflower seed,2.4390243902439024,95,9.5e-5,2002365000
2002364000,"Sunflower, seed",pf_ns,Sunflower seed,1,95,9.5e-5,2002364000
103366000,Sweet potato,veg_ro,Sweet potatoes,1.39,16,1.6e-5,103366000
401367000,Swiss chard,veg_dg,"Vegetables, fresh nes",1.09,58,5.8e-5,401367000
2302368000,Tamarind,fruit_exc_juice,"Fruit, fresh nes",2.94,331,3.31e-4,2302368000
1001369000,Tangerine,fruit_exc_juice,"Tangerines, mandarins, clementines, satsumas",1.35,142,1.42e-4,1001369000
1001370000,"Tangerine, juice",fruit_juice,"Juice, tangerine",1,831,8.31e-4,1001370000
103371000,"Tanier, corm",veg_sta,Taro (cocoyam),1,151,1.51e-4,103371000
9500373500,"Teff, flour",gr_whole,"AVERAGE(Flour, wheat; Flour, maize; Flour, buckwheat; Flour, rye; Flour, cereals)",1,105,1.05e-4,9500373500
801374000,Tomatillo,veg_oth,Tomatoes,1.1,215,2.15e-4,801374000
801375000,Tomato,veg_ro,Tomatoes,1.1,215,2.15e-4,801375000
801378000,"Tomato, dried",veg_ro,Tomatoes,17.08,215,2.15e-4,801378000
801379000,"Tomato, juice",veg_ro,"Juice, tomato",1,249,2.49e-4,801379000
801376000,"Tomato, paste",veg_ro,"Tomatoes, paste",1,738,7.38e-4,801376000
801377000,"Tomato, puree",veg_ro,Tomatoes,0.4132231404958678,215,2.15e-4,801377000
801380000,Tree Tomato,veg_ro,Tomatoes,1,215,2.15e-4,801380000
1500381000,"Triticale, flour",gr_whole,Triticale,1.3333333333333333,41,4.1e-5,1500381000
5000385000,"Turkey, fat",sat_fat,"Meat, turkey",1,308,3.08e-4,5000385000
5000383000,"Turkey, liver",pf_poultry,"Meat, turkey",1,308,3.08e-4,5000383000
5000382000,"Turkey, meat",pf_poultry,"Meat, turkey",1,308,3.08e-4,5000382000
5000384000,"Turkey, meat byproducts",pf_poultry,"Meat, turkey",1,308,3.08e-4,5000384000
5000386000,"Turkey, skin",pf_poultry,"Meat, turkey",1,308,3.08e-4,5000386000
103387000,Turmeric,veg_oth,Spices nes,1,1367,0.001367,103387000
402389000,"Turnip, greens",veg_dg,Carrots and turnips,1.42857142857142,57,5.7e-5,402389000
101388000,"Turnip, roots",veg_oth,Carrots and turnips,1.23,57,5.7e-5,101388000
1400391000,Walnut,pf_ns,"Walnuts, shelled",1,766,7.66e-4,1400391000
9500397000,Water chestnut,veg_sta,Roots and tubers nes,1.3,472,4.72e-4,9500397000
402398000,Watercress,veg_dg,"Vegetables, fresh nes",1.09,58,5.8e-5,402398000
901399000,Watermelon,fruit_exc_juice,Watermelons,1.92,65,6.5e-5,901399000
901400000,"Watermelon, juice",fruit_juice,Watermelons,1.92,65,6.5e-5,901400000
1500404000,"Wheat, bran",gr_whole,"Flour, wheat",1,43,4.3e-5,1500404000
1500402000,"Wheat, flour",gr_refined,"Flour, wheat",1,43,4.3e-5,1500402000
1500403000,"Wheat, germ",gr_whole,"Flour, wheat",1,43,4.3e-5,1500403000
1500401000,"Wheat, grain",gr_whole,Wheat,1,9,9e-6,1500401000
1500405000,Wild rice,gr_whole,"Rice, husked",1,212,2.12e-4,1500405000
103407000,Yam bean,veg_sta,Roots and tubers nes,1.09,472,4.72e-4,103407000
103406000,"Yam, true",veg_sta,Roots and tubers nes,1.16,472,4.72e-4,103406000
