disease,subgroup,Sex,Age_label,Race_label,count,se,X1,X2,X3
AA_total,40,2,65-74,OTH,53,8,56.72513543767645,45.876697404310804,53.066578818130715
AA_total,41,1,75+,NHW,2333,69,2375.9581065906405,2203.900693730872,2322.5295269538415
AA_total,42,1,75+,NHB,215,21,235.15514500558524,205.824893428125,212.58173811725916
AA_total,43,1,75+,HIS,92,14,105.56487864444146,90.3769043943909,93.84933316756243
AA_total,44,1,75+,OTH,92,14,74.75085870341863,78.98027057803586,77.46713517769153
AA_total,45,2,75+,NHW,2128,66,2090.2820358199892,2090.6283051736636,2054.7935554425744
AA_total,46,2,75+,NHB,112,15,114.49340166110909,136.45735919953526,107.53352171619055
AA_total,47,2,75+,HIS,115,16,110.51430372823529,102.15941366454474,107.58742149929638
AA_total,48,2,75+,OTH,90,14,92.07276793897353,89.827480898001,108.3754318363595
AFF_total,1,1,20-34,NHW,0,0,0,0,0
AFF_total,2,1,20-34,NHB,0,0,0,0,0
AFF_total,3,1,20-34,HIS,0,0,0,0,0
AFF_total,4,1,20-34,OTH,0,0,0,0,0
AFF_total,5,2,20-34,NHW,6,2,5.418595789070045,6.500470711014268,8.20974430080918
AFF_total,6,2,20-34,NHB,2,1,2.24993957892638,0.8611609524526369,1.141305159320321
AFF_total,7,2,20-34,HIS,3,1,2.3082530590553056,2.574530038622463,3.6230085203243654
AFF_total,8,2,20-34,OTH,1,1,1.6564520673641399,1.79510355756668,1.0934052664216478
AFF_total,9,1,35-44,NHW,12,4,9.779689921798733,11.528394939778345,12.072199758009285
AFF_total,10,1,35-44,NHB,3,1,3.5403225899646698,3.6659314949095485,3.711896450825325
AFF_total,11,1,35-44,HIS,4,1,2.4406773882530093,3.7779338941297933,3.5264759701832515
AFF_total,12,1,35-44,OTH,2,1,1.668513531703241,2.0507553522019775,2.485975804747787
AFF_total,13,2,35-44,NHW,19,5,19.711664180828123,18.946929218609046,25.15498244017953
AFF_total,14,2,35-44,NHB,11,4,12.772617767427985,7.260713155894066,13.323251183679742
AFF_total,15,2,35-44,HIS,8,2,10.939313545466181,6.245844500313841,9.980009635375033
AFF_total,16,2,35-44,OTH,3,1,2.9455782512571123,4.334772173355337,4.423705374292014
AFF_total,17,1,45-54,NHW,38,7,36.41425310683474,39.830028792058485,30.767715572338886
AFF_total,18,1,45-54,NHB,13,4,8.470933014314125,10.87136630956733,13.904943418715916
AFF_total,19,1,45-54,HIS,9,2,9.819807451906392,7.385239153797436,9.431652384172407
AFF_total,20,1,45-54,OTH,5,1,4.9222131200522155,4.066111907294612,6.419472280437865
AFF_total,21,2,45-54,NHW,100,11,112.59377316819015,98.44919924846585,97.0665899498444
AFF_total,22,2,45-54,NHB,28,6,34.77799968292099,18.72610224082878,23.82861200026294
AFF_total,23,2,45-54,HIS,12,4,14.352185000558478,12.351533188512077,11.181661365550307
AFF_total,24,2,45-54,OTH,9,1,8.877561153489253,9.55186871469139,7.241932761045246
AFF_total,25,1,55-64,NHW,246,16,238.36739708379616,239.05305111675585,239.8676098207313
AFF_total,26,1,55-64,NHB,54,8,61.02653135710676,55.37820065887723,46.45901165471375
AFF_total,27,1,55-64,HIS,16,5,11.467946864778936,14.978748444537255,16.053424926169964
AFF_total,28,1,55-64,OTH,10,4,10.033371706086001,9.567614728686136,12.334116204905085
AFF_total,29,2,55-64,NHW,518,24,504.60477204686936,535.6653174017331,487.90468329906275
AFF_total,30,2,55-64,NHB,100,11,101.53455528415768,102.33997653132865,118.7606197809948
AFF_total,31,2,55-64,HIS,41,7,33.046079064941814,52.57419097773807,45.87525189532502
AFF_total,32,2,55-64,OTH,19,5,16.31573363472247,20.865532720828636,18.821550856375005
AFF_total,33,1,65-74,NHW,1043,33,1065.302633652123,1021.9140909871212,1035.3848848858122
AFF_total,34,1,65-74,NHB,130,12,144.4103357274075,137.70633162667806,147.4429581620447
AFF_total,35,1,65-74,HIS,60,8,57.56574653875996,68.40604789654186,58.52026483009022
AFF_total,36,1,65-74,OTH,55,8,49.2745314097205,67.63519394919366,60.999482806386006
AFF_total,37,2,65-74,NHW,1346,37,1288.3436937327492,1396.765653817157,1332.7416887937661
AFF_total,38,2,65-74,NHB,179,14,167.0162207430034,177.8698319697531,177.04075136317618
AFF_total,39,2,65-74,HIS,80,9,75.70517837728632,81.95308603792574,80.86207368937058
AFF_total,40,2,65-74,OTH,35,6,34.17305512908428,40.53546583150878,28.313894145517196
AFF_total,41,1,75+,NHW,12141,151,12075.330162868198,12098.268710974524,12215.104251477167
AFF_total,42,1,75+,NHB,658,37,630.4518481251366,702.6624795343103,658.9864014245243
AFF_total,43,1,75+,HIS,526,33,497.2492185742179,553.0203398432594,487.0860955439813
AFF_total,44,1,75+,OTH,302,25,282.57722633092334,309.4391154067692,291.2485403835495
AFF_total,45,2,75+,NHW,7200,119,7253.228744518736,7024.6693439093615,7150.472554019836
AFF_total,46,2,75+,NHB,330,26,331.14196177200256,308.28362957443176,331.896927817493
AFF_total,47,2,75+,HIS,271,24,331.48991803775954,279.4626149042131,288.89480024277714
AFF_total,48,2,75+,OTH,163,19,141.85140867081068,153.48163992451558,183.90438968256325
ALL_total,1,1,20-34,NHW,16306,270,16081.347460500563,17118.08649758185,16331.600350134559
ALL_total,2,1,20-34,NHB,2811,106,2963.6740567627994,2892.8014316769604,2890.6560406666804
ALL_total,3,1,20-34,HIS,4457,108,4427.426818829673,4320.835162123253,4241.483277972491
ALL_total,4,1,20-34,OTH,3011,99,3188.7630097983597,2805.7737651108773,2952.495801780982
ALL_total,5,2,20-34,NHW,11184,224,11148.565334160034,11323.22994049383,11208.7932397153
ALL_total,6,2,20-34,NHB,1301,69,1401.4182420586412,1319.4239442987264,1346.1618791841015
ALL_total,7,2,20-34,HIS,3404,93,3402.048436115997,3295.497126124898,3452.8595386933425
ALL_total,8,2,20-34,OTH,1709,74,1652.9537910115462,1743.4368200190763,1678.3401129796025
ALL_total,9,1,35-44,NHW,28642,343,28609.88856031758,28633.032082074722,28560.850542213262
ALL_total,10,1,35-44,NHB,6721,170,6580.9299267602155,6643.285025867203,6616.09735686232
ALL_total,11,1,35-44,HIS,10186,180,10029.973277369116,10083.999355008118,10343.704546619445
ALL_total,12,1,35-44,OTH,7021,150,7124.532436529664,6929.976174084432,6922.2550828611065
ALL_total,13,2,35-44,NHW,15309,247,15181.258371561731,15824.410696498204,15038.46364425941
ALL_total,14,2,35-44,NHB,2826,105,2996.1650164635416,3132.784352879811,2680.786440805428
ALL_total,15,2,35-44,HIS,3845,105,3843.69804361119,3851.106129757479,3808.739761347957
ALL_total,16,2,35-44,OTH,2502,87,2448.615095525307,2502.4592881748003,2493.9320525588128
ALL_total,17,1,45-54,NHW,73599,572,74113.56527580292,73916.50051214146,73243.60347899847
ALL_total,18,1,45-54,NHB,11089,197,10881.341864524265,11092.959850671623,11243.015018700473
ALL_total,19,1,45-54,HIS,12825,174,12791.0213100886,12664.217313298928,12859.908364622266
ALL_total,20,1,45-54,OTH,10043,159,9818.482007498687,10336.60679883246,9862.8851192221
ALL_total,21,2,45-54,NHW,44071,400,43864.58489089256,44060.69242195501,43711.59584924412
ALL_total,22,2,45-54,NHB,10664,205,10725.030483293958,10961.264072837766,10518.992311359665
ALL_total,23,2,45-54,HIS,7869,140,8104.69180325552,7790.463268131073,7867.012153342619
ALL_total,24,2,45-54,OTH,8725,192,8493.944316654764,8799.408092528884,8453.870428163636
ALL_total,25,1,55-64,NHW,156717,880,157477.9223819476,158101.3602574357,156900.99003150294
ALL_total,26,1,55-64,NHB,27872,367,28319.92038453852,28218.633315406285,27578.45041209562
ALL_total,27,1,55-64,HIS,21512,261,21660.866633753703,21582.123135090253,21287.43985312893
ALL_total,28,1,55-64,OTH,20643,285,20728.201566149844,20784.949368744317,20710.136340927045
ALL_total,29,2,55-64,NHW,174024,911,173243.10718819415,173886.01437002336,173958.5582083401
ALL_total,30,2,55-64,NHB,28162,329,28914.6710474741,28159.332375801358,27656.38958215801
ALL_total,31,2,55-64,HIS,20584,258,20239.878522210896,20786.171715218778,20545.51548640893
ALL_total,32,2,55-64,OTH,19558,277,19660.58169026477,19671.80220286788,19431.78746219848
ALL_total,33,1,65-74,NHW,177434,879,176624.83778692182,178721.57603474258,177110.56545521994
ALL_total,34,1,65-74,NHB,20773,273,20889.38768734698,20727.60710357351,21041.407317173554
ALL_total,35,1,65-74,HIS,19044,244,19015.76343061191,19181.521057160477,19251.80192016436
ALL_total,36,1,65-74,OTH,12547,170,12532.253167387105,12633.539505150562,12444.852846979114
ALL_total,37,2,65-74,NHW,222301,980,222003.7152767928,221567.66760424225,222107.6606657151
ALL_total,38,2,65-74,NHB,27371,320,27082.561580178244,27018.837129863365,27915.767990402983
ALL_total,39,2,65-74,HIS,17759,218,17883.689158351466,17512.070981568326,17917.23910410254
ALL_total,40,2,65-74,OTH,16838,210,17036.60435785261,16950.687088478768,17265.047704509358
ALL_total,41,1,75+,NHW,177441,864,176724.11691640105,178085.19632767513,177043.64516212582
ALL_total,42,1,75+,NHB,21018,318,21140.541258848683,21479.674416141257,21014.74079537836
ALL_total,43,1,75+,HIS,10474,146,10265.752368596206,10356.45372086613,10515.951073491458
ALL_total,44,1,75+,OTH,9329,134,9421.169717847813,9559.893498664818,9352.07479073942
ALL_total,45,2,75+,NHW,197860,930,197390.176854412,196602.81338165767,198062.47509939352
ALL_total,46,2,75+,NHB,16803,273,16685.152186153555,16817.1619487511,16832.064244748835
ALL_total,47,2,75+,HIS,11204,159,10958.943592705402,11290.168298946312,11291.798440450666
ALL_total,48,2,75+,OTH,13344,185,13208.312005183285,13153.43001134458,13510.654525688524
APCA_total,1,1,20-34,NHW,0,0,0,0,0
APCA_total,2,1,20-34,NHB,0,0,0,0,0
APCA_total,3,1,20-34,HIS,0,0,0,0,0
APCA_total,4,1,20-34,OTH,0,0,0,0,0
APCA_total,5,2,20-34,NHW,5,4,10.11892873968318,10.676839858549027,13.066984572182667
APCA_total,6,2,20-34,NHB,0,0,0,0,0
APCA_total,7,2,20-34,HIS,3,3,1.8784741075011313,6.336364891714693,6.4685616449463526
APCA_total,8,2,20-34,OTH,0,0,0,0,0
APCA_total,9,1,35-44,NHW,0,0,0,0,0
APCA_total,10,1,35-44,NHB,0,0,0,0,0
APCA_total,11,1,35-44,HIS,0,0,0,0,0
APCA_total,12,1,35-44,OTH,0,0,0,0,0
