diet_pattern,food_group,outcome,impact_median_year,LB_year,UB_year,combined_consumed_impact_median_year,LB_consumed_year,UB_consumed_year,combined_unconsumed_impact_median_year,LB_unconsumed_year,UB_unconsumed_year,sum,sum_LB,sum_UB,sum_consumed,sum_consumed_LB,sum_consumed_UB,sum_unconsumed,sum_unconsumed_LB,sum_unconsumed_UB,prop,prop_LB,prop_UB,prop_consumed,prop_consumed_LB,prop_consumed_UB,prop_unconsumed,prop_unconsumed_LB,prop_unconsumed_UB
Med,pf_egg,BLUEWATER (L),-1368.73965167745,-1577.0799863415718,-1156.8801103589535,-1011.0008744844761,-1164.8886209800773,-854.5137139946168,-357.73877719297354,-412.1913653614945,-302.3663963643339,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,-4.1362758270919056,-5.710636784016761,-3.013921849489636,-5.680264034551022,-8.504503883768882,-3.933675671077832,-2.3395293399974095,-2.96597817767418,-1.8113770554017903
Med,pf_ns,BLUEWATER (L),-3149.2128004432257,-4145.1129960836815,-2262.5525366897564,-2765.6098335698416,-3641.4950085074875,-1987.4094821488627,-382.9314855820715,-507.6178761461077,-274.35537887723234,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,-9.516793617309014,-15.009533412603057,-5.894436653277433,-15.53845745112521,-26.585467387020323,-9.148857648933676,-2.5042838597415757,-3.6526324172906035,-1.6435723159046896
Med,pf_pm,BLUEWATER (L),0,0,0,0,0,0,0,0,0,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,0,0,0,0,0,0,0,0,0
Med,pf_poultry,BLUEWATER (L),0,0,0,0,0,0,0,0,0,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,0,0,0,0,0,0,0,0,0
Med,pf_poultry_tot,BLUEWATER (L),-4298.673213518297,-4841.482268540668,-3771.1919009022704,-3508.1071695633564,-3947.6945732650943,-3076.6303591458077,-791.4976940309621,-892.0386173566137,-692.3540492732434,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,-12.990416460758219,-17.531099862619854,-9.824767118885873,-19.710146140855088,-28.820938951244614,-14.162986262789879,-5.17621291226938,-6.418783349335834,-4.147664072951211
Med,pf_redm,BLUEWATER (L),0,0,0,0,0,0,0,0,0,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,0,0,0,0,0,0,0,0,0
Med,pf_redm_tot,BLUEWATER (L),-8084.6593030447875,-9136.311638128627,-7124.471768359936,-6193.443147399129,-7002.104501423836,-5460.634223939724,-1890.9534035193767,-2134.207136704777,-1665.599670138562,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,-24.431513184026784,-33.08275912623092,-18.560783383223363,-34.79758845722735,-51.12027352178337,-25.137529853034035,-12.36640042998513,-15.356973304259789,-9.978056630137024
Med,pf_seafood,BLUEWATER (L),1207.8255755972782,1179.6598689412742,1236.6405230631922,754.6269702500354,736.9411016124031,772.6302895803693,453.2000102351262,442.6938175968664,463.99009344962695,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,3.6500000022383343,4.271570940312081,3.2217149029107266,4.239838507359569,5.380186867563872,3.5567328213520812,2.9638238525656515,3.1854626581807515,2.779611158230957
Med,sat_fat,BLUEWATER (L),-5532.975374220354,-5612.784726162169,-5456.6629646724105,-4254.620520305116,-4316.398244636221,-4196.299587049431,-1278.0413832390054,-1296.2582079672663,-1260.2858107503896,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,-16.720427631532967,-20.324000808825822,-14.215782246808848,-23.904398633161613,-31.5127343286408,-19.317281073190927,-8.35809675786317,-9.32739955406428,-7.549955379601752
Med,veg_dg,BLUEWATER (L),980.3363486791234,773.8385183062484,1164.169773416567,713.6045466997432,559.8515022980191,851.735207203417,266.73775068110655,215.70242972018346,313.1159496422474,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,2.9625367662078705,2.8020840704344443,3.032912991759289,4.0093558213562925,4.087308597470433,3.920885069373649,1.7444035525026103,1.5521157238708319,1.8757740730517594
Med,veg_oth,BLUEWATER (L),197.06003872019315,23.042839114881172,378.9239499529303,118.63778381226217,10.794116520471675,229.97823508515867,78.64874909449804,12.26564880979515,148.13714811532685,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,0.5955074609296194,0.08343856100975235,0.9871785000294478,0.6665611806431527,0.07880462064516572,1.0586837559374804,0.5143447336194643,0.08825911885117367,0.8874406494081268
Med,veg_ro,BLUEWATER (L),3019.7293664120166,2946.9946511074504,3089.2753162059385,1835.322022912034,1789.461753491729,1880.2301763873595,1184.1662505271145,1155.911299237076,1211.6565362192207,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,9.125499920559772,10.671123977645793,8.048227548585949,10.311676222715999,13.064325771868418,8.655467524688468,7.7441749767274635,8.317514574468197,7.258633482837616
Med,veg_sta,BLUEWATER (L),4532.160000582953,4317.81313600756,4731.961771741631,1999.8991475004445,1906.6092865790333,2091.3028018122295,2531.0212386525486,2411.5739619536043,2646.0638982533615,33091.111639906536,27616.53465259056,38384.54240460331,17798.48380876167,13697.314233735662,21723.03426734922,15291.057524987895,13897.316186079328,16692.62594790153,13.696004080797794,15.63488392126175,12.32777955736199,11.236345572963653,13.919584920401176,9.627121036933408,16.552296886703083,17.352803445382005,15.85169347538159
Med,added_sugar,CED (mJ),-187.38254318754528,-191.0862157594125,-183.2172516115372,-124.20399160712127,-126.6554950440188,-121.43962354983199,-63.17965340933458,-64.43072071539372,-61.777630828726366,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-4.485514828459502,-4.8375888325497485,-4.164323517212017,-4.856440234565327,-5.27943840167923,-4.4768352882638185,-3.9004720693081323,-4.153875308505805,-3.66018502123351
Med,dairy_cow,CED (mJ),415.36148012286395,398.48373331969964,432.9810482854364,314.5104384055773,301.79894130922355,327.85794404348303,100.85039546330344,96.72208138515894,105.12273813621252,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,9.94281562502471,10.088118866131015,9.841175686365416,12.297520615078621,12.580022049420702,12.086384744343354,6.2261207438845565,6.235712734424059,6.22828467773325
Med,dairy_soy,CED (mJ),-1.0605391111556681,-1.4031251787333747,-0.7127881480976666,-0.8337753433558099,-1.103109885683306,-0.560380260066476,-0.22676376779985447,-0.30001529305006885,-0.15240788803118685,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-0.0253869107993097,-0.03552188559668828,-0.016200878584329784,-0.032601046646471184,-0.045981429307306275,-0.02065825016398057,-0.013999534579651989,-0.019342110473662095,-0.009029822953815672
Med,dairy_tot,CED (mJ),0,0,0,0,0,0,0,0,0,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,0,0,0,0,0,0,0,0,0
Med,fruit_exc_juice,CED (mJ),524.9982508313701,513.4862130562234,537.3182019275516,295.4926063516236,289.1360240679926,302.22300999394923,229.49419802729534,224.26639089828154,235.219036126237,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,12.567272270728436,12.999551851906352,12.212642667826586,11.553913557318557,12.052187931071504,11.141360591512576,14.168100981406804,14.458547309987049,13.936196341441768
Med,fruit_juice,CED (mJ),288.30518682763926,280.46957824914864,295.7930970504676,251.25526245383924,244.4373197718736,257.8184212867756,37.04938751161003,36.076055510981874,37.979574121637974,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,6.901374955418567,7.100441516494821,6.723046762473504,9.824210558279152,10.188991581918085,9.504398750935534,2.2872886028313912,2.325838273287374,2.2502039402943077
Med,gr_refined,CED (mJ),-128.25736494376468,-131.2048269080938,-125.4594923433707,-99.24972073841565,-101.57174787864274,-97.08280563636549,-28.995722469356586,-29.659347501701713,-28.367958749351487,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-3.070191611918718,-3.321615862791257,-2.8515541513017686,-3.8807153524346063,-4.2338612003357445,-3.578928503333127,-1.790085882370888,-1.9121504444738728,-1.6807374498580632
Med,gr_whole,CED (mJ),160.61209568161402,158.26115764744608,162.9913515725498,128.71339387908924,126.83038136160916,130.63770422205937,31.89811976196996,31.437148368022264,32.37697752743319,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,3.8446907836488395,4.006581038925454,3.704611397047068,5.032760192918179,5.286728267315884,4.81591977266876,1.969268878208618,2.026766004257372,1.9182627528607041
Med,leg_tot,CED (mJ),26.042366678921834,24.409835114488747,27.85721896575954,20.91153561536972,19.57659478056847,22.389045217327464,5.133449055034722,4.82851103179224,5.463717582320461,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,0.6233954343845608,0.617965797715657,0.6331634769262751,0.8176518452826003,0.8160200725813447,0.8253654348519638,0.3169196660300268,0.3112961104440613,0.32371291981887435
Med,oil,CED (mJ),-3.3191622371172618,-4.587017393188877,-2.044307263749518,-2.764447050458135,-3.8227043340950786,-1.6984592973165231,-0.5552305126258155,-0.7646194286473109,-0.34514817391933195,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-0.07945324670799887,-0.11612613724027311,-0.04646482107967279,-0.10809130776277391,-0.15934351725263143,-0.06261319242962113,-0.03427782505379588,-0.049295331944083656,-0.0204492493373217
Med,pf_egg,CED (mJ),-69.96966500737624,-80.61997634022035,-59.13945261709092,-51.68213869098406,-59.548845889713334,-43.682550029976284,-18.287526316392142,-21.07113045050682,-15.456902587114923,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-1.6749157343798429,-2.0409964982242004,-1.3441737126946918,-2.0207983213712573,-2.4822015314579713,-1.6103441013657367,-1.1290024836268922,-1.3584645263754322,-0.9157865487084413
Med,pf_ns,CED (mJ),-7.667099447393236,-10.313819547965783,-5.390480867728266,-6.721602518599454,-9.026610821575039,-4.7313622871562835,-0.9396183403735417,-1.260918885743971,-0.6525210581220132,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-0.18353304249977678,-0.26110736490271874,-0.12251961018472522,-0.26281813079999616,-0.3762603098418591,-0.17442025122887633,-0.05800847099764521,-0.0812919639477065,-0.03866039812370177
Med,pf_pm,CED (mJ),0,0,0,0,0,0,0,0,0,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,0,0,0,0,0,0,0,0,0
Med,pf_poultry,CED (mJ),0,0,0,0,0,0,0,0,0,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,0,0,0,0,0,0,0,0,0
Med,pf_poultry_tot,CED (mJ),-134.2975251139668,-151.25762552388798,-117.82349205781276,-109.60226114401745,-123.3309104045127,-96.12294821764277,-24.729188902030085,-27.870356676405958,-21.630993797880713,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-3.2147794030161805,-3.829277780002869,-2.6779963924832524,-4.28550503032806,-5.140858233409852,-3.5435436475650564,-1.5266862890824597,-1.7968134633904997,-1.2815875007071749
Med,pf_redm,CED (mJ),0,0,0,0,0,0,0,0,0,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,0,0,0,0,0,0,0,0,0
Med,pf_redm_tot,CED (mJ),-356.492106898261,-403.1977351439438,-314.1630724641196,-273.1421228321687,-308.8966962712782,-240.80954295843134,-83.36307159214616,-94.21084619778654,-73.41117683686065,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-8.533615802836447,-10.207459774584061,-7.140575788549455,-10.679998105637964,-12.875880986290019,-8.877371554306658,-5.146519722896417,-6.073812359527509,-4.349446332675774
Med,pf_seafood,CED (mJ),3655.5941301863168,3574.5617907781325,3735.4502959964593,2284.6818583952577,2234.283568988261,2334.875858654668,1370.7298038397485,1340.1735447628182,1400.9596505353104,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,87.50666630332141,90.4945452585611,84.90261358125899,89.33224091049304,93.13265460971877,86.07449802783057,84.62365692014428,86.40154471177487,83.00369339928591
Med,sat_fat,CED (mJ),-310.5936557514674,-315.1308561904427,-306.3048996625243,-238.95060096737274,-242.41951641866794,-235.65853428793127,-71.64901151766323,-72.68658838321592,-70.6481236061752,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,-7.4349105567655265,-7.977935533655228,-6.961968296557481,-9.343091937674721,-10.10488257025421,-8.687481165056687,-4.423338102340588,-4.686134523906209,-4.185741672717803
Med,veg_dg,CED (mJ),15.767269062632696,12.1206949715624,19.18613944412304,11.536114079944374,8.761648157909164,14.174052697960194,4.2367528407564405,3.359173694195275,5.03885826655855,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,0.3774328066086923,0.3068506977551777,0.4360795230193243,0.45106801998435336,0.36521575104808024,0.5225222002594636,0.2615610442315408,0.21656732239479984,0.29854096545897735
Med,veg_oth,CED (mJ),3.181936294927731,-0.0697236047053553,6.5505087451751045,1.9041123186474376,-0.10164302293058855,3.972749397256642,1.2751101904044433,0.03101498403266575,2.567844679251177,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,0.07616836761483595,-0.0017651410916651926,0.14888574835230167,0.07445177530736218,-0.004236832190628693,0.14645421463917208,0.07872046481071521,0.0019995488943244364,0.15213899441865494
Med,veg_ro,CED (mJ),170.15879787747903,166.18077838685656,173.89859328799923,103.95286466884765,101.47184501629631,106.29730356025935,66.21817614677943,64.72168622907552,67.69115183002093,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,4.073217270342855,4.207076237884431,3.952520820335796,4.064610709718696,4.229696904047406,3.918618204795305,4.088058933588243,4.172633975947201,4.010547777158807
Med,veg_sta,CED (mJ),116.52174256336673,110.92725576615585,121.9170109353592,51.70344177191418,49.21444090719187,54.16222057347434,64.83544153083248,61.73799309523913,67.8514018354089,4177.503594429085,3950.030115699119,4399.68822917485,2557.510967047617,2399.0334843898077,2712.6221031224945,1619.7950475400128,1551.0990564271456,1687.8280871142092,2.7892673202903873,2.8082635452647113,2.771037505042134,2.0216312828406156,2.051427844897693,1.9966740118768593,4.002694145120288,3.98027404113368,4.0200422278443595
Med,dairy_tot,CVD (deaths),0,0,0,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
Med,fruit_exc_juice,CVD (deaths),58259.9601887031,53282.8283369549,63585.6185776199,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,24.719910579340507,26.010502206253268,23.625703325005464,NA,NA,NA,NA,NA,NA
Med,gr_whole,CVD (deaths),50128.7648128309,45569.5439834725,54658.3668726959,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,21.269815145981745,22.245191580755446,20.30871742463682,NA,NA,NA,NA,NA,NA
Med,leg_tot,CVD (deaths),9893.13840012968,8826.89979586921,10995.2485599773,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,4.1976941935443755,4.3089322354083155,4.085365311742805,NA,NA,NA,NA,NA,NA
Med,pf_ns,CVD (deaths),5106.97662480966,3623.93554896742,7258.99830958204,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,2.166908543829667,1.7690574343322045,2.697134105718421,NA,NA,NA,NA,NA,NA
Med,pf_pm,CVD (deaths),21506.2753686045,16641.7979692144,26977.2839418632,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,9.125189963821205,8.123846580682661,10.023607872067211,NA,NA,NA,NA,NA,NA
Med,pf_redm,CVD (deaths),8405.53315435494,6229.1517765246,10656.327429195,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,3.566497939139107,3.0408176720980564,3.9594366777913494,NA,NA,NA,NA,NA,NA
Med,pf_seafood,CVD (deaths),13201.0655385379,10346.310164013,16313.3652852747,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,5.601259571885998,5.050646366701871,6.061350618015327,NA,NA,NA,NA,NA,NA
Med,sodium,CVD (deaths),42819.5613826702,39435.4714555325,46387.606546244,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,18.16849385062637,19.250787717425933,17.235655714834515,NA,NA,NA,NA,NA,NA
Med,ssb,CVD (deaths),7170.48946306813,4395.62832913864,10421.6504350128,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,3.0424644603776767,2.145766355154863,3.8722407179850524,NA,NA,NA,NA,NA,NA
Med,veg_exc_sta,CVD (deaths),19188.5382037686,16499.642026593,21882.9971813397,NA,NA,NA,NA,NA,NA,235680.3031374776,204851.20938628016,269137.46313880454,NA,NA,NA,NA,NA,NA,8.141765751453356,8.05445185118739,8.130788232203034,NA,NA,NA,NA,NA,NA
Med,dairy_tot,Cancer (cases),4477.11608444943,4067.11865759179,4898.22080274892,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,8.226149461531476,8.587158721685704,7.916961901497814,NA,NA,NA,NA,NA,NA
Med,fruit_exc_juice,Cancer (cases),7428.24472556207,5817.51026865895,9035.16562693371,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,13.648484916785645,12.282868597591046,14.603478471614226,NA,NA,NA,NA,NA,NA
Med,gr_whole,Cancer (cases),29263.258955636,26993.0190943881,31424.8473110372,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,53.76763464692787,56.99202773647433,50.79177296014199,NA,NA,NA,NA,NA,NA
Med,leg_tot,Cancer (cases),2808.07095930982,2477.37540696042,3165.83491441622,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,5.159484582073174,5.230635647440469,5.1169180429348575,NA,NA,NA,NA,NA,NA
Med,pf_ns,Cancer (cases),80.8919030574992,55.5267255974901,116.087329812567,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,0.14862891026881517,0.11723700391949403,0.187631183726328,NA,NA,NA,NA,NA,NA
Med,pf_pm,Cancer (cases),3983.37567018598,3104.40407684691,4890.5680409383,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,7.318962252998536,6.554519990306175,7.90459279317548,NA,NA,NA,NA,NA,NA
Med,pf_redm,Cancer (cases),2239.23645955884,1530.1627781651,3222.40740200465,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,4.1143212390720985,3.2307271442873353,5.208355780625083,NA,NA,NA,NA,NA,NA
Med,pf_seafood,Cancer (cases),0,0,0,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
Med,sodium,Cancer (cases),0,0,0,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
Med,ssb,Cancer (cases),337.809897750778,184.5432635719,535.68691265602,NA,NA,NA,NA,NA,NA,54425.416233756565,47362.79821311365,61869.95546640464,NA,NA,NA,NA,NA,NA,0.6206840868242297,0.3896375858992307,0.8658272155164194,NA,NA,NA,NA,NA,NA
