diet_pattern,food_group,outcome,impact_median_year,LB_year,UB_year,sum,sum_LB,sum_UB,prop,prop_LB,prop_UB
Med,oil,CED (mJ),-3.3191622371172618,-4.587017393188877,-2.044307263749518,4177.503594429085,3950.030115699119,4399.68822917485,-0.07945324670799887,-0.11612613724027311,-0.04646482107967279
Med,pf_egg,CED (mJ),-69.96966500737624,-80.61997634022035,-59.13945261709092,4177.503594429085,3950.030115699119,4399.68822917485,-1.6749157343798429,-2.0409964982242004,-1.3441737126946918
Med,pf_ns,CED (mJ),-7.667099447393236,-10.313819547965783,-5.390480867728266,4177.503594429085,3950.030115699119,4399.68822917485,-0.18353304249977678,-0.26110736490271874,-0.12251961018472522
Med,pf_pm,CED (mJ),0,0,0,4177.503594429085,3950.030115699119,4399.68822917485,0,0,0
Med,pf_poultry,CED (mJ),0,0,0,4177.503594429085,3950.030115699119,4399.68822917485,0,0,0
Med,pf_poultry_tot,CED (mJ),-134.2975251139668,-151.25762552388798,-117.82349205781276,4177.503594429085,3950.030115699119,4399.68822917485,-3.2147794030161805,-3.829277780002869,-2.6779963924832524
Med,pf_redm,CED (mJ),0,0,0,4177.503594429085,3950.030115699119,4399.68822917485,0,0,0
Med,pf_redm_tot,CED (mJ),-356.492106898261,-403.1977351439438,-314.1630724641196,4177.503594429085,3950.030115699119,4399.68822917485,-8.533615802836447,-10.207459774584061,-7.140575788549455
Med,pf_seafood,CED (mJ),3655.5941301863168,3574.5617907781325,3735.4502959964593,4177.503594429085,3950.030115699119,4399.68822917485,87.50666630332141,90.4945452585611,84.90261358125899
Med,sat_fat,CED (mJ),-310.5936557514674,-315.1308561904427,-306.3048996625243,4177.503594429085,3950.030115699119,4399.68822917485,-7.4349105567655265,-7.977935533655228,-6.961968296557481
Med,veg_dg,CED (mJ),15.767269062632696,12.1206949715624,19.18613944412304,4177.503594429085,3950.030115699119,4399.68822917485,0.3774328066086923,0.3068506977551777,0.4360795230193243
Med,veg_oth,CED (mJ),3.181936294927731,-0.0697236047053553,6.5505087451751045,4177.503594429085,3950.030115699119,4399.68822917485,0.07616836761483595,-0.0017651410916651926,0.14888574835230167
Med,veg_ro,CED (mJ),170.15879787747903,166.18077838685656,173.89859328799923,4177.503594429085,3950.030115699119,4399.68822917485,4.073217270342855,4.207076237884431,3.952520820335796
Med,veg_sta,CED (mJ),116.52174256336673,110.92725576615585,121.9170109353592,4177.503594429085,3950.030115699119,4399.68822917485,2.7892673202903873,2.8082635452647113,2.771037505042134
Med,dairy_tot,CVD (deaths),0,0,0,235680.3031374776,204851.20938628016,269137.46313880454,0,0,0
Med,fruit_exc_juice,CVD (deaths),58259.9601887031,53282.8283369549,63585.6185776199,235680.3031374776,204851.20938628016,269137.46313880454,24.719910579340507,26.010502206253268,23.625703325005464
Med,gr_whole,CVD (deaths),50128.7648128309,45569.5439834725,54658.3668726959,235680.3031374776,204851.20938628016,269137.46313880454,21.269815145981745,22.245191580755446,20.30871742463682
Med,leg_tot,CVD (deaths),9893.13840012968,8826.89979586921,10995.2485599773,235680.3031374776,204851.20938628016,269137.46313880454,4.1976941935443755,4.3089322354083155,4.085365311742805
Med,pf_ns,CVD (deaths),5106.97662480966,3623.93554896742,7258.99830958204,235680.3031374776,204851.20938628016,269137.46313880454,2.166908543829667,1.7690574343322045,2.697134105718421
Med,pf_pm,CVD (deaths),21506.2753686045,16641.7979692144,26977.2839418632,235680.3031374776,204851.20938628016,269137.46313880454,9.125189963821205,8.123846580682661,10.023607872067211
Med,pf_redm,CVD (deaths),8405.53315435494,6229.1517765246,10656.327429195,235680.3031374776,204851.20938628016,269137.46313880454,3.566497939139107,3.0408176720980564,3.9594366777913494
Med,pf_seafood,CVD (deaths),13201.0655385379,10346.310164013,16313.3652852747,235680.3031374776,204851.20938628016,269137.46313880454,5.601259571885998,5.050646366701871,6.061350618015327
Med,sodium,CVD (deaths),42819.5613826702,39435.4714555325,46387.606546244,235680.3031374776,204851.20938628016,269137.46313880454,18.16849385062637,19.250787717425933,17.235655714834515
Med,ssb,CVD (deaths),7170.48946306813,4395.62832913864,10421.6504350128,235680.3031374776,204851.20938628016,269137.46313880454,3.0424644603776767,2.145766355154863,3.8722407179850524
Med,veg_exc_sta,CVD (deaths),19188.5382037686,16499.642026593,21882.9971813397,235680.3031374776,204851.20938628016,269137.46313880454,8.141765751453356,8.05445185118739,8.130788232203034
Med,added_sugar,FL (mrh-eq),-8.680647735618866,-8.853266386778113,-8.48777940053812,77.41248283493171,71.09267784070978,83.55024234636623,-11.213498673242139,-12.453133931197158,-10.15889261619511
Med,dairy_cow,FL (mrh-eq),9.43921157162547,9.055659820798077,9.839621430618658,77.41248283493171,71.09267784070978,83.55024234636623,12.193397273864608,12.7378234944085,11.776891549670774
Med,dairy_soy,FL (mrh-eq),-0.1779350137238352,-0.2354133810889112,-0.11959009109597062,77.41248283493171,71.09267784070978,83.55024234636623,-0.22985312860104207,-0.3311359034982172,-0.14313554064893963
Med,dairy_tot,FL (mrh-eq),0,0,0,77.41248283493171,71.09267784070978,83.55024234636623,0,0,0
Med,fruit_exc_juice,FL (mrh-eq),32.17041206657843,31.470125906104762,32.87222045704163,77.41248283493171,71.09267784070978,83.55024234636623,41.55713767142192,44.26633918139461,39.3442550660313
Med,fruit_juice,FL (mrh-eq),18.278654046935188,17.783818939340645,18.759914527030343,77.41248283493171,71.09267784070978,83.55024234636623,23.612024027069577,25.014979713082493,22.45345315607723
Med,gr_refined,FL (mrh-eq),-2.9003449080013715,-2.97033156180305,-2.833736591322246,77.41248283493171,71.09267784070978,83.55024234636623,-3.7466114014012946,-4.178111800006146,-3.391655741194257
Med,gr_whole,FL (mrh-eq),2.8726404351388726,2.82815668009968,2.915825104966428,77.41248283493171,71.09267784070978,83.55024234636623,3.7108232806125923,3.978126532856796,3.489906220593079
Med,leg_tot,FL (mrh-eq),1.0969268747783496,1.0303325302686406,1.1723333828368192,77.41248283493171,71.09267784070978,83.55024234636623,1.4169896567164113,1.4492808001651072,1.4031477945650823
Med,oil,FL (mrh-eq),-0.1294716875357793,-0.17930435393667177,-0.0787216194535232,77.41248283493171,71.09267784070978,83.55024234636623,-0.16724910866359183,-0.2522121256121777,-0.09422069552733854
Med,pf_egg,FL (mrh-eq),-1.012850151071633,-1.1691815105997898,-0.8525165642289819,77.41248283493171,71.09267784070978,83.55024234636623,-1.308380914782639,-1.644587805820815,-1.020363963391974
Med,pf_ns,FL (mrh-eq),-2.1465487324100314,-2.7864308639350717,-1.5668755142729325,77.41248283493171,71.09267784070978,83.55024234636623,-2.772871575488882,-3.919434389823305,-1.875369203331915
Med,pf_pm,FL (mrh-eq),0,0,0,77.41248283493171,71.09267784070978,83.55024234636623,0,0,0
Med,pf_poultry,FL (mrh-eq),0,0,0,77.41248283493171,71.09267784070978,83.55024234636623,0,0,0
Med,pf_poultry_tot,FL (mrh-eq),-2.0138045966857714,-2.2659304176969797,-1.7661315030615707,77.41248283493171,71.09267784070978,83.55024234636623,-2.601395179353503,-3.187290852616387,-2.1138556316089288
Med,pf_redm,FL (mrh-eq),0,0,0,77.41248283493171,71.09267784070978,83.55024234636623,0,0,0
Med,pf_redm_tot,FL (mrh-eq),-11.924187026791893,-13.486851359631812,-10.512999493370767,77.41248283493171,71.09267784070978,83.55024234636623,-15.40344217122979,-18.97080229535093,-12.582847395927391
Med,pf_seafood,FL (mrh-eq),40.5409183166674,39.6316153424183,41.47837466185457,77.41248283493171,71.09267784070978,83.55024234636623,52.370001364138744,55.74640954053929,49.64482866477113
Med,sat_fat,FL (mrh-eq),-8.094798997689436,-8.213518460366839,-7.981577488032615,77.41248283493171,71.09267784070978,83.55024234636623,-10.456710211646548,-11.553255145023575,-9.553027332876132
Med,veg_dg,FL (mrh-eq),0.8349297798665603,0.667880100238095,0.985636627909224,77.41248283493171,71.09267784070978,83.55024234636623,1.078546701113952,0.9394499131606026,1.1796933201260682
Med,veg_oth,FL (mrh-eq),0.18717261009127312,-0.031850310128594676,0.4089006564016629,77.41248283493171,71.09267784070978,83.55024234636623,0.24178608311838454,-0.044801111866904865,0.48940690645339197
Med,veg_ro,FL (mrh-eq),7.111328119041099,6.9459950438056826,7.27347609027519,77.41248283493171,71.09267784070978,83.55024234636623,9.186280892455983,9.770338176554379,8.705511661022163
Med,veg_sta,FL (mrh-eq),1.9608778637376798,1.8711720836017292,2.0438676728084286,77.41248283493171,71.09267784070978,83.55024234636623,2.533025413897267,2.6320180086538256,2.446273781391755
Med,added_sugar,Food_price ($),-304.6369429648561,-310.6029268216624,-297.9898194904722,1716.9431538686074,1509.1524638892788,1930.3936261339131,-17.74298364383525,-20.58128216026623,-15.436738676311831
Med,dairy_cow,Food_price ($),0,0,0,1716.9431538686074,1509.1524638892788,1930.3936261339131,0,0,0
Med,dairy_soy,Food_price ($),0,0,0,1716.9431538686074,1509.1524638892788,1930.3936261339131,0,0,0
Med,dairy_tot,Food_price ($),88.79820275994771,83.68069858236741,93.86134560747618,1716.9431538686074,1509.1524638892788,1930.3936261339131,5.171877855121066,5.544880360643719,4.862290485047682
Med,fruit_exc_juice,Food_price ($),807.3554683975084,790.1711240729534,826.6134685123423,1716.9431538686074,1509.1524638892788,1930.3936261339131,47.0228421120629,52.35860146539345,42.820979997112744
Med,fruit_juice,Food_price ($),80.26167734763511,78.02395992674276,82.39786210366998,1716.9431538686074,1509.1524638892788,1930.3936261339131,4.674684608327883,5.1700515218763945,4.268448724040387
Med,gr_refined,Food_price ($),-380.9164019381114,-389.6192557800488,-371.57974063992646,1716.9431538686074,1509.1524638892788,1930.3936261339131,-22.18573172209182,-25.81709039363393,-19.248910461028927
Med,gr_whole,Food_price ($),271.7238228196764,267.6878684077429,275.8000746373238,1716.9431538686074,1509.1524638892788,1930.3936261339131,15.82602325577464,17.737629219905127,14.287245404435007
Med,leg_tot,Food_price ($),30.221669450778307,28.313785956961954,32.19712796978822,1716.9431538686074,1509.1524638892788,1930.3936261339131,1.7602021000335972,1.8761382056782856,1.667904801067483
Med,oil,Food_price ($),-2.553465097186026,-3.705165560677022,-1.3998771921130326,1716.9431538686074,1509.1524638892788,1930.3936261339131,-0.14872158646793704,-0.24551300477145543,-0.07251770691538337
Med,pf_egg,Food_price ($),-85.0564138767688,-104.88593495056722,-65.58890436974892,1716.9431538686074,1509.1524638892788,1930.3936261339131,-4.953944671092932,-6.949989312561751,-3.3976958627400147
Med,pf_ns,Food_price ($),-10.95927810739191,-14.66273418773726,-7.507517507699816,1716.9431538686074,1509.1524638892788,1930.3936261339131,-0.6383017447431805,-0.9715873338568801,-0.3889112254652157
Med,pf_pm,Food_price ($),-63.48235487149642,-73.69233797222235,-52.74006901399213,1716.9431538686074,1509.1524638892788,1930.3936261339131,-3.6974057486095746,-4.883028039612895,-2.732088849651719
Med,pf_poultry,Food_price ($),-133.09739153248358,-152.49130165134292,-113.2381687039472,1716.9431538686074,1509.1524638892788,1930.3936261339131,-7.7519975680376625,-10.10443313714993,-5.86606623493336
Med,pf_poultry_tot,Food_price ($),0,0,0,1716.9431538686074,1509.1524638892788,1930.3936261339131,0,0,0
Med,pf_redm,Food_price ($),-222.15166812293634,-262.0114000194459,-181.53777335471847,1716.9431538686074,1509.1524638892788,1930.3936261339131,-12.938789943183929,-17.361493042539188,-9.404184250146557
Med,pf_redm_tot,Food_price ($),0,0,0,1716.9431538686074,1509.1524638892788,1930.3936261339131,0,0,0
Med,pf_seafood,Food_price ($),1367.1219084049555,1330.362144100973,1404.7436333864348,1716.9431538686074,1509.1524638892788,1930.3936261339131,79.62534492330533,88.1529319226276,72.76980271633919
Med,sat_fat,Food_price ($),-31.87534722663274,-32.43478174277517,-31.366958627848614,1716.9431538686074,1509.1524638892788,1930.3936261339131,-1.856517331678185,-2.1492051014638105,-1.6248996164926552
Med,veg_dg,Food_price ($),27.128042031950084,20.767984608948204,33.47801888311255,1716.9431538686074,1509.1524638892788,1930.3936261339131,1.5800198143325432,1.376135619553405,1.7342586729402174
Med,veg_oth,Food_price ($),23.558141662822543,6.334252085697893,41.39353556170783,1716.9431538686074,1509.1524638892788,1930.3936261339131,1.3720979410262628,0.41972247584407185,2.14430544119691
Med,veg_ro,Food_price ($),178.83997962356838,175.12198040749385,182.7153987796512,1716.9431538686074,1509.1524638892788,1930.3936261339131,10.416185254625761,11.603995262094468,9.465188669607432
Med,veg_sta,Food_price ($),76.66350510762828,72.79450442587654,80.14198959287317,1716.9431538686074,1509.1524638892788,1930.3936261339131,4.465116095130493,4.82353547223955,4.151587971898621
Med,added_sugar,GHG (kgCO2eq),-19.27578764493666,-19.65300100711415,-18.845232763879363,149.73597280613185,109.29279113066727,188.23375134943745,-12.873184234688656,-17.98197374575016,-10.011611960543165
Med,dairy_cow,GHG (kgCO2eq),77.10499171885527,73.97191706035353,80.37577324838762,149.73597280613185,109.29279113066727,188.23375134943745,51.49396652912902,67.68233869323996,42.69997950536399
Med,dairy_soy,GHG (kgCO2eq),-0.1627918790940658,-0.21537855798764094,-0.10941239300298286,149.73597280613185,109.29279113066727,188.23375134943745,-0.10871928504771386,-0.19706565799947465,-0.058125810179423934
Med,dairy_tot,GHG (kgCO2eq),0,0,0,149.73597280613185,109.29279113066727,188.23375134943745,0,0,0
Med,fruit_exc_juice,GHG (kgCO2eq),69.0128224310766,67.43960846683846,70.57624321464019,149.73597280613185,109.29279113066727,188.23375134943745,46.08967447016209,61.70544989212476,37.49393650643572
Med,fruit_juice,GHG (kgCO2eq),36.519342730317945,35.520593592883465,37.4799734804982,149.73597280613185,109.29279113066727,188.23375134943745,24.389157826223062,32.50039936340914,19.91139910446789
Med,gr_refined,GHG (kgCO2eq),-22.359492488707655,-22.874909883159972,-21.87612760189418,149.73597280613185,109.29279113066727,188.23375134943745,-14.932612430853363,-20.929934761947287,-11.62178804017102
Med,gr_whole,GHG (kgCO2eq),25.38609137270057,25.021510612716515,25.769419727250643,149.73597280613185,109.29279113066727,188.23375134943745,16.95390285777806,22.894017394799192,13.690116433695385
Med,leg_tot,GHG (kgCO2eq),4.478445641686562,4.198713215650456,4.778391170218764,149.73597280613185,109.29279113066727,188.23375134943745,2.99089494512114,3.8417110334666056,2.538541114950289
Med,oil,GHG (kgCO2eq),-0.4056823697820529,-0.5590771936821552,-0.24891538337053795,149.73597280613185,109.29279113066727,188.23375134943745,-0.27093180227793584,-0.5115407776655084,-0.1322373812273714
Med,pf_egg,GHG (kgCO2eq),-11.419581982251596,-13.157793868632519,-9.652008873776357,149.73597280613185,109.29279113066727,188.23375134943745,-7.6264786398635875,-12.03903179021336,-5.127671740366238
Med,pf_ns,GHG (kgCO2eq),-1.37497950068513,-1.8211106414663027,-0.9739124250364262,149.73597280613185,109.29279113066727,188.23375134943745,-0.9182693209369012,-1.6662678504468205,-0.5173952163490879
Med,pf_pm,GHG (kgCO2eq),0,0,0,149.73597280613185,109.29279113066727,188.23375134943745,0,0,0
Med,pf_poultry,GHG (kgCO2eq),0,0,0,149.73597280613185,109.29279113066727,188.23375134943745,0,0,0
Med,pf_poultry_tot,GHG (kgCO2eq),-19.48912993803272,-21.926275575563807,-17.091922128863054,149.73597280613185,109.29279113066727,188.23375134943745,-13.015663218928655,-20.061959575494225,-9.080158051535392
Med,pf_redm,GHG (kgCO2eq),0,0,0,149.73597280613185,109.29279113066727,188.23375134943745,0,0,0
Med,pf_redm_tot,GHG (kgCO2eq),-155.1749485416912,-175.41548011740971,-136.90724935997156,149.73597280613185,109.29279113066727,188.23375134943745,-103.63237746657002,-160.50050355808747,-72.73257233545579
Med,pf_seafood,GHG (kgCO2eq),215.26401465535812,210.41239673381855,220.1641241877612,149.73597280613185,109.29279113066727,188.23375134943745,143.7623909747243,192.52175240200026,116.96314959958916
Med,sat_fat,GHG (kgCO2eq),-84.15525954150688,-85.38217361449223,-82.98269047403048,149.73597280613185,109.29279113066727,188.23375134943745,-56.20243283186566,-78.12242027235978,-44.08491563236248
Med,veg_dg,GHG (kgCO2eq),1.793576149465632,1.378611295488464,2.186044334326602,149.73597280613185,109.29279113066727,188.23375134943745,1.197825823583378,1.2613927059839076,1.1613455709483393
Med,veg_oth,GHG (kgCO2eq),0.30724730843181963,-0.253819971671119,0.8760232518761558,149.73597280613185,109.29279113066727,188.23375134943745,0.20519271533342423,-0.2322385301402535,0.4653911668847872
Med,veg_ro,GHG (kgCO2eq),20.504831976270793,20.029039123309925,20.958805726054155,149.73597280613185,109.29279113066727,188.23375134943745,13.693991892528778,18.326038630822218,11.134456799485546
Med,veg_sta,GHG (kgCO2eq),13.182262708656491,12.57942146078751,13.756424412248874,149.73597280613185,109.29279113066727,188.23375134943745,8.803671196449237,11.509836404258284,7.308160366368847
Med,added_sugar,WATER (litereq),-13733.037955128573,-14002.500024806408,-13428.298959812624,327187.2271800132,295950.9692592118,357074.73158997815,-4.19730258833511,-4.7313580556454164,-3.7606410568508317
Med,dairy_cow,WATER (litereq),21585.9211704262,20708.801530155964,22501.592525655746,327187.2271800132,295950.9692592118,357074.73158997815,6.597421713699713,6.997375809240193,6.301647956286607
Med,dairy_soy,WATER (litereq),-14.19192521881412,-18.776344408005876,-9.538390416960542,327187.2271800132,295950.9692592118,357074.73158997815,-0.004337554782053258,-0.006344410513337572,-0.0026712588635124388
Med,dairy_tot,WATER (litereq),0,0,0,327187.2271800132,295950.9692592118,357074.73158997815,0,0,0
Med,fruit_exc_juice,WATER (litereq),239848.10514045347,234428.42703964788,245657.9902056038,327187.2271800132,295950.9692592118,357074.73158997815,73.30607224728027,79.21191392832414,68.79736046057944
Med,fruit_juice,WATER (litereq),99116.92745697079,96503.31005597301,101636.67821786905,327187.2271800132,295950.9692592118,357074.73158997815,30.293642056643684,32.60787092454141,28.463699395726614
Med,gr_refined,WATER (litereq),-34562.706749688885,-35356.233398515644,-33797.60403738828,327187.2271800132,295950.9692592118,357074.73158997815,-10.563586802449668,-11.946652341438528,-9.465134619550005
Med,gr_whole,WATER (litereq),45706.92268923956,44961.3119394141,46409.11014421644,327187.2271800132,295950.9692592118,357074.73158997815,13.969653731040161,15.192148906271788,12.997030043981692
Med,leg_tot,WATER (litereq),5300.179021824122,4811.832152950946,5789.729316733856,327187.2271800132,295950.9692592118,357074.73158997815,1.6199223507304117,1.6258882898729252,1.6214334996356135
Med,oil,WATER (litereq),-287.78374335687874,-394.33657375261913,-179.90670557126776,327187.2271800132,295950.9692592118,357074.73158997815,-0.08795690034640158,-0.13324388655988326,-0.050383488288342694
Med,pf_egg,WATER (litereq),-3140.872395879844,-3618.9548458862755,-2654.7143567556536,327187.2271800132,295950.9692592118,357074.73158997815,-0.9599618001444129,-1.2228224340487208,-0.7434618363877984
Med,pf_ns,WATER (litereq),-18104.02566098504,-24053.289654403823,-12969.143894180545,327187.2271800132,295950.9692592118,357074.73158997815,-5.533231176846795,-8.127457637530659,-3.632053110123949
Med,pf_pm,WATER (litereq),0,0,0,327187.2271800132,295950.9692592118,357074.73158997815,0,0,0
Med,pf_poultry,WATER (litereq),0,0,0,327187.2271800132,295950.9692592118,357074.73158997815,0,0,0
Med,pf_poultry_tot,WATER (litereq),-9228.945292729048,-10394.205709988386,-8096.484427616852,327187.2271800132,295950.9692592118,357074.73158997815,-2.820692412803581,-3.5121377490352166,-2.2674481589791924
Med,pf_redm,WATER (litereq),0,0,0,327187.2271800132,295950.9692592118,357074.73158997815,0,0,0
Med,pf_redm_tot,WATER (litereq),-45928.924444626326,-51929.685621776734,-40524.303311670985,327187.2271800132,295950.9692592118,357074.73158997815,-14.037505326990335,-17.546719225742276,-11.348969760818651
Med,pf_seafood,WATER (litereq),8360.065726656243,8164.530988063559,8563.452841378865,327187.2271800132,295950.9692592118,357074.73158997815,2.5551320565630355,2.7587444665243073,2.398224260576385
Med,sat_fat,WATER (litereq),-25039.661399676053,-25403.73663195802,-24692.4130020919,327187.2271800132,295950.9692592118,357074.73158997815,-7.653007000147848,-8.583765309350243,-6.915194724684611
Med,veg_dg,WATER (litereq),12286.825395787515,9615.16230696128,14778.006958314407,327187.2271800132,295950.9692592118,357074.73158997815,3.755288830094672,3.248903806947744,4.138631398674185
