,FNDDS_food_code,FNDDS_food_code_descr,food_item_cluster,rep_food,food_grp,dga_subgrp,commodity,prop_dga_subgrp,gwp_100g,od_100g,htnc_100g,htc_100g,pm_100g,irh_100g,ire_100g,pof_100g,acid_100g,teu_100g,feu_100g,meu_100g,feco_100g,lu_100g,wd_100g,md_100g,FPED,FPED_CF
254,26141160,"Sea bass, steamed or poached",Sea bass,"Sea bass, mixed species, cooked, dry heat",protein,seafood,seafood_o,0.008704062,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
259,26319130,"Shrimp, steamed or boiled",Shrimp,"Shrimp, cooked, moist heat",protein,seafood,shrimp,0.169245648,0.79507386,9.36E-08,2.43E-07,3.81E-08,0.000502767,0.241669035,5.55E-07,0.00331671,0.006577331,0.02158731,0.003658346,0.027183672,6.91716555,6.3901674,0.023185022,2.82E-05,3.49,0.286532951
277,26149160,"Swordfish, steamed or poached",Swordfish,"Swordfish, cooked, dry heat",protein,seafood,seafood_o,0.003868472,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
279,26158010,"Tilapia, baked or broiled",Tilapia,"Tilapia, cooked, dry heat",protein,seafood,tilapia,0.050290135,0.73553178,8.70E-08,2.29E-07,3.54E-08,0.000465218,0.223053101,5.12E-07,0.003070851,0.006107642,0.020074322,0.003370745,0.02507842,6.57177926,5.807718557,0.02270396,2.59E-05,3.39,0.294985251
286,26151160,"Trout, steamed or poached",Trout,"Trout, rainbow, farmed, cooked, dry heat",protein,seafood,seafood_o,0.015473888,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
287,26155190,"Tuna, canned, water pack",Tuna-high Omega 3,"Tuna, white, canned in water, drained solids",protein,seafood,tuna,0.040618956,0.604377984,7.11E-08,1.85E-07,2.90E-08,0.00038218,0.183705504,4.22E-07,0.002521208,0.004999779,0.016409664,0.002780903,0.020663757,5.25810592,4.85750656,0.01762417,2.14E-05,3.53,0.283286119
288,26155190,"Tuna, canned, water pack",Tuna-low 0mega3,"Tuna, light, canned in water, drained solids",protein,seafood,tuna,0.137330754,0.604377984,7.11E-08,1.85E-07,2.90E-08,0.00038218,0.183705504,4.22E-07,0.002521208,0.004999779,0.016409664,0.002780903,0.020663757,5.25810592,4.85750656,0.01762417,2.14E-05,3.53,0.283286119
307,26157160,"Whiting, steamed or poached",Whiting,"Fish, whiting, mixed species, cooked, dry heat",protein,seafood,seafood_o,0.010638298,0.761565,8.96E-08,2.33E-07,3.65E-08,0.000481578,0.23148375,5.31E-07,0.003176925,0.006300125,0.0206775,0.003504163,0.026038,6.6256375,6.12085,0.022207875,2.70E-05,3.53,0.283286119
261,16122,Soy protein isolate,Processed Soy,Soy protein isolate,protein,soy,soy_foods,0.805825243,0.681136289,5.06E-09,-5.40E-07,3.33E-09,4.83E-05,0.007202132,1.88E-08,0.000362242,0.001411053,0.005740892,0.000157519,0.003134571,-0.018039345,12.74066245,0.001167425,1.79E-06,6.8,0.147058824
262,41420010,"Soybean curd (includes stir fried, soybean cake, bean curd, tofu)",Tofu,"Tofu, firm, prepared with calcium sulfate and magnesium chloride",protein,soy,soy_foods,0.194174757,0.154617301,9.45E-09,6.41E-08,3.99E-09,8.06E-05,0.004640925,2.49E-08,0.000363808,0.000920041,0.002536661,3.22E-05,0.001196106,0.318051742,2.924090455,0.005550231,3.08E-06,1.6,0.625
20,75204011,"Beans, lima, immature, cooked, from fresh, fat not added in cooking","Lima Beans, immature","Lima beans, immature, cooked, boiled, without salt",veg,starch,starch_o,0.011152416,0.075840016,5.64E-10,-6.02E-08,3.71E-10,5.38E-06,0.000801912,2.09E-09,4.03E-05,0.000157112,0.000639212,1.75E-05,0.000349015,-0.002008581,1.41859216,0.000129985,1.99E-07,0.59,1.694915254
50,71930100,"Cassava (yuca blanca), cooked, fat not added in cooking","Cassava (Tapioca) (Incl. taro, burdock root, and white yam)","Cassava, raw",veg,starch,starch_o,0.003717472,0.022117337,1.88E-09,1.26E-07,2.52E-09,3.05E-05,0.002886903,8.67E-09,0.000132815,0.000982883,0.004268727,1.39E-05,0.000420248,0.38086887,0.59714688,0.006191976,5.78E-07,0.77,1.298701299
90,75216211,"Corn, white, cooked, from fresh, fat not added in cooking",Corn (white) (Incl. hominy),"Corn, sweet, white, cooked, boiled, without salt",veg,starch,sweet_corn,0.018587361,0.065707773,8.55E-09,1.19E-07,6.06E-09,7.93E-05,0.005912044,1.79E-08,0.000431634,0.002461815,0.010637479,2.92E-05,0.000962462,5.8068147,1.13830145,0.005169403,1.46E-06,0.61,1.639344262
91,75216111,"Corn, yellow, cooked, from fresh, fat not added in cooking","Corn, yellow","Corn, sweet, yellow, cooked, boiled, without salt",veg,starch,sweet_corn,0.096654275,0.065707773,8.55E-09,1.19E-07,6.06E-09,7.93E-05,0.005912044,1.79E-08,0.000431634,0.002461815,0.010637479,2.92E-05,0.000962462,5.8068147,1.13830145,0.005169403,1.46E-06,0.61,1.639344262
210,75223011,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat not added in cooking","Ckd Cowpeas, Field Peas, Blackeye Peas (NOT dried) (Incl. pigeon peas)","Cowpeas, immature, cooked, boiled, without salt",veg,starch,starch_o,0.003717472,0.057292186,4.26E-10,-4.54E-08,2.80E-10,4.06E-06,0.000605793,1.58E-09,3.05E-05,0.000118688,0.000482883,1.32E-05,0.000263658,-0.001517352,1.07165386,9.82E-05,1.50E-07,0.59,1.694915254
211,75224021,"Peas, green, cooked, from fresh, fat not added in cooking",Green Peas,"Peas, green, cooked, boiled, without salt",veg,starch,green_pea,0.05204461,-0.231823273,1.04E-08,-6.81E-08,1.41E-08,5.77E-05,0.009447866,3.01E-08,0.000471337,0.000580235,0.001710911,5.25E-05,0.00325389,5.03910904,7.21183568,0.018498786,1.60E-05,0.63,1.587301587
248,71905010,"Ripe plantains, boiled",Plantains,"Plantains, cooked",veg,starch,starch_o,0.011152416,0.013283902,1.97E-09,-2.23E-08,1.10E-09,2.14E-05,0.001480296,4.54E-09,9.27E-05,0.000762894,0.003361349,7.32E-06,0.000447406,2.46304366,0.154800866,8.99E-05,2.58E-07,0.67,1.492537313
298,75235000,Water chestnut,Waterchestnuts (Incl. lotus root),"Waterchestnuts, chinese, canned",veg,starch,starch_o,0.003717472,0.09762984,4.34E-09,8.05E-08,5.70E-09,8.79E-05,0.00627328,2.28E-08,0.00024235,0.000900293,0.002338004,3.95E-05,0.000360763,3.6239478,0.7311018,0.011884026,2.13E-06,0.63,1.587301587
301,71101110,"White potato, baked, peel eaten, fat not added in cooking","Potatoes, baked","Potatoes, white, flesh and skin, baked",veg,starch,potato,0.130111524,0.035409746,3.00E-09,2.02E-07,4.03E-09,4.88E-05,0.004621917,1.39E-08,0.000212636,0.001573591,0.006834211,2.22E-05,0.000672815,0.609769166,0.956029184,0.009913323,9.26E-07,0.83,1.204819277
302,71103010,"White potato, boiled, without peel, fat not added in cooking","Potatoes, boiled (Incl. breadfruit)","Potatoes, boiled, flesh, cooked without skin or salt",veg,starch,potato,0.24535316,0.031712519,2.69E-09,1.81E-07,3.61E-09,4.37E-05,0.00413933,1.24E-08,0.000190434,0.001409288,0.006120633,1.99E-05,0.000602564,0.546101534,0.856207616,0.008878246,8.29E-07,0.65,1.538461538
303,71103010,"White potato, boiled, without peel, fat not added in cooking",Vegetable starches,Potato Flour,veg,starch,starch_o,0.003717472,0.031712519,2.69E-09,1.81E-07,3.61E-09,4.37E-05,0.00413933,1.24E-08,0.000190434,0.001409288,0.006120633,1.99E-05,0.000602564,0.546101534,0.856207616,0.008878246,8.29E-07,0.65,1.538461538
304,71201080,"White potato, chips, fat free",Potato Chips/Puffs/Sticks,"Potato chips, fat free, salted",veg,starch,potato,0.17472119,0.135344895,1.15E-08,7.74E-07,1.54E-08,0.000186649,0.017666121,5.31E-08,0.000812747,0.006014657,0.026122064,8.49E-05,0.002571666,2.3306901,3.6541824,0.037891196,3.54E-06,1.75,0.571428571
305,71401020,"White potato, french fries, from frozen, oven baked",French Fries,"Potatoes, french fried, frozen, without salt, oven heated",veg,starch,potato,0.148698885,0.064107265,5.44E-09,3.67E-07,7.29E-09,8.84E-05,0.008367709,2.51E-08,0.000384965,0.002848894,0.012372938,4.02E-05,0.001218091,1.103951262,1.730834688,0.017947488,1.68E-06,0.65,1.538461538
306,71405020,"White potato, hash brown, from frozen",Home Fries/Hash Browns,"Potatoes, hashed brown, frozen, plain, prepared",veg,starch,potato,0.096654275,0.070320498,4.90E-09,2.53E-07,6.17E-09,7.10E-05,0.00762492,2.28E-08,0.000334128,0.002128207,0.009191545,3.65E-05,0.001051698,0.883945744,2.039357476,0.011881835,2.44E-06,0.65,1.538461538
35,51201010,"Bread, whole wheat, 100%",Whole Wheat Bread,"Bread, whole wheat",grain,whole,whole_wheat,0.307692308,0.070464634,4.36E-09,1.72E-08,8.07E-09,5.51E-05,0.006779404,2.02E-08,0.000243348,0.001643531,0.007014678,5.39E-05,0.000765326,0.382533448,3.2983916,0.000891707,2.31E-06,3.63,0.275482094
55,57123000,Cheerios,Whole Oat RTE cereals,"Cereals ready-to-eat, Cheerios",grain,whole,oat,0.102564103,0.050056097,3.68E-09,-7.46E-08,3.61E-09,4.14E-05,0.00802566,2.39E-08,0.000239261,0.00120694,0.005237245,2.11E-05,0.00141485,0.139661437,2.573351895,0.000199213,1.01E-06,3.26,0.306748466
89,57137000,Corn Puffs,Whole Grain Corn RTE Cereals,"Cereals ready-to-eat, Kix",grain,whole,whole_o,0.034188034,0.152715224,3.90E-09,6.15E-08,3.17E-09,0.000115261,0.005718348,1.73E-08,0.000242284,0.003185794,0.013883428,3.65E-05,0.000441417,0.781961396,1.81079502,0.000603884,1.42E-05,3.05,0.327868852
94,54337050,"Cracker, 100% whole wheat, reduced fat",Snack bars containing whole grains,"Crackers, whole wheat, reduced fat",grain,whole,whole_wheat,0.025641026,0.103430144,6.25E-09,2.58E-08,1.30E-08,7.63E-05,0.009223053,2.74E-08,0.000348221,0.002166986,0.009189013,8.62E-05,0.001159597,0.568505742,5.45621555,0.000712787,3.77E-06,5.76,0.173611111
95,54337050,"Cracker, 100% whole wheat, reduced fat",Whole wheat crackers,"Crackers, whole wheat, reduced fat",grain,whole,whole_wheat,0.051282051,0.103430144,6.25E-09,2.58E-08,1.30E-08,7.63E-05,0.009223053,2.74E-08,0.000348221,0.002166986,0.009189013,8.62E-05,0.001159597,0.568505742,5.45621555,0.000712787,3.77E-06,5.76,0.173611111
178,51202000,"English muffin, whole wheat, 100%",Whole grain bagels & Eng. muffins,"English muffins, whole-wheat",grain,whole,whole_wheat,0.034188034,0.063846699,4.12E-09,2.00E-08,8.12E-09,5.16E-05,0.006272036,1.87E-08,0.000226278,0.001508029,0.006422811,5.33E-05,0.000732271,0.371755171,3.297524705,0.000678496,2.34E-06,3.5,0.285714286
183,56203000,"Oatmeal, ckd, NS as to reg, quick or instant, fat not added in ckg",Oatmeal and other cooked cereals,"Oats, regular and quick and instant, unenriched, ckd with water without salt",grain,whole,oat,0.128205128,0.007636826,5.96E-10,-1.35E-08,5.95E-10,6.23E-06,0.00131827,3.92E-09,3.91E-05,0.000179836,0.000779657,3.37E-06,0.000241283,0.018377118,0.4361445,1.42E-05,9.75E-08,0.57,1.754385965
184,57602100,"Oats, raw","Whole Grains in other foods, incl desserts","Oats, regular, quick, and instant, unenriched, dry",grain,whole,oat,0.008547009,0.0471409,3.68E-09,-8.31E-08,3.68E-09,3.85E-05,0.00813747,2.42E-08,0.000241167,0.0011101,0.0048127,2.08E-05,0.0014894,0.113439,2.69225,8.79E-05,6.02E-07,3.53,0.283286119
199,55105200,"Pancakes, whole wheat",Whole wheat quick bread,"Pancakes, whole-wheat, dry mix, incomplete, prepared",grain,whole,whole_wheat,0.017094017,0.247706572,9.70E-09,5.98E-08,1.53E-08,0.000118476,0.014577623,4.26E-08,0.000581048,0.002445651,0.010114574,7.18E-05,0.001520836,1.37556458,6.93023494,0.002143578,1.27E-05,1.92,0.520833333
231,54403010,"Popcorn, air-popped (no butter or oil)",Popcorn,"Popcorn, air-popped",grain,whole,popcorn,0.085470085,0.0687918,3.83E-09,2.69E-08,1.07E-08,6.14E-05,0.00333078,9.52E-09,0.000244155,0.00179879,0.00771662,7.03E-05,0.000976331,0.429121,4.7449,0.000474484,3.11E-06,3.53,0.283286119
245,56205110,"Brown rice, ckd, reg., fat not added in ckg",Brown rice,"Brown rice, long-grain, cooked",grain,whole,brown_rice,0.068376068,0.04531104,1.96E-09,2.20E-08,2.56E-09,2.62E-05,0.00203854,6.17E-09,0.000212653,0.000712991,0.003134599,8.14E-06,0.000336654,0.147222,0.71856,0.0283716,4.72E-07,1.22,0.819672131
250,51220000,"Roll, whole wheat, 100%",Whole grain rolls (not sweet),"Rolls, dinner, whole wheat",grain,whole,whole_wheat,0.008547009,0.089293782,4.78E-09,1.72E-08,8.85E-09,5.95E-05,0.007445142,2.20E-08,0.000275696,0.001696081,0.007193531,5.95E-05,0.000841255,0.43614353,3.73574214,0.000986501,2.81E-06,3.5,0.285714286
258,57417000,"Shredded wheat, 100%",Whole Wheat RTE Cereals,"Cereals,RTE, wheat, shredded, plain, sugar and salt free",grain,whole,whole_wheat,0.111111111,0.0977844,6.42E-09,3.58E-08,1.39E-08,7.87E-05,0.00939949,2.80E-08,0.000348584,0.002213,0.00938115,8.98E-05,0.00118118,0.600156,5.681,0.000613224,4.02E-06,3.53,0.283286119
265,56133000," Spaghetti, cooked, whole wheat, fat not added in cooking",Whole grain pasta,"Spaghetti, whole wheat, cooked",grain,whole,whole_wheat,0.017094017,0.035984659,2.36E-09,1.32E-08,5.10E-09,2.90E-05,0.003459012,1.03E-08,0.000128279,0.000814384,0.003452263,3.31E-05,0.000434674,0.220857408,2.090608,0.000225666,1.48E-06,1.4,0.714285714
