,FNDDS_food_code,FNDDS_food_code_descr,food_item_cluster,rep_food,food_grp,dga_subgrp,commodity,prop_dga_subgrp,gwp_100g,od_100g,htnc_100g,htc_100g,pm_100g,irh_100g,ire_100g,pof_100g,acid_100g,teu_100g,feu_100g,meu_100g,feco_100g,lu_100g,wd_100g,md_100g,FPED,FPED_CF
317,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Flavored Yogurts (caloric sweeteners), lowfat","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.002006018,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
318,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Fruit Yogurts (caloric sweeteners) incl. yogurt NS, whole","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.001003009,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
319,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Fruit Yogurts (caloric sweeteners) incl.yogurt NS, fat NFS","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.002006018,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
320,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Fruit Yogurts (caloric sweeteners) incl.yogurt NS, fat-free","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.002006018,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
321,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener","Fruit Yogurts (caloric sweeteners) incl.yogurt NS, lowfat","Yogurt, vanilla or lemon, nonfat milk, low calorie sweetener, fortified with vitamin D",dairy,dairy,dairy,0.007021063,0.21628,6.22E-09,5.11E-08,5.60E-09,8.35E-05,0.0126531,3.57E-08,0.000430893,0.00187537,0.00767911,3.23E-05,0.000655392,0.776597,2.2811,0.00435275,5.56E-06,0.41,2.43902439
106,31103000,"Egg, whole, boiled",Eggs,"Egg, whole, cooked, hard-boiled",protein,egg,egg,1,0.88882332,3.99E-08,3.93E-07,7.05E-08,0.000474135,0.050205845,1.52E-07,0.002153985,0.007357599,0.03002756,0.000206634,0.006355864,7.23742971,31.5503517,0.001179781,7.58E-05,2,0.5
39,81101000,NA,Dairy fat (incl. butter),"Butter, salted",extra,extra,dairy_fat,0.1265,1.24041,3.30E-08,2.94E-07,3.22E-08,0.000441663,0.0724849,2.04E-07,0.0024567,0.0107653,0.0448792,0.00018584,0.00382565,4.03215,13.302,0.0254966,3.25E-05,717,0.0013947
84,82101500,NA,Coconut oil,Coconut oil,extra,extra,extra_o,0.022,0.588901,3.92E-09,5.36E-08,6.52E-09,0.000378428,0.00481458,1.46E-08,0.0010612,0.00185002,0.00817967,3.88E-05,0.00317201,0.814391,-0.226996,0.000392925,6.37E-05,892,0.001121076
138,81202000,NA,Beef fat (incl. tallow),Beef fat (tallow),extra,extra,lard_tallow,0.099,0.232713,8.91E-09,-8.22E-08,1.22E-08,0.000126908,0.0224121,6.53E-08,0.000630597,0.00378618,0.0158069,6.64E-05,0.000868568,0.960476,3.24169,0.000871487,7.26E-06,902,0.001108647
139,81202000,NA,Pork fat (incl. lard),Lard,extra,extra,lard_tallow,0.0385,0.232713,8.91E-09,-8.22E-08,1.22E-08,0.000126908,0.0224121,6.53E-08,0.000630597,0.00378618,0.0158069,6.64E-05,0.000868568,0.960476,3.24169,0.000871487,7.26E-06,902,0.001108647
151,81103030,NA,Margarine (1/2 total),"70% fat stick margarine, without Vit. D",extra,extra,extra_o,0.0165,0.183167,1.09E-08,1.53E-07,1.17E-08,0.000108015,0.01766,5.31E-08,0.000616306,0.00210264,0.00875221,7.35E-05,0.00192561,1.38816,6.79922,0.000567535,1.16E-05,628,0.001592357
256,81203100,NA,Vegetable shortening,"Vegetable shortening,household,composite",extra,extra,shortening,0.1045,0.183167,1.09E-08,1.53E-07,1.17E-08,0.000108015,0.01766,5.31E-08,0.000616306,0.00210264,0.00875221,7.35E-05,0.00192561,1.38816,6.79922,0.000567535,1.16E-05,884,0.001131222
257,81203100,NA,Hydrogentated soy oil,"Soybean oil, partially hydrogenated",extra,extra,extra_o,0.0825,0.183167,1.09E-08,1.53E-07,1.17E-08,0.000108015,0.01766,5.31E-08,0.000616306,0.00210264,0.00875221,7.35E-05,0.00192561,1.38816,6.79922,0.000567535,1.16E-05,884,0.001131222
273,91101010,NA,Granulated sugar,"Sugar, granulated",extra,extra,sugar,0.45,0.0695989,6.20E-09,3.56E-08,4.31E-09,9.37E-05,0.0122798,3.76E-08,0.00033028,0.00338132,0.0147687,2.71E-05,0.000705885,0.456923,0.647565,0.00426805,9.57E-07,387,0.002583979
294,82101000,NA,Palm Kernel oil,Palm kernel oil,extra,extra,palm_oil,0.0165,0.372832,4.81E-09,-2.77E-07,2.55E-09,3.22E-05,0.00627765,1.28E-08,0.000563924,0.000838688,0.00321772,8.59E-05,0.00164575,0.048474,6.63022,0.000645088,1.09E-06,884,0.001131222
295,82101000,NA,Palm oil,Palm oil,extra,extra,palm_oil,0.044,0.372832,4.81E-09,-2.77E-07,2.55E-09,3.22E-05,0.00627765,1.28E-08,0.000563924,0.000838688,0.00321772,8.59E-05,0.00164575,0.048474,6.63022,0.000645088,1.09E-06,884,0.001131222
3,64104010,Apple juice,Apple Juice,"Apple juice, canned/bottled, unsweetened, without vitamin C",fruit,fruit,apple,0.054822335,0.01684785,1.09E-09,5.44E-09,2.40E-09,9.42E-06,0.003401145,6.84E-09,9.07E-05,0.000148651,0.000442403,8.55E-06,0.00013446,0.5658075,0.231225,0.00537102,5.56E-07,0.4,2.5
4,64104010,Apple juice,Unknown Other Fruit Juice,"Apple juice, canned/bottled, unsweetened, without vitamin C",fruit,fruit,fruit_o,0.016243655,0.01684785,1.09E-09,5.44E-09,2.40E-09,9.42E-06,0.003401145,6.84E-09,9.07E-05,0.000148651,0.000442403,8.55E-06,0.00013446,0.5658075,0.231225,0.00537102,5.56E-07,0.4,2.5
5,64104010,Apple juice,Mixed Fruit Juice (NOT citrus),"Apple juice, canned/bottled, unsweetened, without vitamin C",fruit,fruit,apple,0.004060914,0.01684785,1.09E-09,5.44E-09,2.40E-09,9.42E-06,0.003401145,6.84E-09,9.07E-05,0.000148651,0.000442403,8.55E-06,0.00013446,0.5658075,0.231225,0.00537102,5.56E-07,0.4,2.5
6,62101100,"Apple, dried, uncooked","Apples, dried","Apple, dried, sulfured, uncooked",fruit,fruit,apple,0.001015228,0.069076185,4.47E-09,2.23E-08,9.82E-09,3.86E-05,0.013944695,2.80E-08,0.000371863,0.000609467,0.00181385,3.51E-05,0.000551288,2.31981075,0.9480225,0.022021182,2.28E-06,2.22,0.45045045
7,63101000,"Apple, raw","Apples, raw","Apple, raw, with skin",fruit,fruit,apple,0.187817259,0.01460147,9.45E-10,4.72E-09,2.08E-09,8.16E-06,0.002947659,5.92E-09,7.86E-05,0.000128831,0.000383416,7.41E-06,0.000116532,0.4903665,0.200395,0.004654884,4.82E-07,0.91,1.098901099
8,63101120,"Applesauce, stewed apples, unsweetened",Applesauce,"Applesauce, canned, unsweetened, without vitamin C",fruit,fruit,apple,0.010152284,0.01572466,1.02E-09,5.08E-09,2.24E-09,8.79E-06,0.003174402,6.38E-09,8.47E-05,0.000138741,0.000412909,7.98E-06,0.000125496,0.528087,0.21581,0.005012952,5.19E-07,0.41,2.43902439
9,63101120,"Applesauce, stewed apples, unsweetened","Apples, cooked or canned","Applesauce, canned, unsweetened, without vitamin C",fruit,fruit,apple,0.008121827,0.01572466,1.02E-09,5.08E-09,2.24E-09,8.79E-06,0.003174402,6.38E-09,8.47E-05,0.000138741,0.000412909,7.98E-06,0.000125496,0.528087,0.21581,0.005012952,5.19E-07,0.41,2.43902439
10,63101120,"Applesauce, stewed apples, unsweetened",Unknown Other Fruit,"Applesauce, canned, unsweetened, without vitamin C",fruit,fruit,fruit_o,0.016243655,0.01572466,1.02E-09,5.08E-09,2.24E-09,8.79E-06,0.003174402,6.38E-09,8.47E-05,0.000138741,0.000412909,7.98E-06,0.000125496,0.528087,0.21581,0.005012952,5.19E-07,0.41,2.43902439
11,63103010,"Apricot, raw","Apricot, raw","Apricots, raw",fruit,fruit,fruit_o,0.001015228,0.01825632,3.80E-09,2.08E-08,2.95E-09,1.21E-05,0.003448224,1.06E-08,0.000105512,0.000236666,0.000869014,8.74E-06,3.76E-05,1.0881864,0.30016548,0.01213326,6.64E-07,0.61,1.639344262
17,63107010,"Banana, raw","Bananas, raw (Incl. white, red, Chinese, and apple types)","Bananas, raw",fruit,fruit,banana,0.129949239,0.014380907,2.13E-09,-2.41E-08,1.19E-09,2.32E-05,0.001602541,4.91E-09,0.00010032,0.000825895,0.003638934,7.92E-06,0.000484353,2.6664456,0.16758456,9.74E-05,2.80E-07,0.67,1.492537313
18,63107010,"Banana, raw","Bananas, cooked or canned (Incl. red)","Bananas, raw",fruit,fruit,banana,0.001015228,0.014380907,2.13E-09,-2.41E-08,1.19E-09,2.32E-05,0.001602541,4.91E-09,0.00010032,0.000825895,0.003638934,7.92E-06,0.000484353,2.6664456,0.16758456,9.74E-05,2.80E-07,0.67,1.492537313
28,63201010,"Blackberries, raw","Blackberries, raw","Blackberries, raw",fruit,fruit,fruit_o,0.003045685,0.025062856,4.63E-08,3.25E-08,2.61E-09,1.37E-05,0.004159657,9.75E-09,0.000137251,0.000238391,0.000841261,1.01E-05,0.000147313,1.0718136,0.28956512,0.006598654,8.56E-07,0.69,1.449275362
29,63203010,"Blueberries, raw","Blueberries, cooked or canned","Blueberries, raw",fruit,fruit,fruit_o,0.002030457,0.025303845,4.68E-08,3.28E-08,2.63E-09,1.39E-05,0.004199654,9.85E-09,0.000138571,0.000240683,0.00084935,1.02E-05,0.000148729,1.0821195,0.2923494,0.006662103,8.64E-07,0.69,1.449275362
30,63203010,"Blueberries, raw","Blueberries, raw","Blueberries, raw",fruit,fruit,fruit_o,0.015228426,0.025303845,4.68E-08,3.28E-08,2.63E-09,1.39E-05,0.004199654,9.85E-09,0.000138571,0.000240683,0.00084935,1.02E-05,0.000148729,1.0821195,0.2923494,0.006662103,8.64E-07,0.69,1.449275362
46,63109010,"Cantaloupe, raw","Cantaloupe, raw","Melons, cantaloupe, raw",fruit,fruit,fruit_o,0.020304569,0.025873176,1.59E-09,8.36E-09,1.25E-09,2.05E-05,0.001402684,5.95E-09,8.17E-05,0.0001908,0.000545129,7.24E-06,0.000222088,0.133510692,0.19721716,0.006544499,2.86E-06,0.59,1.694915254
77,63113110,"Cherries, sour, red, ckd, unswtnd","Cherries, cooked or canned (Incl. maraschino)","Cherries, sour, red, canned, water pack",fruit,fruit,fruit_o,0.001015228,0.012204688,2.54E-09,1.39E-08,1.97E-09,8.11E-06,0.002305202,7.09E-09,7.05E-05,0.000158215,0.000580952,5.84E-06,2.51E-05,0.72747276,0.200666182,0.008111309,4.44E-07,0.26,3.846153846
98,63207110,"Cranberries, cooked or canned","Cranberries, cooked or canned","Cranberry sauce, canned, sweetened",fruit,fruit,fruit_o,0.001015228,0.038268285,3.35E-08,3.30E-08,3.09E-09,3.78E-05,0.006572825,1.81E-08,0.000194105,0.001190669,0.005064007,1.51E-05,0.000315158,0.870623492,0.39454364,0.005802338,8.75E-07,0.48,2.083333333
99,62109100,"Cranberries, dried","Cranberries, dried","Cranberries, dried, sweetened",fruit,fruit,fruit_o,0.004060914,0.060089254,1.98E-08,2.81E-08,3.67E-09,6.47E-05,0.00932283,2.74E-08,0.000267262,0.002241446,0.009713254,2.23E-05,0.000530447,0.654456932,0.641445694,0.004958581,9.19E-07,1.79,0.558659218
100,64105400,"Cranberry jce, 100%, not a blend",Cranberry Juice,"Cranberry juice,unsweetened",fruit,fruit,fruit_o,0.004060914,0.03132857,5.79E-08,4.07E-08,3.26E-09,1.72E-05,0.005199571,1.22E-08,0.000171564,0.000297989,0.001051577,1.26E-05,0.000184141,1.339767,0.3619564,0.008248318,1.07E-06,0.4,2.5
105,62110100,Date,"Dates, raw and cooked","Dates, deglet noor",fruit,fruit,fruit_o,0.001015228,0.045455388,2.77E-09,1.85E-09,2.53E-09,2.56E-05,0.002628635,8.00E-09,0.000214744,0.000423136,0.001831411,6.46E-06,0.000193302,0.51594687,0.15019632,0.00033666,3.87E-06,1.33,0.751879699
121,64116020,"Grape juice, unswtnd, w/ Vit. C",Grape Juice,"Grape juice, canned, unsweetened, without vitamin C",fruit,fruit,fruit_o,0.012182741,0.02686606,2.85E-09,1.08E-08,1.65E-09,2.99E-05,0.002648659,1.01E-08,9.98E-05,0.000200708,0.000448182,1.23E-05,0.000113249,0.172601,0.2395237,0.01417611,2.24E-06,0.4,2.5
122,61201220,"Grapefruit juice, cnd, unswt.",Grapefruit Juice,"Grapefruit juice, white, canned, unsweetened",fruit,fruit,fruit_o,0.005076142,0.055148625,1.36E-08,9.76E-08,5.53E-09,3.66E-05,0.00787203,2.39E-08,0.000273436,0.000849184,0.003277755,1.96E-05,0.00069181,3.44484,-1.34125425,0.023167575,-1.77E-07,0.4,2.5
123,61101010,"Grapefruit, raw","Grapefruit, raw","Grapefruit, raw, pink, red, and white",fruit,fruit,fruit_o,0.006091371,0.049021,1.21E-08,8.68E-08,4.91E-09,3.26E-05,0.00699736,2.13E-08,0.000243054,0.00075483,0.00291356,1.74E-05,0.000614942,3.06208,-1.192226,0.0205934,-1.57E-07,0.48,2.083333333
124,63123010,"Grapes, European type, adherent skin, raw","Grapes, raw","Grapes, red/green (European type), raw",fruit,fruit,fruit_o,0.03857868,0.021492848,2.28E-09,8.64E-09,1.32E-09,2.39E-05,0.002118927,8.10E-09,7.99E-05,0.000160567,0.000358545,9.84E-06,9.06E-05,0.1380808,0.19161896,0.011340888,1.79E-06,0.67,1.492537313
133,63127010,"Honeydew melon, raw","Honeydew Melon, raw","Melons, honeydew, raw",fruit,fruit,fruit_o,0.004060914,0.028645302,1.76E-09,9.25E-09,1.39E-09,2.27E-05,0.001552971,6.59E-09,9.04E-05,0.000211243,0.000603536,8.01E-06,0.000245883,0.147815409,0.21834757,0.007245695,3.16E-06,0.59,1.694915254
136,63126500,"Kiwifruit, raw","Kiwifruit, raw","Kiwifruit, green, raw",fruit,fruit,fruit_o,0.001015228,0.047502928,2.89E-09,1.93E-09,2.65E-09,2.67E-05,0.002747042,8.36E-09,0.000224417,0.000442197,0.001913907,6.75E-06,0.000202009,0.53918772,0.15696192,0.000351825,4.04E-06,0.57,1.754385965
140,61204200,"Lemon juice, cnd or bottled",Lemon Juice,"Lemon juice, canned or bottled",fruit,fruit,fruit_o,0.004060914,0.079659125,1.96E-08,1.41E-07,7.99E-09,5.29E-05,0.01137071,3.46E-08,0.000394963,0.001226599,0.004734535,2.83E-05,0.000999281,4.97588,-1.93736725,0.033464275,-2.56E-07,0.4,2.5
145,61207200,"Lime juice, cnd or bottled",Lime Juice,"Lime juice, canned or bottled, unsweetened",fruit,fruit,fruit_o,0.001015228,0.079659125,1.96E-08,1.41E-07,7.99E-09,5.29E-05,0.01137071,3.46E-08,0.000394963,0.001226599,0.004734535,2.83E-05,0.000999281,4.97588,-1.93736725,0.033464275,-2.56E-07,0.4,2.5
148,64204010,Mango nectar,Mango Juice/Nectar,"Mango nectar, canned",fruit,fruit,fruit_o,0.001015228,0.062722568,4.62E-09,9.85E-08,5.72E-09,4.28E-05,0.005781205,1.76E-08,0.000348677,0.000866328,0.003737025,1.63E-05,0.000593,1.077956025,0.643722775,0.001349708,4.06E-06,0.16,6.25
149,63129010,"Mango, raw","Mango, raw","Mangos, raw",fruit,fruit,fruit_o,0.008121827,0.143756625,1.04E-08,2.39E-07,1.35E-08,8.95E-05,0.012150551,3.71E-08,0.000809764,0.001531824,0.00657343,3.57E-05,0.001350146,2.609217,1.4878885,0.002574011,9.98E-06,0.61,1.639344262
150,63129010,"Mango, raw","Mango, dried","Mangos, raw",fruit,fruit,fruit_o,0.001015228,0.143756625,1.04E-08,2.39E-07,1.35E-08,8.95E-05,0.012150551,3.71E-08,0.000809764,0.001531824,0.00657343,3.57E-05,0.001350146,2.609217,1.4878885,0.002574011,9.98E-06,0.61,1.639344262
182,63131010,"Nectarine, raw","Nectarine, raw","Nectarines, raw",fruit,fruit,fruit_o,0.005076142,0.0185944,3.87E-09,2.12E-08,3.01E-09,1.24E-05,0.00351208,1.08E-08,0.000107466,0.000241049,0.000885107,8.90E-06,3.83E-05,1.108338,0.3057241,0.01235795,6.77E-07,0.69,1.449275362
194,61210620,"Orange jce, frz, unswt., recons.",Orange Juice (Incl. tangerine & acerola),"Orange juice, chilled, including from concentrate",fruit,fruit,orange,0.174619289,0.0330804,2.49E-09,-1.88E-09,3.10E-09,2.26E-05,0.00422122,7.94E-09,0.000159569,0.000560744,0.00222604,1.44E-05,0.000319172,2.80492,0.290186,0.009135,4.43E-07,0.4,2.5
195,61210620,"Orange jce, frz, unswt., recons.",Unknown Citrus Fruit Juice,"Orange juice, chilled, including from concentrate",fruit,fruit,fruit_o,0.012182741,0.0330804,2.49E-09,-1.88E-09,3.10E-09,2.26E-05,0.00422122,7.94E-09,0.000159569,0.000560744,0.00222604,1.44E-05,0.000319172,2.80492,0.290186,0.009135,4.43E-07,0.4,2.5
196,61119010,"Orange, raw","Oranges, raw (Incl. orange peel)","Oranges, raw, all varieties",fruit,fruit,orange,0.035532995,0.013670737,8.07E-10,-1.30E-08,1.55E-09,8.19E-06,0.002239772,3.62E-09,6.30E-05,0.000178404,0.000625184,8.26E-06,0.000123935,0.86565094,0.15840077,0.006244789,2.34E-07,0.54,1.851851852
200,64120010,Papaya juice,Papaya Juice/Nectar,"Papaya nectar, canned",fruit,fruit,fruit_o,0.001015228,0.147722325,1.07E-08,2.46E-07,1.39E-08,9.19E-05,0.012485738,3.81E-08,0.000832102,0.001574081,0.006754766,3.67E-05,0.001387391,2.6811954,1.5289337,0.002645018,1.03E-05,0.4,2.5
201,63133010,"Papaya, raw","Papaya, raw","Papayas, raw",fruit,fruit,fruit_o,0.002030457,0.147722325,1.07E-08,2.46E-07,1.39E-08,9.19E-05,0.012485738,3.81E-08,0.000832102,0.001574081,0.006754766,3.67E-05,0.001387391,2.6811954,1.5289337,0.002645018,1.03E-05,0.71,1.408450704
202,63135120,"Peach, ckd/cnd, unsweetened, water pack","Peaches, cooked or canned","Peaches, canned, water pack",fruit,fruit,fruit_o,0.006091371,0.011427104,2.38E-09,1.30E-08,1.85E-09,7.60E-06,0.002158333,6.64E-09,6.60E-05,0.000148135,0.000543939,5.47E-06,2.35E-05,0.68112408,0.187881356,0.007594522,4.16E-07,0.26,3.846153846
203,63135010,"Peach, raw","Peaches, raw","Peaches, raw",fruit,fruit,fruit_o,0.022335025,0.01758016,3.66E-09,2.01E-08,2.84E-09,1.17E-05,0.003320512,1.02E-08,0.000101604,0.0002279,0.000836829,8.42E-06,3.62E-05,1.0478832,0.28904824,0.01168388,6.40E-07,0.65,1.538461538
207,63137120,"Pear, ckd/cnd, unswtnd, water pack","Pears, cooked or canned","Pears, canned, water pack",fruit,fruit,fruit_o,0.004060914,0.029566478,1.80E-09,1.20E-09,1.65E-09,1.66E-05,0.001709797,5.20E-09,0.00013968,0.000275229,0.001191242,4.20E-06,0.000125733,0.335597874,0.097695264,0.00021898,2.52E-06,0.26,3.846153846
208,63137050,"Pear, Japanese, raw","Japanese Pears, raw","Pears, asian, raw",fruit,fruit,fruit_o,0.001015228,0.04504588,2.74E-09,1.83E-09,2.51E-09,2.53E-05,0.002604954,7.93E-09,0.000212809,0.000419324,0.001814912,6.40E-06,0.000191561,0.5112987,0.1488432,0.000333627,3.84E-06,0.61,1.639344262
209,63137010,"Pear, raw","Pears, raw","Pears, raw",fruit,fruit,fruit_o,0.015228426,0.045455388,2.77E-09,1.85E-09,2.53E-09,2.56E-05,0.002628635,8.00E-09,0.000214744,0.000423136,0.001831411,6.46E-06,0.000193302,0.51594687,0.15019632,0.00033666,3.87E-06,0.61,1.639344262
218,63139010,"Persimmon, raw","Persimmons, raw","Persimmons, native, raw",fruit,fruit,fruit_o,0.002030457,0.048731452,2.97E-09,1.98E-09,2.72E-09,2.74E-05,0.002818087,8.57E-09,0.000230221,0.000453633,0.001963405,6.92E-06,0.000207234,0.55313223,0.16102128,0.000360923,4.15E-06,0.61,1.639344262
222,64124020,Pineapple juice,Pineapple Juice,"Pineapple juice, canned, unsweetened, without vitamin C",fruit,fruit,fruit_o,0.004060914,0.1863879,1.35E-08,3.10E-07,1.75E-08,0.000116007,0.015753817,4.81E-08,0.001049901,0.001986088,0.008522792,4.63E-05,0.001750534,3.3829848,1.9291244,0.003337338,1.29E-05,0.4,2.5
223,63141120,"Pineapple, ckd/cnd, unsweetened, water pack","Pineapple, cooked or canned","Pineapples, canned, water pack",fruit,fruit,fruit_o,0.004060914,0.126307545,9.14E-09,2.10E-07,1.18E-08,7.86E-05,0.010675725,3.26E-08,0.000711475,0.001345892,0.005775552,3.14E-05,0.001186266,2.29251204,1.30728962,0.002261579,8.77E-06,0.26,3.846153846
224,63141010,"Pineapple, raw","Pineapple, raw","Pineapples, raw, all varieties",fruit,fruit,fruit_o,0.012182741,0.1943193,1.41E-08,3.24E-07,1.82E-08,0.000120943,0.016424192,5.01E-08,0.001094578,0.002070603,0.008885464,4.83E-05,0.001825025,3.5269416,2.0112148,0.003479353,1.35E-05,0.61,1.639344262
227,63143010,"Plum, raw","Plums, raw","Plums, raw",fruit,fruit,fruit_o,0.004060914,0.01791824,3.73E-09,2.05E-08,2.90E-09,1.19E-05,0.003384368,1.04E-08,0.000103558,0.000232283,0.000852922,8.58E-06,3.69E-05,1.0680348,0.29460686,0.01190857,6.52E-07,0.61,1.639344262
228,64126000,Pomegranate juice,Pomegranate Juice,"Pomegranate juice, bottled",fruit,fruit,fruit_o,0.002030457,0.146603864,8.93E-09,5.95E-09,8.17E-09,8.25E-05,0.008477941,2.58E-08,0.000692598,0.00136471,0.005906714,2.08E-05,0.000623443,1.66404486,0.48441696,0.001085803,1.25E-05,0.4,2.5
229,63145010,"Pomegranate, raw","Pomegranate, raw","Pomegranates, raw",fruit,fruit,fruit_o,0.001015228,0.073301932,4.47E-09,2.98E-09,4.09E-09,4.12E-05,0.004238971,1.29E-08,0.000346299,0.000682355,0.002953357,1.04E-05,0.000311721,0.83202243,0.24220848,0.000542902,6.24E-06,0.65,1.538461538
236,64132010,Prune juice,Prune Juice,"Prune juice, canned",fruit,fruit,fruit_o,0.001015228,0.02755352,5.73E-09,3.15E-08,4.46E-09,1.83E-05,0.005204264,1.60E-08,0.000159245,0.00035719,0.001311568,1.32E-05,5.67E-05,1.6423554,0.45302753,0.018312235,1.00E-06,0.4,2.5
237,62122100,"Prune, dried, unckd","Plums, dried (include dried prunes)","Plums, dried (prunes), uncooked",fruit,fruit,fruit_o,0.001015228,0.09685992,2.01E-08,1.11E-07,1.57E-08,6.44E-05,0.018294744,5.63E-08,0.000559802,0.001255644,0.004610604,4.64E-05,0.000199256,5.7734334,1.59254463,0.064373685,3.52E-06,1.18,0.847457627
241,62125100,Raisins,"Raisins, cooked or canned","Raisins, seedless",fruit,fruit,fruit_o,0.004060914,0.093411224,9.90E-09,3.75E-08,5.75E-09,0.000104013,0.009209184,3.52E-08,0.000347153,0.000697847,0.001558293,4.27E-05,0.000393758,0.6001204,0.83280548,0.049289244,7.79E-06,1.33,0.751879699
242,62125100,Raisins,"Raisins, raw (Incl. raw & dried currants)","Raisins, seedless",fruit,fruit,fruit_o,0.014213198,0.093411224,9.90E-09,3.75E-08,5.75E-09,0.000104013,0.009209184,3.52E-08,0.000347153,0.000697847,0.001558293,4.27E-05,0.000393758,0.6001204,0.83280548,0.049289244,7.79E-06,1.33,0.751879699
